YEAR,MO,kt_avg,T2M_avg,WS10M_avg,State,kt_max,T2M_max,WS10M_max,kt_min,T2M_min,WS10M_min,unqid
2003,5,0.369539171,14.67894009,3.038248848,West Virginia,0.71,21.05,7.3,0.05,8.81,0.86,2003_5_West Virginia
2003,5,0.514023769,12.10147708,3.156502547,Wisconsin,0.8,19.51,8.97,0.04,4.78,0.9,2003_5_Wisconsin
2003,5,0.566739631,10.52995392,3.497776498,Wyoming,0.82,24.76,6.04,0.19,0.06,1.34,2003_5_Wyoming
2003,6,0.484555556,23.91605556,2.009305556,Alabama,0.76,26.61,3.81,0.03,17.41,0.44,2003_6_Alabama
2003,6,0.523592593,11.01675421,3.062059484,Alaska,0.79,26.63,12,0.06,0.02,0.53,2003_6_Alaska
2003,6,0.678753086,24.20979012,2.97054321,Arizona,0.82,31.98,6.66,0.42,16.9,0.67,2003_6_Arizona
2003,6,0.489261905,22.99485714,2.4085,Arkansas,0.77,28.01,5.14,0.03,15.84,0.63,2003_6_Arkansas
2003,6,0.671674242,22.07028788,3.000242424,California,0.82,31.53,8.43,0.02,12.41,0.88,2003_6_California
2003,6,0.618547619,15.27789286,3.337559524,Colorado,0.83,22.86,7.22,0.17,5.85,1.1,2003_6_Colorado
2003,6,0.397333333,19.75133333,2.654666667,Connecticut,0.73,26.91,5.32,0.06,14.2,1.37,2003_6_Connecticut
2003,6,0.414666667,21.498,2.358666667,Delaware,0.71,27.8,3.98,0.05,15.4,0.53,2003_6_Delaware
2003,6,0.465333333,25.97779487,3.023102564,Florida,0.74,27.35,7.07,0.02,23.94,0.59,2003_6_Florida
2003,6,0.483333333,24.14728205,2.020589744,Georgia,0.76,27.41,5.46,0.08,16.97,0.52,2003_6_Georgia
2003,6,0.67047619,15.68369048,3.005595238,Idaho,0.82,26.91,6.04,0.21,3.17,1.17,2003_6_Idaho
2003,6,0.5158125,21.3253125,2.895645833,Illinois,0.77,29.77,6.31,0.03,10.28,0.66,2003_6_Illinois
2003,6,0.492555556,20.9442963,2.606074074,Indiana,0.79,28.27,5.69,0.07,11.51,0.51,2003_6_Indiana
2003,6,0.5166875,20.27191667,2.971708333,Iowa,0.79,28.28,7.59,0.03,11.98,0.67,2003_6_Iowa
2003,6,0.53884127,20.45952381,3.341396825,Kansas,0.78,27.23,7.08,0.11,11.85,0.9,2003_6_Kansas
2003,6,0.486733333,20.95453333,2.393533333,Kentucky,0.77,27.06,4.47,0.09,12.15,0.41,2003_6_Kentucky
2003,6,0.467375,25.53295833,2.176333333,Louisiana,0.73,27.53,4.94,0.09,22.45,0.64,2003_6_Louisiana
2003,6,0.505555556,17.80569444,3.035638889,Maine,0.77,27.69,6.86,0.06,9.58,0.75,2003_6_Maine
2003,6,0.431166667,21.22866667,2.459666667,Maryland,0.74,27.4,5.1,0.05,14.47,0.69,2003_6_Maryland
2003,6,0.429,18.28688889,2.884,Massachusetts,0.76,26.96,8.59,0.05,12.3,1.28,2003_6_Massachusetts
2003,6,0.563133333,16.96091111,2.493511111,Michigan,0.8,29.23,5.66,0.03,9.58,0.62,2003_6_Michigan
2003,6,0.509679012,17.23080247,2.656987654,Minnesota,0.79,25.74,7.74,0.12,11.45,0.65,2003_6_Minnesota
2003,6,0.491128205,24.52666667,2.157333333,Mississippi,0.75,26.97,4.26,0.07,17.92,0.64,2003_6_Mississippi
2003,6,0.512894737,21.51612281,2.728280702,Missouri,0.78,28.41,5.81,0.04,13.35,0.69,2003_6_Missouri
2003,6,0.545448718,15.71019872,3.582897436,Montana,0.8,27.27,8.16,0.15,4.39,0.86,2003_6_Montana
2003,6,0.530710145,19.00794203,3.533492754,Nebraska,0.78,27.49,8.82,0.07,7.82,0.48,2003_6_Nebraska
2003,6,0.673777778,20.38471605,3.103604938,Nevada,0.82,28.09,6.24,0.34,12.67,0.91,2003_6_Nevada
2003,6,0.4905,18.324,2.875833333,New Hampshire,0.76,27.53,5.92,0.05,12.48,1.07,2003_6_New Hampshire
2003,6,0.387666667,19.29966667,2.659,New Jersey,0.74,26.43,4.87,0.03,13.84,1.1,2003_6_New Jersey
2003,6,0.626633333,19.32374444,3.258222222,New Mexico,0.81,28.5,6.66,0.26,11.46,1.39,2003_6_New Mexico
2003,6,0.481035088,18.11857895,2.920912281,New York,0.77,28.68,5.98,0.05,10.03,0.86,2003_6_New York
2003,6,0.49047619,22.57104762,2.597595238,North Carolina,0.77,27.54,6.53,0.03,13.38,0.8,2003_6_North Carolina
2003,6,0.502344828,17.8602069,3.500609195,North Dakota,0.79,26.27,9.09,0.1,9.93,0.82,2003_6_North Dakota
2003,6,0.478694444,19.48563889,2.74625,Ohio,0.78,28.36,5.16,0.03,10.36,0.52,2003_6_Ohio
2003,6,0.515166667,22.46152083,2.786270833,Oklahoma,0.77,27.27,6.61,0.14,16.22,0.63,2003_6_Oklahoma
2003,6,0.651262626,16.97180808,3.232565657,Oregon,0.82,28.18,6.05,0.15,8.76,1.34,2003_6_Oregon
2003,6,0.413484848,18.24845455,2.900212121,Pennsylvania,0.78,26.92,5.48,0.04,10.2,1.16,2003_6_Pennsylvania
2003,6,0.499888889,23.02748148,2.340740741,South Carolina,0.76,26.37,5.66,0.09,14.87,0.57,2003_6_South Carolina
2003,6,0.513361111,18.42898611,3.689305556,South Dakota,0.78,27.14,9.12,0.09,7.76,0.75,2003_6_South Dakota
2003,6,0.481,21.2852619,2.326880952,Tennessee,0.77,26.64,4.43,0.07,12.8,0.45,2003_6_Tennessee
2003,6,0.568342857,23.47352381,2.875452381,Texas,0.77,28.18,7.18,0.06,13.52,0.5,2003_6_Texas
2003,6,0.629101449,19.84095652,3.128217391,Utah,0.81,27.26,6.52,0.2,8.95,0.86,2003_6_Utah
2003,6,0.50425,18.12558333,2.918583333,Vermont,0.76,28.22,5.06,0.05,11.69,0.83,2003_6_Vermont
2003,6,0.447305556,20.50719444,2.526444444,Virginia,0.78,27.98,5.91,0.02,11.79,0.77,2003_6_Virginia
2003,6,0.566741935,15.53687097,2.987043011,Washington,0.8,27.79,6.98,0.15,7.06,0.9,2003_6_Washington
2003,6,0.459761905,18.45566667,2.684952381,West Virginia,0.78,24.32,5.81,0.03,10.41,0.54,2003_6_West Virginia
2003,6,0.51722807,17.4547193,2.491964912,Wisconsin,0.8,28.27,5.54,0.06,10.18,0.6,2003_6_Wisconsin
2003,6,0.570571429,14.41964286,3.535714286,Wyoming,0.82,23.45,7.15,0.13,1.96,1.4,2003_6_Wyoming
2003,7,0.489758065,25.14233871,1.829489247,Alabama,0.73,27.8,5.04,0.06,20.53,0.55,2003_7_Alabama
2003,7,0.433553818,11.67438362,3.722842403,Alaska,0.78,28.54,12.96,0.02,0.25,0.71,2003_7_Alaska
2003,7,0.602568698,28.06237754,2.216690562,Arizona,0.81,37.19,5.44,0.22,20.02,0.55,2003_7_Arizona
2003,7,0.55718894,25.91221198,2.102857143,Arkansas,0.75,28.67,3.53,0.17,21.35,0.62,2003_7_Arkansas
2003,7,0.659347507,26.08368768,2.598423754,California,0.83,36.22,5.84,0.16,14.59,0.84,2003_7_California
2003,7,0.636970046,21.93776498,3.051440092,Colorado,0.84,31.12,7.45,0.3,14.68,1.04,2003_7_Colorado
2003,7,0.509032258,23.29193548,2.862580645,Connecticut,0.73,27.23,4.67,0.1,21.08,1.52,2003_7_Connecticut
2003,7,0.487096774,24.39322581,2.781935484,Delaware,0.72,28.13,4.86,0.1,21.6,1.52,2003_7_Delaware
2003,7,0.492903226,26.20258065,2.404913151,Florida,0.71,27.45,6.39,0.15,24.71,0.63,2003_7_Florida
2003,7,0.480918114,25.11784119,2.161612903,Georgia,0.74,27.23,6.3,0.02,20.31,0.53,2003_7_Georgia
2003,7,0.696417051,22.09676267,2.708582949,Idaho,0.82,32.86,5.26,0.26,10.59,0.84,2003_7_Idaho
2003,7,0.568125,24.39455645,2.603870968,Illinois,0.77,29.92,6.14,0.07,17.97,0.63,2003_7_Illinois
2003,7,0.549032258,23.26824373,2.419784946,Indiana,0.77,27.77,5.86,0.09,18.93,0.51,2003_7_Indiana
2003,7,0.573830645,23.62467742,2.991391129,Iowa,0.77,30.26,7.1,0.15,17.73,0.55,2003_7_Iowa
2003,7,0.653010753,26.22603687,3.6140553,Kansas,0.76,33.1,6.92,0.32,19.84,1.05,2003_7_Kansas
2003,7,0.509548387,23.56341935,2.354967742,Kentucky,0.74,27.19,5.33,0.02,18.54,0.82,2003_7_Kentucky
2003,7,0.510846774,26.38548387,1.999435484,Louisiana,0.73,28.37,4.63,0.14,24.24,0.5,2003_7_Louisiana
2003,7,0.436962366,20.09067204,3.125860215,Maine,0.76,26.13,6.38,0.05,11.92,0.97,2003_7_Maine
2003,7,0.479032258,24.29435484,2.783064516,Maryland,0.74,27.99,5.91,0.1,21.83,1.41,2003_7_Maryland
2003,7,0.522580645,22.26268817,3.032473118,Massachusetts,0.74,27.71,6.86,0.08,18.61,1.37,2003_7_Massachusetts
2003,7,0.557795699,19.57205376,2.671344086,Michigan,0.78,27.74,6.28,0.02,12.63,0.54,2003_7_Michigan
2003,7,0.549032258,19.96105137,2.79348865,Minnesota,0.77,27.8,6.65,0.07,12.21,0.72,2003_7_Minnesota
2003,7,0.523970223,25.82439206,1.82325062,Mississippi,0.74,27.95,4.52,0.16,21.88,0.5,2003_7_Mississippi
2003,7,0.608098472,25.45619694,2.69516129,Missouri,0.76,30.51,5.63,0.08,20.17,0.7,2003_7_Missouri
2003,7,0.66116005,22.06121588,3.375372208,Montana,0.81,30.93,7.33,0.15,11.25,0.93,2003_7_Montana
2003,7,0.632384292,23.31671809,3.370687237,Nebraska,0.79,31.73,7.08,0.18,17.64,0.94,2003_7_Nebraska
2003,7,0.659080048,25.60376344,2.663667861,Nevada,0.82,32.87,5.36,0.34,18.58,0.63,2003_7_Nevada
2003,7,0.463870968,21.40951613,2.976774194,New Hampshire,0.7,25.63,4.42,0.08,16.2,1.61,2003_7_New Hampshire
2003,7,0.496451613,22.75774194,2.919032258,New Jersey,0.71,26.61,5.38,0.1,20.15,1.5,2003_7_New Jersey
2003,7,0.614419355,23.72444086,2.961010753,New Mexico,0.83,30.38,7.24,0.24,18.49,1.09,2003_7_New Mexico
2003,7,0.496604414,20.98078098,2.858217317,New York,0.76,28.21,5.88,0.04,15.32,0.82,2003_7_New York
2003,7,0.478479263,24.50536866,2.577442396,North Carolina,0.74,27.34,6.78,0.05,18.86,0.8,2003_7_North Carolina
2003,7,0.594549499,21.6698109,3.38407119,North Dakota,0.77,29.56,7.27,0.13,12.61,1.09,2003_7_North Dakota
2003,7,0.504435484,22.07185484,2.529516129,Ohio,0.78,27.89,6.8,0.06,17.46,0.45,2003_7_Ohio
2003,7,0.637116935,27.25116935,2.907399194,Oklahoma,0.76,34.43,6.02,0.27,22.59,0.52,2003_7_Oklahoma
2003,7,0.685904203,21.29938416,2.763587488,Oregon,0.82,33.15,5.55,0.26,12.94,1.19,2003_7_Oregon
2003,7,0.48398827,21.57709677,2.745542522,Pennsylvania,0.78,27.42,6.19,0.05,17.28,0.99,2003_7_Pennsylvania
2003,7,0.470394265,24.58379928,2.40516129,South Carolina,0.71,27.08,6.23,0.02,19.26,0.76,2003_7_South Carolina
2003,7,0.623870968,22.48877688,3.429717742,South Dakota,0.78,31.15,7.13,0.14,15.11,1.2,2003_7_South Dakota
2003,7,0.504193548,23.70834101,2.129308756,Tennessee,0.74,27.38,4.53,0.02,18.29,0.71,2003_7_Tennessee
2003,7,0.608520737,25.63612442,2.904428571,Texas,0.78,33.29,7.61,0.05,20.35,0.62,2003_7_Texas
2003,7,0.637784011,25.3754418,2.537279102,Utah,0.83,31.84,5.69,0.37,19.26,0.63,2003_7_Utah
2003,7,0.460322581,20.60709677,2.912903226,Vermont,0.74,25.17,4.45,0.09,15.01,1.38,2003_7_Vermont
2003,7,0.473252688,23.18360215,2.480967742,Virginia,0.75,28.14,5.06,0.04,17.41,1.17,2003_7_Virginia
2003,7,0.64264308,18.6764308,2.531175858,Washington,0.79,29,5.76,0.11,8.72,0.81,2003_7_Washington
2003,7,0.484700461,21.59115207,2.584608295,West Virginia,0.75,26.11,5.56,0.14,17.92,0.79,2003_7_West Virginia
2003,7,0.53483871,20.57025467,2.737164686,Wisconsin,0.77,29.17,5.9,0.1,12.83,0.76,2003_7_Wisconsin
2003,7,0.670011521,22.45928571,3.135426267,Wyoming,0.83,30.44,6.39,0.34,15.34,1.04,2003_7_Wyoming
2003,8,0.508333333,25.41693548,1.493252688,Alabama,0.69,27.36,3.17,0.14,21.62,0.44,2003_8_Alabama
2003,8,0.439909851,9.497870099,3.056955577,Alaska,0.79,30.28,12.86,0.02,0.16,0.47,2003_8_Alaska
2003,8,0.574193548,25.57653524,1.944205496,Arizona,0.77,37.26,4.8,0.19,15.62,0.78,2003_8_Arizona
2003,8,0.520460829,25.8437788,1.749976959,Arkansas,0.71,29.13,3.45,0.12,21.98,0.6,2003_8_Arkansas
2003,8,0.659369501,23.64103372,2.263306452,California,0.82,35.9,6.16,0.13,14.8,0.85,2003_8_California
2003,8,0.574447005,18.64953917,2.946923963,Colorado,0.8,26.52,6.55,0.16,9.85,0.83,2003_8_Colorado
2003,8,0.462580645,22.59709677,2.46,Connecticut,0.73,25.93,4,0.05,16.2,1.08,2003_8_Connecticut
2003,8,0.46,23.92064516,2.431290323,Delaware,0.74,26.38,4.14,0.15,18.56,0.98,2003_8_Delaware
2003,8,0.458858561,26.10890819,2.783548387,Florida,0.72,27.32,7.98,0.06,24.97,0.67,2003_8_Florida
2003,8,0.48719603,25.20933002,1.639677419,Georgia,0.69,26.71,4.45,0.18,21.38,0.46,2003_8_Georgia
2003,8,0.634781106,19.78388249,2.658156682,Idaho,0.8,28.48,4.78,0.16,10.93,0.96,2003_8_Idaho
2003,8,0.5575,24.4303629,2.249737903,Illinois,0.75,30.64,3.91,0.04,16.35,0.68,2003_8_Illinois
2003,8,0.539498208,23.19573477,2.023799283,Indiana,0.75,27.97,3.81,0.08,18.19,0.73,2003_8_Indiana
2003,8,0.591008065,23.86074597,2.595725806,Iowa,0.77,30.74,5.68,0.12,16.25,0.47,2003_8_Iowa
2003,8,0.573717358,25.2072043,3.02734255,Kansas,0.75,33.1,6.82,0.05,12.97,0.74,2003_8_Kansas
2003,8,0.510129032,23.32845161,1.823580645,Kentucky,0.72,28.34,3.34,0.04,19.89,0.64,2003_8_Kentucky
2003,8,0.519193548,26.59697581,1.755604839,Louisiana,0.7,28.52,4.55,0.08,23.21,0.67,2003_8_Louisiana
2003,8,0.44311828,19.35989247,2.816827957,Maine,0.79,24.32,5.67,0.08,11,0.76,2003_8_Maine
2003,8,0.479354839,24.02435484,2.467096774,Maryland,0.73,26.48,4.74,0.12,18.3,0.62,2003_8_Maryland
2003,8,0.473870968,21.6883871,2.9,Massachusetts,0.78,25.31,6.08,0.07,14.71,1.19,2003_8_Massachusetts
2003,8,0.56816129,19.26344086,2.22788172,Michigan,0.77,25.88,5.01,0.06,10.27,0.58,2003_8_Michigan
2003,8,0.563369176,20.51,2.783166069,Minnesota,0.77,28.15,6.28,0.06,10.72,0.68,2003_8_Minnesota
2003,8,0.518287841,26.09044665,1.636650124,Mississippi,0.69,27.84,3.61,0.14,22.65,0.65,2003_8_Mississippi
2003,8,0.542427844,25.79280136,2.211052632,Missouri,0.74,31.29,4.54,0.04,18.54,0.63,2003_8_Missouri
2003,8,0.594782878,20.85705955,3.170099256,Montana,0.78,30.6,6.88,0.17,10.37,0.73,2003_8_Montana
2003,8,0.612889201,23.0902244,3.38486676,Nebraska,0.76,31.15,7.31,0.13,13.85,0.98,2003_8_Nebraska
2003,8,0.637610514,21.97712067,2.706917563,Nevada,0.82,30.66,5.06,0.16,15.86,0.7,2003_8_Nevada
2003,8,0.455,20.68193548,2.722903226,New Hampshire,0.78,23.79,5.03,0.07,13.36,1.27,2003_8_New Hampshire
2003,8,0.456290323,22.36919355,2.56,New Jersey,0.76,25.72,4.73,0.09,14.76,1.02,2003_8_New Jersey
2003,8,0.557634409,21.17533333,2.558150538,New Mexico,0.75,30.94,5.7,0.23,11.68,0.95,2003_8_New Mexico
2003,8,0.502105263,20.36252971,2.322716469,New York,0.78,26.34,5.52,0.08,12.13,0.6,2003_8_New York
2003,8,0.480483871,24.42481567,2.116520737,North Carolina,0.72,26.45,5.31,0.07,20.3,0.66,2003_8_North Carolina
2003,8,0.586240267,22.06619577,3.612413793,North Dakota,0.76,29.42,7.49,0.15,11.87,0.92,2003_8_North Dakota
2003,8,0.516854839,21.63607527,1.894032258,Ohio,0.75,26.9,4.12,0.12,15.59,0.53,2003_8_Ohio
2003,8,0.553004032,26.94552419,2.340120968,Oklahoma,0.73,33.84,5.28,0.1,16.42,0.74,2003_8_Oklahoma
2003,8,0.633910068,19.38092864,2.455591398,Oregon,0.8,28.35,6.24,0.15,14,0.9,2003_8_Oregon
2003,8,0.48659824,21.04061584,1.990087977,Pennsylvania,0.77,25.44,4.23,0.1,13.93,0.4,2003_8_Pennsylvania
2003,8,0.489354839,24.75530466,1.820573477,South Carolina,0.69,26.49,4.26,0.19,20.69,0.52,2003_8_South Carolina
2003,8,0.603077957,22.42327957,3.589569892,South Dakota,0.76,30.29,7.92,0.11,12.93,0.64,2003_8_South Dakota
2003,8,0.523179724,23.94396313,1.761889401,Tennessee,0.73,28.04,2.99,0.18,19.89,0.55,2003_8_Tennessee
2003,8,0.567064516,25.24488479,2.530285714,Texas,0.75,31.82,6.67,0.1,13.69,0.57,2003_8_Texas
2003,8,0.574530154,21.61584853,2.499284712,Utah,0.79,29.51,5.09,0.22,14.45,0.67,2003_8_Utah
2003,8,0.47516129,20.24830645,2.711048387,Vermont,0.76,24.19,5.46,0.1,13,1.19,2003_8_Vermont
2003,8,0.465,22.94572581,1.884650538,Virginia,0.73,26.79,3.88,0.1,17.57,0.44,2003_8_Virginia
2003,8,0.606462019,17.64003122,2.303340271,Washington,0.8,29.56,5.91,0.08,9.66,1.04,2003_8_Washington
2003,8,0.468202765,21.19917051,1.829723502,West Virginia,0.74,24.85,3.85,0.12,16.45,0.42,2003_8_West Virginia
2003,8,0.563735144,20.44368421,2.372835314,Wisconsin,0.76,29.05,4.85,0.09,12.24,0.49,2003_8_Wisconsin
2003,8,0.58921659,20.62864055,3.257304147,Wyoming,0.8,29.04,6.26,0.1,9.7,1.15,2003_8_Wyoming
2003,9,0.58575,22.08872222,2.139944444,Alabama,0.77,26.67,3.81,0.02,11.57,0.36,2003_9_Alabama
2003,9,0.491232323,4.448070707,3.415864198,Alaska,0.78,27.37,13.68,0.01,0,0.3,2003_9_Alaska
2003,9,0.645246914,21.88724691,2.409777778,Arizona,0.79,31.23,6.32,0.12,10.76,0.73,2003_9_Arizona
2003,9,0.563071429,20.90388095,2.306428571,Arkansas,0.78,26.58,4.42,0.02,12.52,0.63,2003_9_Arkansas
2003,9,0.663166667,21.7655,2.423295455,California,0.81,31.41,7.63,0.02,8.55,1,2003_9_California
2003,9,0.637190476,13.3192381,3.337357143,Colorado,0.82,23.51,7.07,0.1,0.96,0.91,2003_9_Colorado
2003,9,0.450666667,18.55566667,2.769,Connecticut,0.76,23.21,5.85,0.07,10.85,1.43,2003_9_Connecticut
2003,9,0.459333333,20.29633333,3.311333333,Delaware,0.76,24.8,8.05,0.14,11.6,1.65,2003_9_Delaware
2003,9,0.507128205,25.05428205,3.283358974,Florida,0.75,27.25,10,0.02,17.44,0.63,2003_9_Florida
2003,9,0.561025641,21.65448718,2.389025641,Georgia,0.74,26.11,8.04,0.06,11.37,0.53,2003_9_Georgia
2003,9,0.628178571,12.27853571,2.656047619,Idaho,0.83,24.33,5.5,0.15,0.16,0.92,2003_9_Idaho
2003,9,0.567895833,18.32614583,2.7568125,Illinois,0.77,26.62,5.34,0.05,7.53,0.59,2003_9_Illinois
2003,9,0.562074074,17.95711111,2.504814815,Indiana,0.76,24.55,4.93,0.07,7.76,0.55,2003_9_Indiana
2003,9,0.552229167,17.071375,3.6210625,Iowa,0.77,25.19,8.39,0.02,7.55,0.61,2003_9_Iowa
2003,9,0.59084127,17.44509524,3.744,Kansas,0.78,25.48,7.85,0.02,5.9,0.7,2003_9_Kansas
2003,9,0.5501,18.75266667,2.4102,Kentucky,0.77,25.53,4.94,0.05,9.17,0.66,2003_9_Kentucky
2003,9,0.549166667,23.45979167,2.121916667,Louisiana,0.76,26.89,4.6,0.02,15.52,0.51,2003_9_Louisiana
2003,9,0.511694444,16.37041667,2.820166667,Maine,0.78,22.71,5.62,0.09,9.04,1.25,2003_9_Maine
2003,9,0.4735,20.666,3.4455,Maryland,0.77,25.85,10.23,0.07,10.92,1.27,2003_9_Maryland
2003,9,0.471111111,17.68022222,2.775555556,Massachusetts,0.76,22.6,6.36,0.08,10.4,1.37,2003_9_Massachusetts
2003,9,0.519577778,14.73696667,3.055133333,Michigan,0.77,23.55,6.62,0.1,3.78,0.64,2003_9_Michigan
2003,9,0.472493827,13.93381481,3.657592593,Minnesota,0.76,24.71,8.32,0.03,2.47,0.94,2003_9_Minnesota
2003,9,0.564615385,22.58402564,2.108358974,Mississippi,0.76,26.8,3.77,0.02,12.23,0.5,2003_9_Mississippi
2003,9,0.569438596,18.34566667,2.723561404,Missouri,0.78,25.4,6.74,0.02,9.18,0.5,2003_9_Missouri
2003,9,0.546320513,12.30492308,3.567448718,Montana,0.79,28.13,7.89,0.14,0.03,0.79,2003_9_Montana
2003,9,0.60815942,15.82149275,4.247304348,Nebraska,0.79,25.94,8.5,0.13,4.56,0.4,2003_9_Nebraska
2003,9,0.678123457,16.73493827,2.525567901,Nevada,0.82,27.91,5.75,0.21,7.34,0.76,2003_9_Nevada
2003,9,0.4875,16.46466667,2.679,New Hampshire,0.77,21.3,5,0.11,9.74,1.39,2003_9_New Hampshire
2003,9,0.442666667,18.56116667,3.173666667,New Jersey,0.77,23.51,7.96,0.06,10.15,1.41,2003_9_New Jersey
2003,9,0.635266667,16.87451111,3.092922222,New Mexico,0.81,23.83,6.48,0.21,7.59,0.72,2003_9_New Mexico
2003,9,0.494736842,16.17773684,2.884701754,New York,0.77,23.61,7.58,0.04,7.93,0.7,2003_9_New York
2003,9,0.533357143,20.82304762,3.155595238,North Carolina,0.77,26.27,13.49,0.02,9.34,0.69,2003_9_North Carolina
2003,9,0.521735632,13.84486207,4.325850575,North Dakota,0.77,25.93,8.33,0.03,3.01,1.22,2003_9_North Dakota
2003,9,0.539333333,16.75269444,2.699361111,Ohio,0.77,23.37,6.27,0.06,7.94,0.33,2003_9_Ohio
2003,9,0.541875,20.48747917,2.999104167,Oklahoma,0.78,26.35,7.21,0.05,10.28,0.86,2003_9_Oklahoma
2003,9,0.610747475,16.03440404,2.655080808,Oregon,0.8,26.55,5.9,0.17,5.68,1.05,2003_9_Oregon
2003,9,0.450969697,16.71348485,2.904757576,Pennsylvania,0.77,23.04,7.53,0.04,8.01,0.82,2003_9_Pennsylvania
2003,9,0.554666667,20.67822222,2.729518519,South Carolina,0.75,25.93,11.04,0.09,10.07,0.72,2003_9_South Carolina
2003,9,0.580527778,14.97845833,4.36575,South Dakota,0.77,26.04,8.81,0.07,4.48,1.26,2003_9_South Dakota
2003,9,0.56002381,19.48728571,2.259738095,Tennessee,0.76,26.12,4.41,0.02,8.73,0.8,2003_9_Tennessee
2003,9,0.541233333,21.31642381,2.76972381,Texas,0.77,27.25,7.27,0.02,9.84,0.47,2003_9_Texas
2003,9,0.640681159,15.85814493,2.575231884,Utah,0.83,24.38,6.4,0.2,4.1,0.76,2003_9_Utah
2003,9,0.509166667,16.44891667,2.830666667,Vermont,0.77,23.01,5.83,0.08,9.44,1.34,2003_9_Vermont
2003,9,0.487361111,19.05833333,2.878527778,Virginia,0.78,26.35,10.99,0.03,8.58,0.57,2003_9_Virginia
2003,9,0.563731183,13.18924731,2.591387097,Washington,0.78,27.42,6.13,0.14,2.07,1.12,2003_9_Washington
2003,9,0.484142857,16.7112381,2.71447619,West Virginia,0.76,23.09,5.75,0.1,8.59,0.64,2003_9_West Virginia
2003,9,0.513122807,15.29459649,3.197842105,Wisconsin,0.77,24.28,6.78,0.09,3.5,0.73,2003_9_Wisconsin
2003,9,0.599190476,12.06613095,3.287345238,Wyoming,0.83,23.97,6.46,0.09,0.27,0.78,2003_9_Wyoming
2004,1,0.492096774,6.725483871,2.750698925,Alabama,0.79,19.97,5.19,0.03,0.02,0.75,2004_1_Alabama
2004,1,0.344415804,22.16637993,3.875076572,Alaska,0.68,43.68,12.7,0.01,0,0.33,2004_1_Alaska
2004,1,0.590274791,4.467514934,2.624026284,Arizona,0.79,16.74,5.39,0.19,0,0.86,2004_1_Arizona
2004,1,0.465322581,5.876705069,3.016059908,Arkansas,0.76,19.42,6.09,0.02,0.02,0.87,2004_1_Arkansas
2004,1,0.528555718,5.846326979,2.948093842,California,0.8,20.89,9.54,0.08,0.01,0.78,2004_1_California
2004,1,0.580564516,5.785910138,3.248675115,Colorado,0.81,24.37,7.84,0.16,0.01,0.61,2004_1_Colorado
2004,1,0.491935484,10.21387097,3.460322581,Connecticut,0.77,19.62,5.88,0.14,0.19,1.56,2004_1_Connecticut
2004,1,0.467419355,6.738064516,4.112258065,Delaware,0.77,13.39,6.72,0.12,0.13,1.66,2004_1_Delaware
2004,1,0.577320099,14.68074442,3.934640199,Florida,0.8,22.29,10.06,0.07,2.3,0.74,2004_1_Florida
2004,1,0.512828784,7.184367246,3.038263027,Georgia,0.8,21.21,8.17,0.02,0.05,0.79,2004_1_Georgia
2004,1,0.481693548,9.306370968,3.02952765,Idaho,0.78,33.1,8.11,0.08,0.04,0.56,2004_1_Idaho
2004,1,0.451774194,8.40078629,3.794959677,Illinois,0.77,21.69,7.1,0.05,0.02,0.79,2004_1_Illinois
2004,1,0.446774194,7.618817204,3.576164875,Indiana,0.78,19.22,6.19,0.02,0.03,1.12,2004_1_Indiana
2004,1,0.477842742,11.03342742,4.270967742,Iowa,0.75,30.31,8.67,0.15,0.01,0.61,2004_1_Iowa
2004,1,0.521920123,5.102442396,3.964577573,Kansas,0.78,20.23,9.1,0.06,0.02,0.99,2004_1_Kansas
2004,1,0.441548387,5.069677419,3.228419355,Kentucky,0.75,17.31,5.74,0.05,0.02,1.22,2004_1_Kentucky
2004,1,0.463225806,9.126975806,2.803629032,Louisiana,0.78,20.63,5.9,0.03,0.05,0.86,2004_1_Louisiana
2004,1,0.504489247,14.93123656,3.858978495,Maine,0.75,31.18,9.1,0.15,0.05,1.36,2004_1_Maine
2004,1,0.454193548,6.076451613,4.306451613,Maryland,0.77,14.6,8.64,0.1,0.52,1.42,2004_1_Maryland
2004,1,0.509784946,10.70870968,5.106129032,Massachusetts,0.76,23.37,11.36,0.13,0.1,1.66,2004_1_Massachusetts
2004,1,0.436430108,15.28739785,3.187408602,Michigan,0.76,28.7,7.43,0.14,0.17,0.91,2004_1_Michigan
2004,1,0.501003584,19.07366786,3.159725209,Minnesota,0.73,38.93,7.75,0.21,1.78,0.92,2004_1_Minnesota
2004,1,0.49560794,7.054764268,2.763523573,Mississippi,0.79,20.17,5.8,0.04,0.01,0.84,2004_1_Mississippi
2004,1,0.463667233,6.305076401,3.320050934,Missouri,0.76,21.41,6.87,0.06,0.02,0.59,2004_1_Missouri
2004,1,0.438194789,10.9653598,3.989199752,Montana,0.73,38.51,9.43,0.03,0.01,1.02,2004_1_Montana
2004,1,0.501500701,6.968948107,4.492720898,Nebraska,0.74,26.21,10.27,0.13,0,1.22,2004_1_Nebraska
2004,1,0.576367981,3.991099164,2.90432497,Nevada,0.8,18.88,8.78,0.19,0,0.64,2004_1_Nevada
2004,1,0.527580645,14.53612903,3.882741935,New Hampshire,0.76,28.85,7.37,0.24,0.15,1.3,2004_1_New Hampshire
