,Year,Month,Net generation other renewables (total)  (thousand megawatthours),Average retail price of electricity (cents per KWH),Retail sales of electricity (million kilowatthours),Revenue from retail sales of electricity total(million dollars),Revenue from retail sales of electricity residential (million dollars),Total consumption coal (thousand tons),Total consumption petroleum liquid (thousand barrels),Total consumption  natural gas (thousand Mcf),unqid,kt_avg,T2M_avg,WS10M_avg,State,kt_max,T2M_max,WS10M_max,kt_min,T2M_min,WS10M_min,"for wind , Power = 1.93 * V^3 * R^2 * Cp , in watts","for solar , 1367 * kt * r ^ 2 * efficiency",total_renewable_policy_count,Wind_policy_count,Solar_photovoltaic_policy_count
4515,2016,11,204.95589,11.06,376.34769,98.15168,41.61643,883.305,null,null,2016_11_Montana,0.543923077,4.680134615,3.929307692,Montana,0.73,14.08,11.92,0.09,0.02,0.76,,,48,13,14
4516,2016,10,153.92958,11.35,336.45071,96.76162,38.18759,906.855,null,null,2016_10_Montana,0.431751034,6.317717122,3.888629032,Montana,0.77,20.56,11.95,0.06,0,0.64,,,48,13,14
4517,2016,9,168.29084,11.62,328.67636,97.3203,38.19514,956.146,null,617.996,2016_9_Montana,0.513403846,12.60326282,3.767416667,Montana,0.77,27.4,8.71,0.05,0.58,0.96,,,48,13,14
4518,2016,8,113.43279,11.5,390.22739,110.07916,44.86894,981.576,3.53,1051.481,2016_8_Montana,0.610359801,18.79301489,3.476519851,Montana,0.78,28.72,10.74,0.09,6.77,0.98,,,48,13,14
4519,2016,7,126.06921,11.6,375.58404,107.27181,43.5693,945.407,5.505,884.591,2016_7_Montana,0.602897022,19.52639744,3.3932134,Montana,0.78,31.63,11.37,0.08,5.1,0.85,,,48,13,14
4520,2016,6,150.92186,11.59,349.83973,102.32628,40.54847,565.549,5.705,670.483,2016_6_Montana,0.625134615,17.75642949,3.854025641,Montana,0.79,28.64,10.43,0.1,5.16,0.88,,,48,13,14
4521,2016,5,142.98576,11.42,320.56486,93.10793,36.59603,328.238,7.266,null,2016_5_Montana,0.526619107,10.97970223,3.893380893,Montana,0.78,22.28,13.5,0.08,0.02,0.88,,,48,13,14
4522,2016,4,167.35835,11.03,368.24969,95.51768,40.62705,579.167,2.256,null,2016_4_Montana,0.529967949,6.943057692,4.311070513,Montana,0.8,19.55,13.06,0.05,0,0.85,,,48,13,14
4523,2016,3,222.5673,10.92,406.81771,100.81759,44.42675,658.705,1.574,552.748,2016_3_Montana,0.556885856,3.587580645,4.420235732,Montana,0.79,12.67,10.11,0.13,0.01,0.97,,,48,13,14
4524,2016,2,259.0061,10.51,463.09635,106.04619,48.67833,801.432,null,577.556,2016_2_Montana,0.59492624,3.11561008,4.891332891,Montana,0.8,14.8,13.77,0.07,0,0.97,,,48,13,14
4525,2016,1,198.34009,10.19,565.56587,116.72998,57.61181,935.593,3.535,636.318,2016_1_Montana,0.454974773,5.988145161,3.927580645,Montana,0.74,26.07,10.31,0.11,0,0.83,,,48,13,14
4526,2015,12,209.17093,10.35,535.68509,114.4611,55.44828,882.866,3.99,788.583,2015_12_Montana,0.393009198,6.123864764,4.032016129,Montana,0.72,19.24,10.57,0.05,0,0.73,,,48,13,14
4527,2015,11,210.58133,10.79,385.46017,101.34846,41.57325,929.066,1.363,591.192,2015_11_Montana,0.488423077,4.264044872,4.219403846,Montana,0.73,15.29,14.6,0.06,0,0.73,,,48,13,14
4528,2015,10,167.46773,11.19,316.365,94.32689,35.40722,937.74,2.068,514.15,2015_10_Montana,0.539491315,8.548064516,3.822437965,Montana,0.76,21.66,12.32,0.09,0.11,0.85,,,48,13,14
4529,2015,9,143.29751,11.35,332.04731,96.95686,37.68766,933.067,1.386,59.049,2015_9_Montana,0.58922038,14.21567949,3.546012821,Montana,0.76,27.03,8.64,0.07,2.92,0.92,,,48,13,14
4530,2015,8,118.42005,11.22,375.52486,108.13956,42.13231,962.093,2.578,683.377,2015_8_Montana,0.589100496,19.28317618,3.343424318,Montana,0.79,31.24,11.05,0.07,6.59,0.89,,,48,13,14
4531,2015,7,134.15581,11.34,395.44717,113.19975,44.85624,941.206,2.79,356.48,2015_7_Montana,0.578194789,19.71419355,3.461643921,Montana,0.78,28.36,13.28,0.05,6,0.81,,,48,13,14
4532,2015,6,83.40147,11.5,337.11725,104.4924,38.77401,882.909,4.726,454.313,2015_6_Montana,0.603588196,18.23719872,3.067544872,Montana,0.79,28.67,7.11,0.17,8.05,0.89,,,48,13,14
4533,2015,5,102.97056,11.18,326.20431,95.03467,36.47082,681.556,3.942,496.164,2015_5_Montana,0.518480149,10.08055831,3.604466501,Montana,0.79,19.81,9.61,0.08,0.18,0.81,,,48,13,14
4534,2015,4,148.32591,10.85,365.80894,98.38879,39.67314,698.727,2.272,79.315,2015_4_Montana,0.591467949,5.880544872,4.098544872,Montana,0.79,18,11.23,0.08,0.01,0.84,,,48,13,14
4535,2015,3,239.54469,10.57,425.15137,102.51992,44.91866,759.387,4.755,1179.567,2015_3_Montana,0.583919355,5.610508685,4.632047146,Montana,0.8,22.06,10.96,0.07,0.01,1,,,48,13,14
4536,2015,2,168.97585,10.26,455.31873,106.22333,46.70682,655.925,1.17,784.355,2015_2_Montana,0.54827381,5.468770604,4.261483516,Montana,0.79,22.22,10.67,0.13,0,0.84,,,48,13,14
4537,2015,1,259.69501,10.67,575.08282,129.19477,61.35596,1012.766,1.042,571.475,2015_1_Montana,0.477149297,6.787251861,4.602413151,Montana,0.75,29.36,11.74,0.05,0,0.75,,,48,13,14
4538,2014,12,209.08353,9.67,535.00533,109.7831,51.72666,958.742,5.459,361.327,2014_12_Montana,0.425701406,5.917406948,3.98264268,Montana,0.71,26.78,11.07,0.09,0,0.71,,,48,13,14
4539,2014,11,238.34421,10.25,398.1736,98.82427,40.80459,983.029,2.326,663.005,2014_11_Montana,0.411893236,6.945615385,4.544878205,Montana,0.74,23.61,10.34,0.04,0,0.7,,,48,13,14
4540,2014,10,202.83512,10.72,326.31672,94.91214,34.97585,990.308,3.826,361.13,2014_10_Montana,0.547419355,8.192704715,4.318554591,Montana,0.76,15.93,10.45,0.09,0.02,0.79,,,48,13,14
4541,2014,9,109.10426,10.91,328.63274,97.04928,35.86124,1020.113,2.939,136.544,2014_9_Montana,0.563128205,12.6493141,3.497596154,Montana,0.79,23.84,7.98,0.09,0.14,0.82,,,48,13,14
4542,2014,8,102.57596,10.82,380.23289,104.25812,41.13872,1065.13,4.115,529.975,2014_8_Montana,0.549516129,18.62742556,3.074683623,Montana,0.75,28.38,11.05,0.04,5.54,0.88,,,48,13,14
4543,2014,7,101.14244,10.74,353.42266,99.92743,37.95233,937.929,12.34,189.653,2014_7_Montana,0.646805211,20.5651799,3.368560794,Montana,0.78,28.08,9.57,0.18,9.14,0.88,,,48,13,14
4544,2014,6,127.43576,10.6,314.8989,89.93121,33.38398,544.654,0.09,373.843,2014_6_Montana,0.509237179,13.83383974,3.695621795,Montana,0.77,22.94,11.16,0.06,3.22,0.81,,,48,13,14
4545,2014,5,98.84677,10.2,339.9372,89.65025,34.68925,492.379,4.615,125.853,2014_5_Montana,0.536972705,10.44256824,3.406656328,Montana,0.79,24.04,9.04,0.11,0.02,0.85,,,48,13,14
4546,2014,4,189.02795,9.89,393.84648,94.55254,38.96624,645.188,6.83,771.432,2014_4_Montana,0.539736295,4.737865385,4.584589744,Montana,0.79,14.25,10.77,0.06,0.01,0.74,,,48,13,14
4547,2014,3,174.81665,9.82,506.1533,108.13923,49.72512,779.837,4.146,985.463,2014_3_Montana,0.461770172,4.609875931,4.303424318,Montana,0.79,28.63,10.18,0.09,0,1.04,,,48,13,14
4548,2014,2,173.37772,9.74,510.223,106.12593,49.68937,875.201,6.683,704.967,2014_2_Montana,0.488391448,10.040625,4.605,Montana,0.78,28.91,11.97,0.1,0.03,1.01,,,48,13,14
4549,2014,1,260.21273,9.8,582.40019,117.87176,57.04848,887.035,4.381,458.909,2014_1_Montana,0.494280568,6.538914392,5.309875931,Montana,0.76,32.68,12.93,0.06,0,0.66,,,48,13,14
4550,2013,12,260.97397,9.94,549.63775,114.00044,54.63826,749.892,1.502,918.188,2013_12_Montana,0.326259327,9.576066998,4.600700993,Montana,0.7,32.52,10.94,0.05,0,0.9,,,48,13,14
4551,2013,11,198.49289,10.23,413.2526,99.97665,42.29145,702.56,3.458,564.568,2013_11_Montana,0.512309461,3.247262821,3.975070513,Montana,0.73,15.38,10.23,0.08,0,0.61,,,48,13,14
4552,2013,10,128.91546,10.65,350.45156,95.81529,37.31671,742.608,3.181,191.09,2013_10_Montana,0.51624359,4.699094293,3.923784119,Montana,0.75,14.55,10.49,0.07,0,0.71,,,48,13,14
4553,2013,9,85.30332,11.02,328.71306,91.42007,36.22059,724.679,1.263,301.403,2013_9_Montana,0.529948718,15.26235897,3.654551282,Montana,0.77,29.32,10.62,0.06,0.07,0.87,,,48,13,14
4554,2013,8,57.26057,10.88,401.18253,110.70078,43.65131,755.246,5.89,499.008,2013_8_Montana,0.623970223,20.51704715,2.986619107,Montana,0.78,28.79,7.82,0.12,9.11,0.89,,,48,13,14
4555,2013,7,87.96538,10.98,376.0098,104.05687,41.27612,716.74,0.754,1198.912,2013_7_Montana,0.650496278,20.43675558,3.262295285,Montana,0.79,28.65,7.51,0.05,11.29,0.82,,,48,13,14
4556,2013,6,109.50621,11,308.54551,92.71236,33.94833,579.159,8.971,682.764,2013_6_Montana,0.570679487,15.31364744,3.649371795,Montana,0.79,24.85,11.31,0.07,3.57,0.81,,,48,13,14
4557,2013,5,132.40369,10.4,341.28783,90.01339,35.51067,621.805,2.787,196.162,2013_5_Montana,0.528722084,11.18594293,3.899900744,Montana,0.78,23.83,12.2,0.08,0.12,0.85,,,48,13,14
4558,2013,4,163.81832,10.11,390.22745,94.2248,39.44282,909.066,0.691,807.572,2013_4_Montana,0.505350133,4.569826923,4.391897436,Montana,0.79,16.59,10.68,0.09,0,1.12,,,48,13,14
4559,2013,3,139.63069,10,435.60934,98.00451,43.57497,1047.082,2.59,484.194,2013_3_Montana,0.519531117,4.002878412,4.205328784,Montana,0.8,13.98,13.19,0.04,0,0.75,,,48,13,14
4560,2013,2,189.0479,9.82,472.74649,101.63809,46.41391,964.678,2.549,637.027,2013_2_Montana,0.550278032,4.037211538,4.557273352,Montana,0.79,19.69,9.81,0.09,0,1.03,,,48,13,14
4561,2013,1,206.44314,9.77,558.80709,112.08893,54.58806,1048.649,0.311,792.029,2013_1_Montana,0.440170553,7.631122829,4.69926799,Montana,0.74,27.62,12.19,0.06,0,0.74,,,48,13,14
4562,2012,12,163.88061,9.89,491.75398,105.98199,48.6484,962.072,1.946,316.004,2012_12_Montana,0.438120847,6.861569479,3.854057072,Montana,0.74,23.61,9.63,0.13,0.02,0.79,,,48,13,14
4563,2012,11,126.68944,10.04,391.77507,92.02263,39.34936,1026.542,0.962,303.366,2012_11_Montana,0.427882673,4.3255,3.889923077,Montana,0.74,18.82,9.22,0.12,0.02,0.6,,,48,13,14
4564,2012,10,120.52273,10.54,316.41371,88.5259,33.34401,1033.276,2.514,420.519,2012_10_Montana,0.455192308,5.999851117,4.095601737,Montana,0.74,19.19,14.03,0.15,0.04,0.86,,,48,13,14
4565,2012,9,53.7619,10.74,318.12436,90.03641,34.16218,963.119,2.775,527.757,2012_9_Montana,0.631429487,16.17229487,3.220705128,Montana,0.75,28.46,8.52,0.25,4.87,0.69,,,48,13,14
4566,2012,8,57.5166,10.52,415.62705,107.37243,43.73613,944.852,3.295,702.93,2012_8_Montana,0.633169975,21.17042804,3.179261787,Montana,0.75,31.8,8.75,0.16,8.41,0.78,,,48,13,14
4567,2012,7,57.21286,10.6,386.24933,100.17109,40.95204,555.189,5.674,639.223,2012_7_Montana,0.607667494,22.83621588,3.311004963,Montana,0.76,33.35,9.35,0.17,8.59,0.75,,,48,13,14
4568,2012,6,109.85435,10.43,331.09312,87.09581,34.52065,323.075,5.479,526.285,2012_6_Montana,0.557641026,16.39762821,4.311403846,Montana,0.79,32,11.22,0.14,0.35,0.93,,,48,13,14
4569,2012,5,98.16665,10.13,326.33663,83.53839,33.07052,228.346,6.076,435.012,2012_5_Montana,0.533382548,10.5680335,3.929280397,Montana,0.82,23.69,11.06,0.12,0.02,0.77,,,48,13,14
4570,2012,4,93.7176,9.86,365.87578,87.69536,36.06309,387.47,0.018,369.216,2012_4_Montana,0.541647436,7.406878205,4.300794872,Montana,0.81,22.77,12.26,0.12,0,1.19,,,48,13,14
4571,2012,3,130.47317,9.7,434.31538,93.86983,42.14032,662.599,0.979,383.639,2012_3_Montana,0.553839209,5.131830025,4.961513648,Montana,0.82,17.53,10.52,0.14,0,1.15,,,48,13,14
4572,2012,2,86.50972,9.59,480.1304,101.34747,46.02296,967.176,0.92,374.01,2012_2_Montana,0.580136889,4.67255305,3.715046419,Montana,0.82,17.27,9.55,0.19,0.02,0.63,,,48,13,14
4573,2012,1,163.44541,9.57,520.67022,105.7633,49.80477,1003.34,1.64,371.622,2012_1_Montana,0.525574648,5.534423077,5.089491315,Montana,0.79,25.32,11.88,0.15,0,0.67,,,48,13,14
4574,2011,12,164.25371,9.58,515.11874,104.19482,49.33523,1045.028,2.63,339.595,2011_12_Montana,0.512351117,4.986780397,4.694950372,Montana,0.77,20.08,10.65,0.13,0,0.76,,,48,13,14
4575,2011,11,138.33415,9.8,384.65262,90.55025,37.71065,1023.865,3.011,873.797,2011_11_Montana,0.478728338,3.228551282,4.542435897,Montana,0.76,18.2,11.39,0.12,0.01,1.07,,,48,13,14
4576,2011,10,113.00561,10.26,317.02132,90.10408,32.51879,1087.602,1.459,146.15,2011_10_Montana,0.510856079,7.738008685,3.857766749,Montana,0.71,24.28,10.21,0.15,0,0.67,,,48,13,14
4577,2011,9,73.26541,10.44,328.86635,87.22196,34.32751,997.569,3.913,248.303,2011_9_Montana,0.62424359,15.95188462,3.414576923,Montana,0.76,25.02,8.39,0.12,4.82,0.76,,,48,13,14
4578,2011,8,59.09495,10.34,376.17364,99.00393,38.89656,990.823,4.432,745.082,2011_8_Montana,0.6217866,20.36122208,3.031879653,Montana,0.76,28.1,7.3,0.13,9.01,0.77,,,48,13,14
4579,2011,7,76.16857,10.39,363.81139,96.06443,37.81407,740.393,5.824,925.551,2011_7_Montana,0.640062035,19.64532878,3.243889578,Montana,0.76,32.97,8.94,0.21,8.32,0.76,,,48,13,14
4580,2011,6,83.77288,10.15,315.68215,83.50629,32.04927,335.006,6.711,10.991,2011_6_Montana,0.522365385,13.79266667,3.619301282,Montana,0.75,27.66,9.51,0.08,0.36,0.94,,,48,13,14
4581,2011,5,102.45089,9.77,358.81774,86.32196,35.05041,433.083,1.655,384.944,2011_5_Montana,0.459646402,8.307990074,4.145564516,Montana,0.75,16.02,10.31,0.1,0,0.93,,,48,13,14
4582,2011,4,112.15323,9.5,391.69433,89.21265,37.20805,445.774,2.179,611.311,2011_4_Montana,0.508269894,3.666730769,4.208794872,Montana,0.84,12.6,11.73,0.14,0,0.91,,,48,13,14
4583,2011,3,84.27996,9.35,488.97914,98.71321,45.70674,869.486,2.102,180.03,2011_3_Montana,0.46391459,4.097413151,3.990614144,Montana,0.81,22.36,9.49,0.16,0,0.85,,,48,13,14
4584,2011,2,108.45474,9.33,490.64694,100.30838,45.75602,827.01,1.269,195.337,2011_2_Montana,0.462709762,9.313715659,4.658804945,Montana,0.8,30.05,11.95,0.15,0,0.85,,,48,13,14
4585,2011,1,149.93352,9.08,581.64566,109.9818,52.79221,962.15,4.567,19.681,2011_1_Montana,0.414403704,8.236693548,4.389906948,Montana,0.78,27.65,10.81,0.05,0.01,0.63,,,48,13,14
4586,2010,12,88.24624,8.95,535.03179,102.85112,47.89035,979.402,3.97,396.35,2010_12_Montana,0.404028935,8.051284119,3.423604218,Montana,0.74,26,9.86,0.12,0.01,0.59,,,48,13,14
4587,2010,11,108.95332,9.39,385.65355,90.09452,36.2231,1026.651,1.892,27.914,2010_11_Montana,0.403976348,7.654487179,3.856942308,Montana,0.7,27.29,11.53,0.09,0,0.67,,,48,13,14
4588,2010,10,89.42654,9.69,310.78335,83.45423,30.12668,1059.002,3.189,91.026,2010_10_Montana,0.546941687,8.860533499,3.509230769,Montana,0.73,21.63,13.15,0.14,0.01,0.65,,,48,13,14
4589,2010,9,68.45493,9.79,321.85208,87.86928,31.49381,1081.275,0.019,48.639,2010_9_Montana,0.522942308,12.77292949,3.539397436,Montana,0.74,22.74,8.97,0.14,1.48,0.75,,,48,13,14
4590,2010,8,68.5338,9.9,365.13807,96.29479,36.15073,1094.498,4.096,7.043,2010_8_Montana,0.592102978,18.65977047,3.297934243,Montana,0.75,29.91,7.87,0.1,4.74,0.94,,,48,13,14
4591,2010,7,70.85119,9.74,344.77382,89.47329,33.56461,1033.363,0.189,25.254,2010_7_Montana,0.597915633,19.15908189,3.189851117,Montana,0.75,29.5,9.91,0.19,5.62,0.75,,,48,13,14
4592,2010,6,76.95327,9.42,316.23488,80.66461,29.78241,569.724,4.631,72.978,2010_6_Montana,0.530480769,14.62955128,3.237839744,Montana,0.75,29.09,10.26,0.14,0.87,0.27,,,48,13,14
4593,2010,5,92.33908,9.16,346.09259,83.8818,31.71281,977.666,2.873,23.704,2010_5_Montana,0.479460298,8.402264268,4.106476427,Montana,0.74,22.59,13.53,0.13,0.01,0.89,,,48,13,14
4594,2010,4,111.57223,8.88,367.63713,82.28966,32.6458,999.859,2.807,7.849,2010_4_Montana,0.548940318,6.110916667,4.566807692,Montana,0.82,15.88,11.46,0.12,0,0.62,,,48,13,14
4595,2010,3,100.1129,8.83,418.05277,87.62074,36.89718,1102.318,1.604,2.555,2010_3_Montana,0.607122315,3.64924938,3.543120347,Montana,0.82,12.58,8.94,0.18,0.01,0.47,,,48,13,14
4596,2010,2,62.20025,8.62,456.90489,90.86524,39.36917,975.693,1.849,0.468,2010_2_Montana,0.49726979,5.430364011,2.730590659,Montana,0.81,21.75,7.13,0.22,0.03,0.54,,,48,13,14
4597,2010,1,89.51359,8.45,574.63909,103.89236,48.56293,1105.755,4.101,0.806,2010_1_Montana,0.487576809,7.3017866,3.299497519,Montana,0.77,27.88,12.62,0.1,0,0.35,,,48,13,14
4598,2009,12,92.5408,8.67,517.80562,99.95091,44.91582,1096.262,2.961,55.297,2009_12_Montana,0.416521299,10.92111663,3.431048387,Montana,0.76,29.68,10.1,0.12,0.02,0.36,,,48,13,14
4599,2009,11,140.36369,8.87,393.0787,84.09409,34.84975,1058.377,1.546,50.924,2009_11_Montana,0.543602564,2.674602564,4.182628205,Montana,0.76,13.17,10.7,0.15,0,0.88,,,48,13,14
4600,2009,10,85.19531,9.15,348.62734,87.27401,31.91236,753.453,6.459,68.616,2009_10_Montana,0.426985112,3.987382134,4.032772953,Montana,0.71,16.79,11.58,0.13,0.02,0.65,,,48,13,14
4601,2009,9,58.76691,9.38,320.98446,84.91409,30.12159,761.999,0.719,102.309,2009_9_Montana,0.623102564,16.52917949,3.702570513,Montana,0.75,28.66,10.86,0.15,0.03,0.7,,,48,13,14
4602,2009,8,29.71854,9.28,343.83925,90.56286,31.9194,800.137,0.798,43.25,2009_8_Montana,0.584751861,17.98343672,3.183573201,Montana,0.74,28.34,7.83,0.17,5.26,0.31,,,48,13,14
4603,2009,7,44.66134,9.58,335.40125,89.23991,32.12568,753.228,2.654,57.89,2009_7_Montana,0.584919355,19.06509926,3.025031017,Montana,0.75,29.62,8.51,0.11,7.01,0.7,,,48,13,14
4604,2009,6,48.39682,9.49,310.94373,84.29645,29.50885,441.156,5.716,76.6,2009_6_Montana,0.544192308,14.80385256,3.234333333,Montana,0.76,27.51,7.56,0.15,0.74,0.66,,,48,13,14
4605,2009,5,63.60332,9.04,330.36369,80.41436,29.85812,605.815,0.722,11.428,2009_5_Montana,0.568585608,10.82687965,3.800638958,Montana,0.77,24.26,9.03,0.21,0.04,0.77,,,48,13,14
4606,2009,4,83.63239,8.73,391.46838,85.72369,34.15779,673.237,2.362,29.186,2009_4_Montana,0.536849027,5.005801282,3.706346154,Montana,0.84,18.01,10.09,0.15,0,0.66,,,48,13,14
4607,2009,3,90.99326,8.71,446.42153,93.7018,38.86843,1055.88,2.281,41.017,2009_3_Montana,0.536216031,5.226315136,3.957562035,Montana,0.8,27.12,11.54,0.12,0,0.54,,,48,13,14
4608,2009,2,64.77693,8.6,465.28535,96.12887,40.02547,1014.449,1.141,60.472,2009_2_Montana,0.605423985,5.562019231,3.526833791,Montana,0.82,20.35,9.42,0.17,0,0.63,,,48,13,14
4609,2009,1,112.91661,8.51,586.18171,111.05032,49.87655,1137.229,1.635,59.19,2009_1_Montana,0.505301673,8.376308933,4.860880893,Montana,0.8,27.94,12.92,0.07,0,0.37,,,48,13,14
4610,2008,12,78.03027,8.69,493.06804,103.85359,42.85535,1115.683,3.911,54.372,2008_12_Montana,0.369781559,10.89736973,4.369088089,Montana,0.75,33.02,10.01,0.09,0,0.76,,,48,13,14
4611,2008,11,72.2015,8.98,364.74431,89.99857,32.7621,1073.21,1.27,30.48,2008_11_Montana,0.512871353,2.96225641,4.103737179,Montana,0.74,14.48,10.73,0.14,0,0.77,,,48,13,14
4612,2008,10,62.04127,9.36,309.93344,91.37974,29.01235,1082.913,2.325,34.513,2008_10_Montana,0.526879653,6.694385856,3.866315136,Montana,1.09,20.73,10.74,0.07,0,0.63,,,48,13,14
4613,2008,9,37.00213,9.78,311.9278,96.68345,30.51317,946.552,7.371,68.612,2008_9_Montana,0.573775641,12.76285256,2.920205128,Montana,0.76,23.88,8.1,0.15,2.35,0.46,,,48,13,14
4614,2008,8,40.90877,9.89,363.11262,108.496,35.91395,1045.898,3.152,33.279,2008_8_Montana,0.60060794,19.73824442,3.606445409,Montana,0.75,31.48,9.5,0.12,4.87,0.73,,,48,13,14
4615,2008,7,37.84742,9.96,347.97402,103.64335,34.66994,991.478,3.051,26.886,2008_7_Montana,0.622444169,20.75401985,3.381712159,Montana,0.76,31.51,9.8,0.19,9.35,0.75,,,48,13,14
4616,2008,6,45.04681,9.72,311.26305,91.24266,30.25189,655.677,5.868,47.51,2008_6_Montana,0.551870027,14.98171154,3.645282051,Montana,0.74,28.73,10.5,0.14,0.02,0.87,,,48,13,14
4617,2008,5,54.90521,9.37,348.76771,93.75467,32.69504,818.345,5.895,45.577,2008_5_Montana,0.476661911,10.37253722,3.965254342,Montana,0.76,23.71,12.17,0.1,0,0.66,,,48,13,14
4618,2008,4,55.14571,8.9,376.25961,95.00476,33.47009,1001.567,3.625,43.032,2008_4_Montana,0.564959991,4.957692308,3.995910256,Montana,0.83,18.34,9.53,0.18,0,0.77,,,48,13,14
4619,2008,3,65.60246,8.8,421.30298,98.32184,37.09006,1150.317,0.748,26.344,2008_3_Montana,0.607626964,3.280508685,4.109919355,Montana,0.82,14.36,11.43,0.18,0,0.68,,,48,13,14
4620,2008,2,76.1735,8.51,479.86116,101.51303,40.83789,1062.311,0.62,37.663,2008_2_Montana,0.605401369,5.89045756,3.951823607,Montana,0.81,26.8,9.81,0.18,0.01,0.46,,,48,13,14
4621,2008,1,79.19091,8.53,541.25226,108.90933,46.14591,1067.616,2.509,65.166,2008_1_Montana,0.49493383,8.317667494,4.384491315,Montana,0.79,32.25,11.38,0.16,0.02,0.86,,,48,13,14
4622,2007,12,77.41334,8.61,483.63324,103.10316,41.65992,1067.487,3.079,79.053,2007_12_Montana,0.49997038,7.908939206,4.261315136,Montana,0.75,21.41,10.84,0.11,0.02,1.06,,,48,13,14
4623,2007,11,45.99218,8.42,352.51862,85.90883,29.69104,1060.809,1.28,73.417,2007_11_Montana,0.464834218,4.634916667,4.899801282,Montana,0.72,20.98,13.48,0.15,0.01,1.06,,,48,13,14
4624,2007,10,53.05856,9.13,317.86778,88.6631,29.03606,1030.939,3.799,87.377,2007_10_Montana,0.526135236,6.014379653,4.086203474,Montana,0.73,16.91,8.23,0.12,0,0.67,,,48,13,14
4625,2007,9,45.14281,9.2,294.71873,87.45345,27.11063,1099.505,1.03,101.78,2007_9_Montana,0.558589302,12.72183974,3.603852564,Montana,0.74,26.91,7.09,0.14,1.13,0.93,,,48,13,14
4626,2007,8,37.81614,9.12,400.25283,103.47591,36.50937,1008.574,2.394,117.866,2007_8_Montana,0.615983871,19.25683623,3.497400744,Montana,0.75,27.12,7.95,0.04,7.86,1.25,,,48,13,14
4627,2007,7,28.83236,9.4,362.98463,100.73783,34.11061,1097.373,1.283,119.064,2007_7_Montana,0.646042184,23.38450993,3.162698511,Montana,0.76,31.74,8.16,0.22,13.22,0.99,,,48,13,14
4628,2007,6,33.26342,9.44,294.52196,87.86172,27.81,900.34,4.428,98.535,2007_6_Montana,0.559647436,16.8484359,3.790442308,Montana,0.81,26.59,8.46,0.12,4.34,1.07,,,48,13,14
4629,2007,5,43.70839,8.92,319.1893,83.0289,28.4603,725.238,1.635,82.796,2007_5_Montana,0.513318859,12.2866129,3.924609181,Montana,0.8,23.44,9.42,0.1,0.18,0.77,,,48,13,14
4630,2007,4,44.09748,8.77,340.02895,84.74519,29.8282,880.401,4.798,57.539,2007_4_Montana,0.510698718,6.268070513,3.492820513,Montana,0.82,19.22,9.59,0.15,0.01,0.63,,,48,13,14
4631,2007,3,63.17371,8.56,406.4203,89.79506,34.77236,996.702,3.72,48.858,2007_3_Montana,0.511718362,4.579261787,4.776687345,Montana,0.82,16.26,11.49,0.11,0,1.1,,,48,13,14
4632,2007,2,52.73799,8.21,431.06595,90.13145,35.37558,991.911,5.002,60.212,2007_2_Montana,0.480377747,7.486524725,4.220432692,Montana,0.78,24.59,10.74,0.19,0.01,0.58,,,48,13,14
4633,2007,1,81.48436,8.19,538.3417,102.60239,44.07693,1069.646,3.709,73.476,2007_1_Montana,0.501724566,7.844032258,5.361532258,Montana,0.78,28.5,11.65,0.22,0,1.05,,,48,13,14
4634,2006,12,64.17798,8.23,467.24418,87.3571,38.43799,1055.57249,5.09389,43.62767,2006_12_Montana,0.476861042,5.550514888,4.988008685,Montana,0.76,24.06,11.4,0.17,0.01,0.87,,,48,13,14
4635,2006,11,54.02317,8.45,365.70912,78.25174,30.91391,1065.31369,0.73702,44.40159,2006_11_Montana,0.443705128,5.512179487,4.761653846,Montana,0.74,32.37,9.91,0.16,0,0.99,,,48,13,14
4636,2006,10,29.70009,8.83,309.24083,76.53885,27.30059,928.6184,7.43527,68.17602,2006_10_Montana,0.480502481,5.10396402,3.720496278,Montana,0.76,17.45,7.56,0.11,0,0.98,,,48,13,14
4637,2006,9,42.38917,8.83,291.07331,77.17595,25.69988,856.64517,2.77994,59.0169,2006_9_Montana,0.548871795,12.07039744,3.527762821,Montana,0.81,22.25,10.17,0.14,1.39,0.64,,,48,13,14
4638,2006,8,32.61529,8.41,371.41419,87.44277,31.24005,1159.16327,1.43601,101.27428,2006_8_Montana,0.605254342,19.02704715,3.008101737,Montana,0.81,29.04,7.24,0.17,6.09,0.95,,,48,13,14
4639,2006,7,33.53968,8.45,348.15757,81.33945,29.40307,1032.34686,4.44299,113.64988,2006_7_Montana,0.644516129,22.92021092,3.337016129,Montana,0.81,31.34,7.11,0.25,11.74,0.77,,,48,13,14
4640,2006,6,36.23094,8.46,301.26862,74.24653,25.4861,611.15951,8.72919,67.92953,2006_6_Montana,0.574634615,17.36194872,3.828153846,Montana,0.81,29.96,9.4,0.1,6.08,0.82,,,48,13,14
4641,2006,5,41.39015,8.25,300.52694,68.92745,24.78506,723.13653,1.09114,10.82358,2006_5_Montana,0.556848635,12.66227047,3.74369727,Montana,0.82,25.06,8.37,0.1,0.11,1.04,,,48,13,14
4642,2006,4,45.76923,7.99,338.1372,69.97511,27.02376,890.12145,2.01975,8.21778,2006_4_Montana,0.509724359,6.8115,3.804083333,Montana,0.83,17.28,10.92,0.1,0,0.83,,,48,13,14
