Category,State,Year,Month,Value(thousand megawatthours),state_year_month
Net generation small-scale solar photovoltaic , Alabama ,2017,7,0, Alabama 20177
Net generation small-scale solar photovoltaic , Alabama ,2017,6,0, Alabama 20176
Net generation small-scale solar photovoltaic , Alabama ,2017,5,0, Alabama 20175
Net generation small-scale solar photovoltaic , Alabama ,2017,4,0, Alabama 20174
Net generation small-scale solar photovoltaic , Alabama ,2017,3,0, Alabama 20173
Net generation small-scale solar photovoltaic , Alabama ,2017,2,0, Alabama 20172
Net generation small-scale solar photovoltaic , Alabama ,2017,1,0, Alabama 20171
Net generation small-scale solar photovoltaic , Alabama ,2016,12,0.03337, Alabama 201612
Net generation small-scale solar photovoltaic , Alabama ,2016,11,0.03713, Alabama 201611
Net generation small-scale solar photovoltaic , Alabama ,2016,10,0.04266, Alabama 201610
Net generation small-scale solar photovoltaic , Alabama ,2016,9,0.0441, Alabama 20169
Net generation small-scale solar photovoltaic , Alabama ,2016,8,0.04971, Alabama 20168
Net generation small-scale solar photovoltaic , Alabama ,2016,7,0.04935, Alabama 20167
Net generation small-scale solar photovoltaic , Alabama ,2016,6,0.0484, Alabama 20166
Net generation small-scale solar photovoltaic , Alabama ,2016,5,0.05024, Alabama 20165
Net generation small-scale solar photovoltaic , Alabama ,2016,4,0.04647, Alabama 20164
Net generation small-scale solar photovoltaic , Alabama ,2016,3,0.04135, Alabama 20163
Net generation small-scale solar photovoltaic , Alabama ,2016,2,0.03274, Alabama 20162
Net generation small-scale solar photovoltaic , Alabama ,2016,1,0.03031, Alabama 20161
Net generation small-scale solar photovoltaic , Alabama ,2015,12,0.03138, Alabama 201512
Net generation small-scale solar photovoltaic , Alabama ,2015,11,0.0333, Alabama 201511
Net generation small-scale solar photovoltaic , Alabama ,2015,10,0.0382, Alabama 201510
Net generation small-scale solar photovoltaic , Alabama ,2015,9,0.03918, Alabama 20159
Net generation small-scale solar photovoltaic , Alabama ,2015,8,0.04504, Alabama 20158
Net generation small-scale solar photovoltaic , Alabama ,2015,7,0.04249, Alabama 20157
Net generation small-scale solar photovoltaic , Alabama ,2015,6,0.0458, Alabama 20156
Net generation small-scale solar photovoltaic , Alabama ,2015,5,0.04757, Alabama 20155
Net generation small-scale solar photovoltaic , Alabama ,2015,4,0.04441, Alabama 20154
Net generation small-scale solar photovoltaic , Alabama ,2015,3,0.04005, Alabama 20153
Net generation small-scale solar photovoltaic , Alabama ,2015,2,0.03149, Alabama 20152
Net generation small-scale solar photovoltaic , Alabama ,2015,1,0.03, Alabama 20151
Net generation small-scale solar photovoltaic , Alabama ,2014,12,0.0286, Alabama 201412
Net generation small-scale solar photovoltaic , Alabama ,2014,11,0.03225, Alabama 201411
Net generation small-scale solar photovoltaic , Alabama ,2014,10,0.03699, Alabama 201410
Net generation small-scale solar photovoltaic , Alabama ,2014,9,0.0361, Alabama 20149
Net generation small-scale solar photovoltaic , Alabama ,2014,8,0.04107, Alabama 20148
Net generation small-scale solar photovoltaic , Alabama ,2014,7,0.04234, Alabama 20147
Net generation small-scale solar photovoltaic , Alabama ,2014,6,0.03953, Alabama 20146
Net generation small-scale solar photovoltaic , Alabama ,2014,5,0.04114, Alabama 20145
Net generation small-scale solar photovoltaic , Alabama ,2014,4,0.03807, Alabama 20144
Net generation small-scale solar photovoltaic , Alabama ,2014,3,0.03375, Alabama 20143
Net generation small-scale solar photovoltaic , Alabama ,2014,2,0.02426, Alabama 20142
Net generation small-scale solar photovoltaic , Alabama ,2014,1,0.02315, Alabama 20141
Net generation small-scale solar photovoltaic , Alaska ,2017,7,0.16659, Alaska 20177
Net generation small-scale solar photovoltaic , Alaska ,2017,6,0.15813, Alaska 20176
Net generation small-scale solar photovoltaic , Alaska ,2017,5,0.16628, Alaska 20175
Net generation small-scale solar photovoltaic , Alaska ,2017,4,0.14807, Alaska 20174
Net generation small-scale solar photovoltaic , Alaska ,2017,3,0.10614, Alaska 20173
Net generation small-scale solar photovoltaic , Alaska ,2017,2,0.02457, Alaska 20172
Net generation small-scale solar photovoltaic , Alaska ,2017,1,8.00E-05, Alaska 20171
Net generation small-scale solar photovoltaic , Arizona ,2017,7,113.58886, Arizona 20177
Net generation small-scale solar photovoltaic , Arizona ,2017,6,121.23792, Arizona 20176
Net generation small-scale solar photovoltaic , Arizona ,2017,5,122.8229, Arizona 20175
Net generation small-scale solar photovoltaic , Arizona ,2017,4,112.40112, Arizona 20174
Net generation small-scale solar photovoltaic , Arizona ,2017,3,101.15701, Arizona 20173
Net generation small-scale solar photovoltaic , Arizona ,2017,2,71.18547, Arizona 20172
Net generation small-scale solar photovoltaic , Arizona ,2017,1,66.31051, Arizona 20171
Net generation small-scale solar photovoltaic , Arizona ,2016,12,63.7813, Arizona 201612
Net generation small-scale solar photovoltaic , Arizona ,2016,11,69.6032, Arizona 201611
Net generation small-scale solar photovoltaic , Arizona ,2016,10,81.35623, Arizona 201610
Net generation small-scale solar photovoltaic , Arizona ,2016,9,82.94546, Arizona 20169
Net generation small-scale solar photovoltaic , Arizona ,2016,8,91.13873, Arizona 20168
Net generation small-scale solar photovoltaic , Arizona ,2016,7,94.81359, Arizona 20167
Net generation small-scale solar photovoltaic , Arizona ,2016,6,94.46897, Arizona 20166
Net generation small-scale solar photovoltaic , Arizona ,2016,5,99.18754, Arizona 20165
Net generation small-scale solar photovoltaic , Arizona ,2016,4,87.20767, Arizona 20164
Net generation small-scale solar photovoltaic , Arizona ,2016,3,78.62347, Arizona 20163
Net generation small-scale solar photovoltaic , Arizona ,2016,2,63.98579, Arizona 20162
Net generation small-scale solar photovoltaic , Arizona ,2016,1,56.24822, Arizona 20161
Net generation small-scale solar photovoltaic , Arizona ,2015,12,52.07863, Arizona 201512
Net generation small-scale solar photovoltaic , Arizona ,2015,11,56.10232, Arizona 201511
Net generation small-scale solar photovoltaic , Arizona ,2015,10,60.86906, Arizona 201510
Net generation small-scale solar photovoltaic , Arizona ,2015,9,63.92921, Arizona 20159
Net generation small-scale solar photovoltaic , Arizona ,2015,8,69.19364, Arizona 20158
Net generation small-scale solar photovoltaic , Arizona ,2015,7,69.86178, Arizona 20157
Net generation small-scale solar photovoltaic , Arizona ,2015,6,69.26256, Arizona 20156
Net generation small-scale solar photovoltaic , Arizona ,2015,5,71.19999, Arizona 20155
Net generation small-scale solar photovoltaic , Arizona ,2015,4,65.38164, Arizona 20154
Net generation small-scale solar photovoltaic , Arizona ,2015,3,58.06595, Arizona 20153
Net generation small-scale solar photovoltaic , Arizona ,2015,2,44.27221, Arizona 20152
Net generation small-scale solar photovoltaic , Arizona ,2015,1,40.3025, Arizona 20151
Net generation small-scale solar photovoltaic , Arizona ,2014,12,45.78548, Arizona 201412
Net generation small-scale solar photovoltaic , Arizona ,2014,11,45.17747, Arizona 201411
Net generation small-scale solar photovoltaic , Arizona ,2014,10,48.6004, Arizona 201410
Net generation small-scale solar photovoltaic , Arizona ,2014,9,47.37839, Arizona 20149
Net generation small-scale solar photovoltaic , Arizona ,2014,8,47.50688, Arizona 20148
Net generation small-scale solar photovoltaic , Arizona ,2014,7,46.61734, Arizona 20147
Net generation small-scale solar photovoltaic , Arizona ,2014,6,48.49491, Arizona 20146
Net generation small-scale solar photovoltaic , Arizona ,2014,5,49.69665, Arizona 20145
Net generation small-scale solar photovoltaic , Arizona ,2014,4,46.13305, Arizona 20144
Net generation small-scale solar photovoltaic , Arizona ,2014,3,43.13728, Arizona 20143
Net generation small-scale solar photovoltaic , Arizona ,2014,2,33.30055, Arizona 20142
Net generation small-scale solar photovoltaic , Arizona ,2014,1,33.69629, Arizona 20141
Net generation small-scale solar photovoltaic , Arkansas ,2017,7,0, Arkansas 20177
Net generation small-scale solar photovoltaic , Arkansas ,2017,6,0, Arkansas 20176
Net generation small-scale solar photovoltaic , Arkansas ,2017,5,0, Arkansas 20175
Net generation small-scale solar photovoltaic , Arkansas ,2017,4,0, Arkansas 20174
Net generation small-scale solar photovoltaic , Arkansas ,2017,3,0, Arkansas 20173
Net generation small-scale solar photovoltaic , Arkansas ,2017,2,0, Arkansas 20172
Net generation small-scale solar photovoltaic , Arkansas ,2017,1,0, Arkansas 20171
Net generation small-scale solar photovoltaic , Arkansas ,2016,12,0.28107, Arkansas 201612
Net generation small-scale solar photovoltaic , Arkansas ,2016,11,0.28009, Arkansas 201611
Net generation small-scale solar photovoltaic , Arkansas ,2016,10,0.34053, Arkansas 201610
Net generation small-scale solar photovoltaic , Arkansas ,2016,9,0.36717, Arkansas 20169
Net generation small-scale solar photovoltaic , Arkansas ,2016,8,0.40594, Arkansas 20168
Net generation small-scale solar photovoltaic , Arkansas ,2016,7,0.41012, Arkansas 20167
Net generation small-scale solar photovoltaic , Arkansas ,2016,6,0.38331, Arkansas 20166
Net generation small-scale solar photovoltaic , Arkansas ,2016,5,0.36877, Arkansas 20165
Net generation small-scale solar photovoltaic , Arkansas ,2016,4,0.35121, Arkansas 20164
Net generation small-scale solar photovoltaic , Arkansas ,2016,3,0.29472, Arkansas 20163
Net generation small-scale solar photovoltaic , Arkansas ,2016,2,0.22762, Arkansas 20162
Net generation small-scale solar photovoltaic , Arkansas ,2016,1,0.20848, Arkansas 20161
Net generation small-scale solar photovoltaic , Arkansas ,2015,12,0.20682, Arkansas 201512
Net generation small-scale solar photovoltaic , Arkansas ,2015,11,0.21402, Arkansas 201511
Net generation small-scale solar photovoltaic , Arkansas ,2015,10,0.24363, Arkansas 201510
Net generation small-scale solar photovoltaic , Arkansas ,2015,9,0.25785, Arkansas 20159
Net generation small-scale solar photovoltaic , Arkansas ,2015,8,0.29522, Arkansas 20158
Net generation small-scale solar photovoltaic , Arkansas ,2015,7,0.29755, Arkansas 20157
Net generation small-scale solar photovoltaic , Arkansas ,2015,6,0.27589, Arkansas 20156
Net generation small-scale solar photovoltaic , Arkansas ,2015,5,0.26508, Arkansas 20155
Net generation small-scale solar photovoltaic , Arkansas ,2015,4,0.25349, Arkansas 20154
Net generation small-scale solar photovoltaic , Arkansas ,2015,3,0.22149, Arkansas 20153
Net generation small-scale solar photovoltaic , Arkansas ,2015,2,0.16251, Arkansas 20152
Net generation small-scale solar photovoltaic , Arkansas ,2015,1,0.1567, Arkansas 20151
Net generation small-scale solar photovoltaic , Arkansas ,2014,12,0.17154, Arkansas 201412
Net generation small-scale solar photovoltaic , Arkansas ,2014,11,0.16985, Arkansas 201411
Net generation small-scale solar photovoltaic , Arkansas ,2014,10,0.20605, Arkansas 201410
Net generation small-scale solar photovoltaic , Arkansas ,2014,9,0.23007, Arkansas 20149
Net generation small-scale solar photovoltaic , Arkansas ,2014,8,0.26201, Arkansas 20148
Net generation small-scale solar photovoltaic , Arkansas ,2014,7,0.25594, Arkansas 20147
Net generation small-scale solar photovoltaic , Arkansas ,2014,6,0.22814, Arkansas 20146
Net generation small-scale solar photovoltaic , Arkansas ,2014,5,0.22273, Arkansas 20145
Net generation small-scale solar photovoltaic , Arkansas ,2014,4,0.21121, Arkansas 20144
Net generation small-scale solar photovoltaic , Arkansas ,2014,3,0.18195, Arkansas 20143
Net generation small-scale solar photovoltaic , Arkansas ,2014,2,0.13276, Arkansas 20142
Net generation small-scale solar photovoltaic , Arkansas ,2014,1,0.12731, Arkansas 20141
Net generation small-scale solar photovoltaic , California ,2017,7,700.04962, California 20177
Net generation small-scale solar photovoltaic , California ,2017,6,683.98654, California 20176
Net generation small-scale solar photovoltaic , California ,2017,5,664.85305, California 20175
Net generation small-scale solar photovoltaic , California ,2017,4,598.38036, California 20174
Net generation small-scale solar photovoltaic , California ,2017,3,539.06352, California 20173
Net generation small-scale solar photovoltaic , California ,2017,2,353.51709, California 20172
Net generation small-scale solar photovoltaic , California ,2017,1,328.98074, California 20171
Net generation small-scale solar photovoltaic , California ,2016,12,316.79161, California 201612
Net generation small-scale solar photovoltaic , California ,2016,11,360.03279, California 201611
Net generation small-scale solar photovoltaic , California ,2016,10,432.58372, California 201610
Net generation small-scale solar photovoltaic , California ,2016,9,479.7045, California 20169
Net generation small-scale solar photovoltaic , California ,2016,8,539.0532, California 20168
Net generation small-scale solar photovoltaic , California ,2016,7,558.90223, California 20167
Net generation small-scale solar photovoltaic , California ,2016,6,533.42639, California 20166
Net generation small-scale solar photovoltaic , California ,2016,5,516.97086, California 20165
Net generation small-scale solar photovoltaic , California ,2016,4,458.37963, California 20164
Net generation small-scale solar photovoltaic , California ,2016,3,404.26213, California 20163
Net generation small-scale solar photovoltaic , California ,2016,2,302.48238, California 20162
Net generation small-scale solar photovoltaic , California ,2016,1,244.49208, California 20161
Net generation small-scale solar photovoltaic , California ,2015,12,236.14015, California 201512
Net generation small-scale solar photovoltaic , California ,2015,11,263.40709, California 201511
Net generation small-scale solar photovoltaic , California ,2015,10,315.53275, California 201510
Net generation small-scale solar photovoltaic , California ,2015,9,343.70567, California 20159
Net generation small-scale solar photovoltaic , California ,2015,8,379.08085, California 20158
Net generation small-scale solar photovoltaic , California ,2015,7,376.43946, California 20157
Net generation small-scale solar photovoltaic , California ,2015,6,352.59999, California 20156
Net generation small-scale solar photovoltaic , California ,2015,5,336.93183, California 20155
Net generation small-scale solar photovoltaic , California ,2015,4,305.42767, California 20154
Net generation small-scale solar photovoltaic , California ,2015,3,271.29554, California 20153
Net generation small-scale solar photovoltaic , California ,2015,2,183.09213, California 20152
Net generation small-scale solar photovoltaic , California ,2015,1,164.80808, California 20151
Net generation small-scale solar photovoltaic , California ,2014,12,177.79706, California 201412
Net generation small-scale solar photovoltaic , California ,2014,11,190.98686, California 201411
Net generation small-scale solar photovoltaic , California ,2014,10,231.24316, California 201410
Net generation small-scale solar photovoltaic , California ,2014,9,242.89178, California 20149
Net generation small-scale solar photovoltaic , California ,2014,8,258.75695, California 20148
Net generation small-scale solar photovoltaic , California ,2014,7,257.02115, California 20147
Net generation small-scale solar photovoltaic , California ,2014,6,242.31292, California 20146
Net generation small-scale solar photovoltaic , California ,2014,5,235.74219, California 20145
Net generation small-scale solar photovoltaic , California ,2014,4,209.54273, California 20144
Net generation small-scale solar photovoltaic , California ,2014,3,190.62208, California 20143
Net generation small-scale solar photovoltaic , California ,2014,2,130.7228, California 20142
Net generation small-scale solar photovoltaic , California ,2014,1,126.18537, California 20141
Net generation small-scale solar photovoltaic , Colorado ,2017,7,32.29061, Colorado 20177
Net generation small-scale solar photovoltaic , Colorado ,2017,6,32.90426, Colorado 20176
Net generation small-scale solar photovoltaic , Colorado ,2017,5,31.85695, Colorado 20175
Net generation small-scale solar photovoltaic , Colorado ,2017,4,29.08094, Colorado 20174
Net generation small-scale solar photovoltaic , Colorado ,2017,3,26.3432, Colorado 20173
Net generation small-scale solar photovoltaic , Colorado ,2017,2,19.20927, Colorado 20172
Net generation small-scale solar photovoltaic , Colorado ,2017,1,16.63858, Colorado 20171
Net generation small-scale solar photovoltaic , Colorado ,2016,12,15.61746, Colorado 201612
Net generation small-scale solar photovoltaic , Colorado ,2016,11,17.91317, Colorado 201611
Net generation small-scale solar photovoltaic , Colorado ,2016,10,22.25148, Colorado 201610
Net generation small-scale solar photovoltaic , Colorado ,2016,9,24.61987, Colorado 20169
Net generation small-scale solar photovoltaic , Colorado ,2016,8,25.95769, Colorado 20168
Net generation small-scale solar photovoltaic , Colorado ,2016,7,27.92809, Colorado 20167
Net generation small-scale solar photovoltaic , Colorado ,2016,6,28.01367, Colorado 20166
Net generation small-scale solar photovoltaic , Colorado ,2016,5,26.42641, Colorado 20165
Net generation small-scale solar photovoltaic , Colorado ,2016,4,23.0666, Colorado 20164
Net generation small-scale solar photovoltaic , Colorado ,2016,3,20.8867, Colorado 20163
Net generation small-scale solar photovoltaic , Colorado ,2016,2,16.67365, Colorado 20162
Net generation small-scale solar photovoltaic , Colorado ,2016,1,15.28043, Colorado 20161
Net generation small-scale solar photovoltaic , Colorado ,2015,12,12.90256, Colorado 201512
Net generation small-scale solar photovoltaic , Colorado ,2015,11,14.97011, Colorado 201511
Net generation small-scale solar photovoltaic , Colorado ,2015,10,18.14512, Colorado 201510
Net generation small-scale solar photovoltaic , Colorado ,2015,9,20.91945, Colorado 20159
Net generation small-scale solar photovoltaic , Colorado ,2015,8,22.34862, Colorado 20158
Net generation small-scale solar photovoltaic , Colorado ,2015,7,22.57455, Colorado 20157
Net generation small-scale solar photovoltaic , Colorado ,2015,6,22.1641, Colorado 20156
Net generation small-scale solar photovoltaic , Colorado ,2015,5,18.87549, Colorado 20155
Net generation small-scale solar photovoltaic , Colorado ,2015,4,18.58199, Colorado 20154
Net generation small-scale solar photovoltaic , Colorado ,2015,3,17.20857, Colorado 20153
Net generation small-scale solar photovoltaic , Colorado ,2015,2,10.67677, Colorado 20152
Net generation small-scale solar photovoltaic , Colorado ,2015,1,10.45856, Colorado 20151
Net generation small-scale solar photovoltaic , Colorado ,2014,12,13.27332, Colorado 201412
Net generation small-scale solar photovoltaic , Colorado ,2014,11,14.04954, Colorado 201411
Net generation small-scale solar photovoltaic , Colorado ,2014,10,16.07814, Colorado 201410
Net generation small-scale solar photovoltaic , Colorado ,2014,9,16.48384, Colorado 20149
Net generation small-scale solar photovoltaic , Colorado ,2014,8,16.82969, Colorado 20148
Net generation small-scale solar photovoltaic , Colorado ,2014,7,17.2151, Colorado 20147
Net generation small-scale solar photovoltaic , Colorado ,2014,6,17.04233, Colorado 20146
Net generation small-scale solar photovoltaic , Colorado ,2014,5,16.59517, Colorado 20145
Net generation small-scale solar photovoltaic , Colorado ,2014,4,15.17826, Colorado 20144
Net generation small-scale solar photovoltaic , Colorado ,2014,3,13.98164, Colorado 20143
Net generation small-scale solar photovoltaic , Colorado ,2014,2,10.2908, Colorado 20142
Net generation small-scale solar photovoltaic , Colorado ,2014,1,10.03841, Colorado 20141
Net generation small-scale solar photovoltaic , Connecticut ,2017,7,27.86354, Connecticut 20177
Net generation small-scale solar photovoltaic , Connecticut ,2017,6,25.58539, Connecticut 20176
Net generation small-scale solar photovoltaic , Connecticut ,2017,5,23.50483, Connecticut 20175
Net generation small-scale solar photovoltaic , Connecticut ,2017,4,21.5921, Connecticut 20174
Net generation small-scale solar photovoltaic , Connecticut ,2017,3,18.88366, Connecticut 20173
Net generation small-scale solar photovoltaic , Connecticut ,2017,2,13.58629, Connecticut 20172
Net generation small-scale solar photovoltaic , Connecticut ,2017,1,10.26666, Connecticut 20171
Net generation small-scale solar photovoltaic , Connecticut ,2016,12,9.79096, Connecticut 201612
Net generation small-scale solar photovoltaic , Connecticut ,2016,11,10.52835, Connecticut 201611
Net generation small-scale solar photovoltaic , Connecticut ,2016,10,13.65122, Connecticut 201610
Net generation small-scale solar photovoltaic , Connecticut ,2016,9,16.44294, Connecticut 20169
Net generation small-scale solar photovoltaic , Connecticut ,2016,8,19.5606, Connecticut 20168
Net generation small-scale solar photovoltaic , Connecticut ,2016,7,19.71144, Connecticut 20167
Net generation small-scale solar photovoltaic , Connecticut ,2016,6,19.03861, Connecticut 20166
Net generation small-scale solar photovoltaic , Connecticut ,2016,5,17.3783, Connecticut 20165
Net generation small-scale solar photovoltaic , Connecticut ,2016,4,16.04579, Connecticut 20164
Net generation small-scale solar photovoltaic , Connecticut ,2016,3,14.32059, Connecticut 20163
Net generation small-scale solar photovoltaic , Connecticut ,2016,2,9.65129, Connecticut 20162
Net generation small-scale solar photovoltaic , Connecticut ,2016,1,8.30977, Connecticut 20161
Net generation small-scale solar photovoltaic , Connecticut ,2015,12,6.70801, Connecticut 201512
Net generation small-scale solar photovoltaic , Connecticut ,2015,11,6.88475, Connecticut 201511
Net generation small-scale solar photovoltaic , Connecticut ,2015,10,8.85219, Connecticut 201510
Net generation small-scale solar photovoltaic , Connecticut ,2015,9,10.33804, Connecticut 20159
Net generation small-scale solar photovoltaic , Connecticut ,2015,8,11.23894, Connecticut 20158
Net generation small-scale solar photovoltaic , Connecticut ,2015,7,11.04473, Connecticut 20157
Net generation small-scale solar photovoltaic , Connecticut ,2015,6,9.73944, Connecticut 20156
Net generation small-scale solar photovoltaic , Connecticut ,2015,5,9.75297, Connecticut 20155
Net generation small-scale solar photovoltaic , Connecticut ,2015,4,8.21779, Connecticut 20154
Net generation small-scale solar photovoltaic , Connecticut ,2015,3,6.94977, Connecticut 20153
Net generation small-scale solar photovoltaic , Connecticut ,2015,2,4.5894, Connecticut 20152
Net generation small-scale solar photovoltaic , Connecticut ,2015,1,4.10615, Connecticut 20151
Net generation small-scale solar photovoltaic , Connecticut ,2014,12,4.03522, Connecticut 201412
Net generation small-scale solar photovoltaic , Connecticut ,2014,11,3.5908, Connecticut 201411
Net generation small-scale solar photovoltaic , Connecticut ,2014,10,4.552, Connecticut 201410
Net generation small-scale solar photovoltaic , Connecticut ,2014,9,5.12636, Connecticut 20149
Net generation small-scale solar photovoltaic , Connecticut ,2014,8,5.51464, Connecticut 20148
Net generation small-scale solar photovoltaic , Connecticut ,2014,7,5.51894, Connecticut 20147
Net generation small-scale solar photovoltaic , Connecticut ,2014,6,4.92473, Connecticut 20146
Net generation small-scale solar photovoltaic , Connecticut ,2014,5,4.79609, Connecticut 20145
Net generation small-scale solar photovoltaic , Connecticut ,2014,4,4.30027, Connecticut 20144
Net generation small-scale solar photovoltaic , Connecticut ,2014,3,3.92307, Connecticut 20143
Net generation small-scale solar photovoltaic , Connecticut ,2014,2,2.9153, Connecticut 20142
Net generation small-scale solar photovoltaic , Connecticut ,2014,1,2.52982, Connecticut 20141
Net generation small-scale solar photovoltaic , Delaware ,2017,7,6.28864, Delaware 20177
Net generation small-scale solar photovoltaic , Delaware ,2017,6,6.42464, Delaware 20176
Net generation small-scale solar photovoltaic , Delaware ,2017,5,5.66298, Delaware 20175
Net generation small-scale solar photovoltaic , Delaware ,2017,4,5.12627, Delaware 20174
Net generation small-scale solar photovoltaic , Delaware ,2017,3,4.71587, Delaware 20173
Net generation small-scale solar photovoltaic , Delaware ,2017,2,3.32851, Delaware 20172
Net generation small-scale solar photovoltaic , Delaware ,2017,1,2.37745, Delaware 20171
Net generation small-scale solar photovoltaic , Delaware ,2016,12,2.43488, Delaware 201612
Net generation small-scale solar photovoltaic , Delaware ,2016,11,2.8165, Delaware 201611
Net generation small-scale solar photovoltaic , Delaware ,2016,10,3.3871, Delaware 201610
Net generation small-scale solar photovoltaic , Delaware ,2016,9,3.61385, Delaware 20169
Net generation small-scale solar photovoltaic , Delaware ,2016,8,4.56594, Delaware 20168
Net generation small-scale solar photovoltaic , Delaware ,2016,7,4.49348, Delaware 20167
Net generation small-scale solar photovoltaic , Delaware ,2016,6,4.28552, Delaware 20166
Net generation small-scale solar photovoltaic , Delaware ,2016,5,3.76667, Delaware 20165
Net generation small-scale solar photovoltaic , Delaware ,2016,4,3.57232, Delaware 20164
Net generation small-scale solar photovoltaic , Delaware ,2016,3,3.13468, Delaware 20163
Net generation small-scale solar photovoltaic , Delaware ,2016,2,1.91701, Delaware 20162
Net generation small-scale solar photovoltaic , Delaware ,2016,1,1.72965, Delaware 20161
Net generation small-scale solar photovoltaic , Delaware ,2015,12,1.36252, Delaware 201512
Net generation small-scale solar photovoltaic , Delaware ,2015,11,1.52914, Delaware 201511
Net generation small-scale solar photovoltaic , Delaware ,2015,10,1.90527, Delaware 201510
Net generation small-scale solar photovoltaic , Delaware ,2015,9,2.07374, Delaware 20159
Net generation small-scale solar photovoltaic , Delaware ,2015,8,2.39491, Delaware 20158
Net generation small-scale solar photovoltaic , Delaware ,2015,7,2.29495, Delaware 20157
Net generation small-scale solar photovoltaic , Delaware ,2015,6,2.05252, Delaware 20156
Net generation small-scale solar photovoltaic , Delaware ,2015,5,2.1733, Delaware 20155
Net generation small-scale solar photovoltaic , Delaware ,2015,4,1.85742, Delaware 20154
Net generation small-scale solar photovoltaic , Delaware ,2015,3,1.64055, Delaware 20153
Net generation small-scale solar photovoltaic , Delaware ,2015,2,1.23762, Delaware 20152
Net generation small-scale solar photovoltaic , Delaware ,2015,1,1.07929, Delaware 20151
Net generation small-scale solar photovoltaic , Delaware ,2014,12,1.12755, Delaware 201412
Net generation small-scale solar photovoltaic , Delaware ,2014,11,1.10987, Delaware 201411
Net generation small-scale solar photovoltaic , Delaware ,2014,10,1.34566, Delaware 201410
Net generation small-scale solar photovoltaic , Delaware ,2014,9,1.44442, Delaware 20149
Net generation small-scale solar photovoltaic , Delaware ,2014,8,1.59199, Delaware 20148
Net generation small-scale solar photovoltaic , Delaware ,2014,7,1.64078, Delaware 20147
Net generation small-scale solar photovoltaic , Delaware ,2014,6,1.54405, Delaware 20146
Net generation small-scale solar photovoltaic , Delaware ,2014,5,1.51299, Delaware 20145
Net generation small-scale solar photovoltaic , Delaware ,2014,4,1.33628, Delaware 20144
Net generation small-scale solar photovoltaic , Delaware ,2014,3,1.25192, Delaware 20143
Net generation small-scale solar photovoltaic , Delaware ,2014,2,0.94783, Delaware 20142
Net generation small-scale solar photovoltaic , Delaware ,2014,1,0.83602, Delaware 20141
Net generation small-scale solar photovoltaic , District Of Columbia ,2017,7,2.39034, District Of Columbia 20177
Net generation small-scale solar photovoltaic , District Of Columbia ,2017,6,2.34132, District Of Columbia 20176
Net generation small-scale solar photovoltaic , District Of Columbia ,2017,5,2.23756, District Of Columbia 20175
Net generation small-scale solar photovoltaic , District Of Columbia ,2017,4,2.03051, District Of Columbia 20174
Net generation small-scale solar photovoltaic , District Of Columbia ,2017,3,1.89173, District Of Columbia 20173
Net generation small-scale solar photovoltaic , District Of Columbia ,2017,2,1.46271, District Of Columbia 20172
Net generation small-scale solar photovoltaic , District Of Columbia ,2017,1,1.24873, District Of Columbia 20171
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,12,1.16616, District Of Columbia 201612
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,11,1.17686, District Of Columbia 201611
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,10,1.445, District Of Columbia 201610
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,9,1.5658, District Of Columbia 20169
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,8,1.77234, District Of Columbia 20168
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,7,1.82294, District Of Columbia 20167
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,6,1.72464, District Of Columbia 20166
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,5,1.63478, District Of Columbia 20165
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,4,1.48843, District Of Columbia 20164
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,3,1.37731, District Of Columbia 20163
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,2,0.71112, District Of Columbia 20162
Net generation small-scale solar photovoltaic , District Of Columbia ,2016,1,0.60103, District Of Columbia 20161
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,12,0.55557, District Of Columbia 201512
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,11,0.57811, District Of Columbia 201511
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,10,0.73229, District Of Columbia 201510
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,9,0.81457, District Of Columbia 20159
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,8,0.94793, District Of Columbia 20158
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,7,0.98881, District Of Columbia 20157
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,6,0.96638, District Of Columbia 20156
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,5,0.9799, District Of Columbia 20155
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,4,0.89236, District Of Columbia 20154
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,3,0.83661, District Of Columbia 20153
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,2,0.65855, District Of Columbia 20152
Net generation small-scale solar photovoltaic , District Of Columbia ,2015,1,0.58176, District Of Columbia 20151
