Category,State,Year,Month,Value(thousand megawatthours),state_year_month
Net generation small-scale solar photovoltaic , Nevada ,2016,4,22.49323, Nevada 20164
Net generation small-scale solar photovoltaic , Nevada ,2016,3,19.66854, Nevada 20163
Net generation small-scale solar photovoltaic , Nevada ,2016,2,14.55821, Nevada 20162
Net generation small-scale solar photovoltaic , Nevada ,2016,1,11.30719, Nevada 20161
Net generation small-scale solar photovoltaic , Nevada ,2015,12,10.28616, Nevada 201512
Net generation small-scale solar photovoltaic , Nevada ,2015,11,11.17087, Nevada 201511
Net generation small-scale solar photovoltaic , Nevada ,2015,10,11.46483, Nevada 201510
Net generation small-scale solar photovoltaic , Nevada ,2015,9,12.05051, Nevada 20159
Net generation small-scale solar photovoltaic , Nevada ,2015,8,11.14926, Nevada 20158
Net generation small-scale solar photovoltaic , Nevada ,2015,7,9.41698, Nevada 20157
Net generation small-scale solar photovoltaic , Nevada ,2015,6,8.31606, Nevada 20156
Net generation small-scale solar photovoltaic , Nevada ,2015,5,8.03528, Nevada 20155
Net generation small-scale solar photovoltaic , Nevada ,2015,4,5.81472, Nevada 20154
Net generation small-scale solar photovoltaic , Nevada ,2015,3,5.25241, Nevada 20153
Net generation small-scale solar photovoltaic , Nevada ,2015,2,3.31938, Nevada 20152
Net generation small-scale solar photovoltaic , Nevada ,2015,1,2.59203, Nevada 20151
Net generation small-scale solar photovoltaic , Nevada ,2014,12,2.99374, Nevada 201412
Net generation small-scale solar photovoltaic , Nevada ,2014,11,2.80086, Nevada 201411
Net generation small-scale solar photovoltaic , Nevada ,2014,10,3.04235, Nevada 201410
Net generation small-scale solar photovoltaic , Nevada ,2014,9,3.12848, Nevada 20149
Net generation small-scale solar photovoltaic , Nevada ,2014,8,3.19239, Nevada 20148
Net generation small-scale solar photovoltaic , Nevada ,2014,7,2.85868, Nevada 20147
Net generation small-scale solar photovoltaic , Nevada ,2014,6,2.83067, Nevada 20146
Net generation small-scale solar photovoltaic , Nevada ,2014,5,2.94533, Nevada 20145
Net generation small-scale solar photovoltaic , Nevada ,2014,4,2.49444, Nevada 20144
Net generation small-scale solar photovoltaic , Nevada ,2014,3,2.34816, Nevada 20143
Net generation small-scale solar photovoltaic , Nevada ,2014,2,1.64701, Nevada 20142
Net generation small-scale solar photovoltaic , Nevada ,2014,1,1.59741, Nevada 20141
Net generation small-scale solar photovoltaic , New England (total) ,2017,7,103.61363, New England (total) 20177
Net generation small-scale solar photovoltaic , New England (total) ,2017,6,98.69456, New England (total) 20176
Net generation small-scale solar photovoltaic , New England (total) ,2017,5,90.15168, New England (total) 20175
Net generation small-scale solar photovoltaic , New England (total) ,2017,4,85.01534, New England (total) 20174
Net generation small-scale solar photovoltaic , New England (total) ,2017,3,73.85282, New England (total) 20173
Net generation small-scale solar photovoltaic , New England (total) ,2017,2,50.76458, New England (total) 20172
Net generation small-scale solar photovoltaic , New England (total) ,2017,1,39.40308, New England (total) 20171
Net generation small-scale solar photovoltaic , New England (total) ,2016,12,35.95072, New England (total) 201612
Net generation small-scale solar photovoltaic , New England (total) ,2016,11,38.29355, New England (total) 201611
Net generation small-scale solar photovoltaic , New England (total) ,2016,10,52.28808, New England (total) 201610
Net generation small-scale solar photovoltaic , New England (total) ,2016,9,71.67937, New England (total) 20169
Net generation small-scale solar photovoltaic , New England (total) ,2016,8,80.78485, New England (total) 20168
Net generation small-scale solar photovoltaic , New England (total) ,2016,7,80.73716, New England (total) 20167
Net generation small-scale solar photovoltaic , New England (total) ,2016,6,76.87489, New England (total) 20166
Net generation small-scale solar photovoltaic , New England (total) ,2016,5,71.48794, New England (total) 20165
Net generation small-scale solar photovoltaic , New England (total) ,2016,4,66.58634, New England (total) 20164
Net generation small-scale solar photovoltaic , New England (total) ,2016,3,55.34216, New England (total) 20163
Net generation small-scale solar photovoltaic , New England (total) ,2016,2,37.50384, New England (total) 20162
Net generation small-scale solar photovoltaic , New England (total) ,2016,1,30.89145, New England (total) 20161
Net generation small-scale solar photovoltaic , New England (total) ,2015,12,24.70055, New England (total) 201512
Net generation small-scale solar photovoltaic , New England (total) ,2015,11,26.46619, New England (total) 201511
Net generation small-scale solar photovoltaic , New England (total) ,2015,10,33.88128, New England (total) 201510
Net generation small-scale solar photovoltaic , New England (total) ,2015,9,41.28339, New England (total) 20159
Net generation small-scale solar photovoltaic , New England (total) ,2015,8,43.17903, New England (total) 20158
Net generation small-scale solar photovoltaic , New England (total) ,2015,8,43.17903, New England (total) 20158
Net generation small-scale solar photovoltaic , New England (total) ,2015,8,43.17903, New England (total) 20158
Net generation small-scale solar photovoltaic , New England (total) ,2015,8,43.17903, New England (total) 20158
Net generation small-scale solar photovoltaic , New England (total) ,2015,8,43.17903, New England (total) 20158
Net generation small-scale solar photovoltaic , New England (total) ,2015,8,43.17903, New England (total) 20158
Net generation small-scale solar photovoltaic , New England (total) ,2015,8,43.17903, New England (total) 20158
Net generation small-scale solar photovoltaic , New England (total) ,2015,7,41.91564, New England (total) 20157
Net generation small-scale solar photovoltaic , New England (total) ,2015,7,41.91564, New England (total) 20157
Net generation small-scale solar photovoltaic , New England (total) ,2015,7,41.91564, New England (total) 20157
Net generation small-scale solar photovoltaic , New England (total) ,2015,7,41.91564, New England (total) 20157
Net generation small-scale solar photovoltaic , New England (total) ,2015,7,41.91564, New England (total) 20157
Net generation small-scale solar photovoltaic , New England (total) ,2015,7,41.91564, New England (total) 20157
Net generation small-scale solar photovoltaic , New England (total) ,2015,7,41.91564, New England (total) 20157
Net generation small-scale solar photovoltaic , New England (total) ,2015,6,36.94596, New England (total) 20156
Net generation small-scale solar photovoltaic , New England (total) ,2015,6,36.94596, New England (total) 20156
Net generation small-scale solar photovoltaic , New England (total) ,2015,6,36.94596, New England (total) 20156
Net generation small-scale solar photovoltaic , New England (total) ,2015,6,36.94596, New England (total) 20156
Net generation small-scale solar photovoltaic , New England (total) ,2015,6,36.94596, New England (total) 20156
Net generation small-scale solar photovoltaic , New England (total) ,2015,6,36.94596, New England (total) 20156
Net generation small-scale solar photovoltaic , New England (total) ,2015,6,36.94596, New England (total) 20156
Net generation small-scale solar photovoltaic , New England (total) ,2015,5,37.45023, New England (total) 20155
Net generation small-scale solar photovoltaic , New England (total) ,2015,5,37.45023, New England (total) 20155
Net generation small-scale solar photovoltaic , New England (total) ,2015,5,37.45023, New England (total) 20155
Net generation small-scale solar photovoltaic , New England (total) ,2015,5,37.45023, New England (total) 20155
Net generation small-scale solar photovoltaic , New England (total) ,2015,5,37.45023, New England (total) 20155
Net generation small-scale solar photovoltaic , New England (total) ,2015,5,37.45023, New England (total) 20155
Net generation small-scale solar photovoltaic , New England (total) ,2015,5,37.45023, New England (total) 20155
Net generation small-scale solar photovoltaic , New England (total) ,2015,4,31.977, New England (total) 20154
Net generation small-scale solar photovoltaic , New England (total) ,2015,4,31.977, New England (total) 20154
Net generation small-scale solar photovoltaic , New England (total) ,2015,4,31.977, New England (total) 20154
Net generation small-scale solar photovoltaic , New England (total) ,2015,4,31.977, New England (total) 20154
Net generation small-scale solar photovoltaic , New England (total) ,2015,4,31.977, New England (total) 20154
Net generation small-scale solar photovoltaic , New England (total) ,2015,4,31.977, New England (total) 20154
Net generation small-scale solar photovoltaic , New England (total) ,2015,4,31.977, New England (total) 20154
Net generation small-scale solar photovoltaic , New England (total) ,2015,3,26.48054, New England (total) 20153
Net generation small-scale solar photovoltaic , New England (total) ,2015,3,26.48054, New England (total) 20153
Net generation small-scale solar photovoltaic , New England (total) ,2015,3,26.48054, New England (total) 20153
Net generation small-scale solar photovoltaic , New England (total) ,2015,3,26.48054, New England (total) 20153
Net generation small-scale solar photovoltaic , New England (total) ,2015,3,26.48054, New England (total) 20153
Net generation small-scale solar photovoltaic , New England (total) ,2015,3,26.48054, New England (total) 20153
Net generation small-scale solar photovoltaic , New England (total) ,2015,3,26.48054, New England (total) 20153
Net generation small-scale solar photovoltaic , New England (total) ,2015,2,16.32773, New England (total) 20152
Net generation small-scale solar photovoltaic , New England (total) ,2015,2,16.32773, New England (total) 20152
Net generation small-scale solar photovoltaic , New England (total) ,2015,2,16.32773, New England (total) 20152
Net generation small-scale solar photovoltaic , New England (total) ,2015,2,16.32773, New England (total) 20152
Net generation small-scale solar photovoltaic , New England (total) ,2015,2,16.32773, New England (total) 20152
Net generation small-scale solar photovoltaic , New England (total) ,2015,2,16.32773, New England (total) 20152
Net generation small-scale solar photovoltaic , New England (total) ,2015,2,16.32773, New England (total) 20152
Net generation small-scale solar photovoltaic , New England (total) ,2015,1,15.73142, New England (total) 20151
Net generation small-scale solar photovoltaic , New England (total) ,2015,1,15.73142, New England (total) 20151
Net generation small-scale solar photovoltaic , New England (total) ,2015,1,15.73142, New England (total) 20151
Net generation small-scale solar photovoltaic , New England (total) ,2015,1,15.73142, New England (total) 20151
Net generation small-scale solar photovoltaic , New England (total) ,2015,1,15.73142, New England (total) 20151
Net generation small-scale solar photovoltaic , New England (total) ,2015,1,15.73142, New England (total) 20151
Net generation small-scale solar photovoltaic , New England (total) ,2015,1,15.73142, New England (total) 20151
Net generation small-scale solar photovoltaic , New England (total) ,2014,12,16.42002, New England (total) 201412
Net generation small-scale solar photovoltaic , New England (total) ,2014,12,16.42002, New England (total) 201412
Net generation small-scale solar photovoltaic , New England (total) ,2014,12,16.42002, New England (total) 201412
Net generation small-scale solar photovoltaic , New England (total) ,2014,12,16.42002, New England (total) 201412
Net generation small-scale solar photovoltaic , New England (total) ,2014,12,16.42002, New England (total) 201412
Net generation small-scale solar photovoltaic , New England (total) ,2014,12,16.42002, New England (total) 201412
Net generation small-scale solar photovoltaic , New England (total) ,2014,12,16.42002, New England (total) 201412
Net generation small-scale solar photovoltaic , New England (total) ,2014,11,14.84045, New England (total) 201411
Net generation small-scale solar photovoltaic , New England (total) ,2014,11,14.84045, New England (total) 201411
Net generation small-scale solar photovoltaic , New England (total) ,2014,11,14.84045, New England (total) 201411
Net generation small-scale solar photovoltaic , New England (total) ,2014,11,14.84045, New England (total) 201411
Net generation small-scale solar photovoltaic , New England (total) ,2014,11,14.84045, New England (total) 201411
Net generation small-scale solar photovoltaic , New England (total) ,2014,11,14.84045, New England (total) 201411
Net generation small-scale solar photovoltaic , New England (total) ,2014,11,14.84045, New England (total) 201411
Net generation small-scale solar photovoltaic , New England (total) ,2014,10,19.21005, New England (total) 201410
Net generation small-scale solar photovoltaic , New England (total) ,2014,10,19.21005, New England (total) 201410
Net generation small-scale solar photovoltaic , New England (total) ,2014,10,19.21005, New England (total) 201410
Net generation small-scale solar photovoltaic , New England (total) ,2014,10,19.21005, New England (total) 201410
Net generation small-scale solar photovoltaic , New England (total) ,2014,10,19.21005, New England (total) 201410
Net generation small-scale solar photovoltaic , New England (total) ,2014,10,19.21005, New England (total) 201410
Net generation small-scale solar photovoltaic , New England (total) ,2014,10,19.21005, New England (total) 201410
Net generation small-scale solar photovoltaic , New England (total) ,2014,9,22.657, New England (total) 20149
Net generation small-scale solar photovoltaic , New England (total) ,2014,9,22.657, New England (total) 20149
Net generation small-scale solar photovoltaic , New England (total) ,2014,9,22.657, New England (total) 20149
Net generation small-scale solar photovoltaic , New England (total) ,2014,9,22.657, New England (total) 20149
Net generation small-scale solar photovoltaic , New England (total) ,2014,9,22.657, New England (total) 20149
Net generation small-scale solar photovoltaic , New England (total) ,2014,9,22.657, New England (total) 20149
Net generation small-scale solar photovoltaic , New England (total) ,2014,9,22.657, New England (total) 20149
Net generation small-scale solar photovoltaic , New England (total) ,2014,8,24.4842, New England (total) 20148
Net generation small-scale solar photovoltaic , New England (total) ,2014,8,24.4842, New England (total) 20148
Net generation small-scale solar photovoltaic , New England (total) ,2014,8,24.4842, New England (total) 20148
Net generation small-scale solar photovoltaic , New England (total) ,2014,8,24.4842, New England (total) 20148
Net generation small-scale solar photovoltaic , New England (total) ,2014,8,24.4842, New England (total) 20148
Net generation small-scale solar photovoltaic , New England (total) ,2014,8,24.4842, New England (total) 20148
Net generation small-scale solar photovoltaic , New England (total) ,2014,8,24.4842, New England (total) 20148
Net generation small-scale solar photovoltaic , New England (total) ,2014,7,24.01281, New England (total) 20147
Net generation small-scale solar photovoltaic , New England (total) ,2014,7,24.01281, New England (total) 20147
Net generation small-scale solar photovoltaic , New England (total) ,2014,7,24.01281, New England (total) 20147
Net generation small-scale solar photovoltaic , New England (total) ,2014,7,24.01281, New England (total) 20147
Net generation small-scale solar photovoltaic , New England (total) ,2014,7,24.01281, New England (total) 20147
Net generation small-scale solar photovoltaic , New England (total) ,2014,7,24.01281, New England (total) 20147
Net generation small-scale solar photovoltaic , New England (total) ,2014,7,24.01281, New England (total) 20147
Net generation small-scale solar photovoltaic , New England (total) ,2014,6,21.87932, New England (total) 20146
Net generation small-scale solar photovoltaic , New England (total) ,2014,6,21.87932, New England (total) 20146
Net generation small-scale solar photovoltaic , New England (total) ,2014,6,21.87932, New England (total) 20146
Net generation small-scale solar photovoltaic , New England (total) ,2014,6,21.87932, New England (total) 20146
Net generation small-scale solar photovoltaic , New England (total) ,2014,6,21.87932, New England (total) 20146
Net generation small-scale solar photovoltaic , New England (total) ,2014,6,21.87932, New England (total) 20146
Net generation small-scale solar photovoltaic , New England (total) ,2014,6,21.87932, New England (total) 20146
Net generation small-scale solar photovoltaic , New England (total) ,2014,5,21.16332, New England (total) 20145
Net generation small-scale solar photovoltaic , New England (total) ,2014,5,21.16332, New England (total) 20145
Net generation small-scale solar photovoltaic , New England (total) ,2014,5,21.16332, New England (total) 20145
Net generation small-scale solar photovoltaic , New England (total) ,2014,5,21.16332, New England (total) 20145
Net generation small-scale solar photovoltaic , New England (total) ,2014,5,21.16332, New England (total) 20145
Net generation small-scale solar photovoltaic , New England (total) ,2014,5,21.16332, New England (total) 20145
Net generation small-scale solar photovoltaic , New England (total) ,2014,5,21.16332, New England (total) 20145
Net generation small-scale solar photovoltaic , New England (total) ,2014,4,19.07173, New England (total) 20144
Net generation small-scale solar photovoltaic , New England (total) ,2014,4,19.07173, New England (total) 20144
Net generation small-scale solar photovoltaic , New England (total) ,2014,4,19.07173, New England (total) 20144
Net generation small-scale solar photovoltaic , New England (total) ,2014,4,19.07173, New England (total) 20144
Net generation small-scale solar photovoltaic , New England (total) ,2014,4,19.07173, New England (total) 20144
Net generation small-scale solar photovoltaic , New England (total) ,2014,4,19.07173, New England (total) 20144
Net generation small-scale solar photovoltaic , New England (total) ,2014,4,19.07173, New England (total) 20144
Net generation small-scale solar photovoltaic , New England (total) ,2014,3,16.8522, New England (total) 20143
Net generation small-scale solar photovoltaic , New England (total) ,2014,3,16.8522, New England (total) 20143
Net generation small-scale solar photovoltaic , New England (total) ,2014,3,16.8522, New England (total) 20143
Net generation small-scale solar photovoltaic , New England (total) ,2014,3,16.8522, New England (total) 20143
Net generation small-scale solar photovoltaic , New England (total) ,2014,3,16.8522, New England (total) 20143
Net generation small-scale solar photovoltaic , New England (total) ,2014,3,16.8522, New England (total) 20143
Net generation small-scale solar photovoltaic , New England (total) ,2014,3,16.8522, New England (total) 20143
Net generation small-scale solar photovoltaic , New England (total) ,2014,2,12.46836, New England (total) 20142
Net generation small-scale solar photovoltaic , New England (total) ,2014,2,12.46836, New England (total) 20142
Net generation small-scale solar photovoltaic , New England (total) ,2014,2,12.46836, New England (total) 20142
Net generation small-scale solar photovoltaic , New England (total) ,2014,2,12.46836, New England (total) 20142
Net generation small-scale solar photovoltaic , New England (total) ,2014,2,12.46836, New England (total) 20142
Net generation small-scale solar photovoltaic , New England (total) ,2014,2,12.46836, New England (total) 20142
Net generation small-scale solar photovoltaic , New England (total) ,2014,2,12.46836, New England (total) 20142
Net generation small-scale solar photovoltaic , New England (total) ,2014,1,10.71227, New England (total) 20141
Net generation small-scale solar photovoltaic , New England (total) ,2014,1,10.71227, New England (total) 20141
Net generation small-scale solar photovoltaic , New England (total) ,2014,1,10.71227, New England (total) 20141
Net generation small-scale solar photovoltaic , New England (total) ,2014,1,10.71227, New England (total) 20141
Net generation small-scale solar photovoltaic , New England (total) ,2014,1,10.71227, New England (total) 20141
Net generation small-scale solar photovoltaic , New England (total) ,2014,1,10.71227, New England (total) 20141
Net generation small-scale solar photovoltaic , New England (total) ,2014,1,10.71227, New England (total) 20141
Net generation small-scale solar photovoltaic , New Hampshire ,2017,7,6.39925, New Hampshire 20177
Net generation small-scale solar photovoltaic , New Hampshire ,2017,6,5.94383, New Hampshire 20176
Net generation small-scale solar photovoltaic , New Hampshire ,2017,5,5.61987, New Hampshire 20175
Net generation small-scale solar photovoltaic , New Hampshire ,2017,4,5.24198, New Hampshire 20174
Net generation small-scale solar photovoltaic , New Hampshire ,2017,3,4.57221, New Hampshire 20173
Net generation small-scale solar photovoltaic , New Hampshire ,2017,2,3.21402, New Hampshire 20172
Net generation small-scale solar photovoltaic , New Hampshire ,2017,1,2.65697, New Hampshire 20171
Net generation small-scale solar photovoltaic , New Hampshire ,2016,12,2.19537, New Hampshire 201612
Net generation small-scale solar photovoltaic , New Hampshire ,2016,11,2.15678, New Hampshire 201611
Net generation small-scale solar photovoltaic , New Hampshire ,2016,10,2.88925, New Hampshire 201610
Net generation small-scale solar photovoltaic , New Hampshire ,2016,9,3.60086, New Hampshire 20169
Net generation small-scale solar photovoltaic , New Hampshire ,2016,8,4.12947, New Hampshire 20168
Net generation small-scale solar photovoltaic , New Hampshire ,2016,7,4.06859, New Hampshire 20167
Net generation small-scale solar photovoltaic , New Hampshire ,2016,6,3.77091, New Hampshire 20166
Net generation small-scale solar photovoltaic , New Hampshire ,2016,5,3.50122, New Hampshire 20165
Net generation small-scale solar photovoltaic , New Hampshire ,2016,4,3.20397, New Hampshire 20164
Net generation small-scale solar photovoltaic , New Hampshire ,2016,3,2.66668, New Hampshire 20163
Net generation small-scale solar photovoltaic , New Hampshire ,2016,2,1.93529, New Hampshire 20162
Net generation small-scale solar photovoltaic , New Hampshire ,2016,1,1.60091, New Hampshire 20161
Net generation small-scale solar photovoltaic , New Hampshire ,2015,12,1.23688, New Hampshire 201512
Net generation small-scale solar photovoltaic , New Hampshire ,2015,11,1.10865, New Hampshire 201511
Net generation small-scale solar photovoltaic , New Hampshire ,2015,10,1.38947, New Hampshire 201510
Net generation small-scale solar photovoltaic , New Hampshire ,2015,9,1.62416, New Hampshire 20159
Net generation small-scale solar photovoltaic , New Hampshire ,2015,8,1.71102, New Hampshire 20158
Net generation small-scale solar photovoltaic , New Hampshire ,2015,7,1.67798, New Hampshire 20157
Net generation small-scale solar photovoltaic , New Hampshire ,2015,6,1.47575, New Hampshire 20156
Net generation small-scale solar photovoltaic , New Hampshire ,2015,5,1.41705, New Hampshire 20155
Net generation small-scale solar photovoltaic , New Hampshire ,2015,4,1.29428, New Hampshire 20154
Net generation small-scale solar photovoltaic , New Hampshire ,2015,3,1.11325, New Hampshire 20153
Net generation small-scale solar photovoltaic , New Hampshire ,2015,2,0.83859, New Hampshire 20152
Net generation small-scale solar photovoltaic , New Hampshire ,2015,1,0.75791, New Hampshire 20151
Net generation small-scale solar photovoltaic , New Hampshire ,2014,12,0.60886, New Hampshire 201412
Net generation small-scale solar photovoltaic , New Hampshire ,2014,11,0.54149, New Hampshire 201411
Net generation small-scale solar photovoltaic , New Hampshire ,2014,10,0.70416, New Hampshire 201410
Net generation small-scale solar photovoltaic , New Hampshire ,2014,9,0.86796, New Hampshire 20149
Net generation small-scale solar photovoltaic , New Hampshire ,2014,8,0.95996, New Hampshire 20148
Net generation small-scale solar photovoltaic , New Hampshire ,2014,7,0.90474, New Hampshire 20147
Net generation small-scale solar photovoltaic , New Hampshire ,2014,6,0.81309, New Hampshire 20146
Net generation small-scale solar photovoltaic , New Hampshire ,2014,5,0.81226, New Hampshire 20145
Net generation small-scale solar photovoltaic , New Hampshire ,2014,4,0.75939, New Hampshire 20144
Net generation small-scale solar photovoltaic , New Hampshire ,2014,3,0.66831, New Hampshire 20143
Net generation small-scale solar photovoltaic , New Hampshire ,2014,2,0.50891, New Hampshire 20142
Net generation small-scale solar photovoltaic , New Hampshire ,2014,1,0.46356, New Hampshire 20141
Net generation small-scale solar photovoltaic , New Jersey ,2017,7,77.0801, New Jersey 20177
Net generation small-scale solar photovoltaic , New Jersey ,2017,6,76.62952, New Jersey 20176
Net generation small-scale solar photovoltaic , New Jersey ,2017,5,69.02504, New Jersey 20175
Net generation small-scale solar photovoltaic , New Jersey ,2017,4,63.92988, New Jersey 20174
Net generation small-scale solar photovoltaic , New Jersey ,2017,3,56.18928, New Jersey 20173
Net generation small-scale solar photovoltaic , New Jersey ,2017,2,41.91279, New Jersey 20172
Net generation small-scale solar photovoltaic , New Jersey ,2017,1,28.32874, New Jersey 20171
Net generation small-scale solar photovoltaic , New Jersey ,2016,12,27.41787, New Jersey 201612
Net generation small-scale solar photovoltaic , New Jersey ,2016,11,31.91581, New Jersey 201611
Net generation small-scale solar photovoltaic , New Jersey ,2016,10,40.05269, New Jersey 201610
Net generation small-scale solar photovoltaic , New Jersey ,2016,9,45.32712, New Jersey 20169
Net generation small-scale solar photovoltaic , New Jersey ,2016,8,55.35728, New Jersey 20168
Net generation small-scale solar photovoltaic , New Jersey ,2016,7,55.81878, New Jersey 20167
Net generation small-scale solar photovoltaic , New Jersey ,2016,6,52.87874, New Jersey 20166
Net generation small-scale solar photovoltaic , New Jersey ,2016,5,46.39411, New Jersey 20165
Net generation small-scale solar photovoltaic , New Jersey ,2016,4,44.65892, New Jersey 20164
Net generation small-scale solar photovoltaic , New Jersey ,2016,3,40.00855, New Jersey 20163
Net generation small-scale solar photovoltaic , New Jersey ,2016,2,25.8512, New Jersey 20162
Net generation small-scale solar photovoltaic , New Jersey ,2016,1,22.5238, New Jersey 20161
Net generation small-scale solar photovoltaic , New Jersey ,2015,12,18.6731, New Jersey 201512
Net generation small-scale solar photovoltaic , New Jersey ,2015,11,20.8012, New Jersey 201511
Net generation small-scale solar photovoltaic , New Jersey ,2015,10,27.49697, New Jersey 201510
Net generation small-scale solar photovoltaic , New Jersey ,2015,9,31.60394, New Jersey 20159
Net generation small-scale solar photovoltaic , New Jersey ,2015,8,37.04132, New Jersey 20158
Net generation small-scale solar photovoltaic , New Jersey ,2015,7,36.95069, New Jersey 20157
Net generation small-scale solar photovoltaic , New Jersey ,2015,6,33.96025, New Jersey 20156
Net generation small-scale solar photovoltaic , New Jersey ,2015,5,34.82395, New Jersey 20155
Net generation small-scale solar photovoltaic , New Jersey ,2015,4,31.17661, New Jersey 20154
Net generation small-scale solar photovoltaic , New Jersey ,2015,3,27.1889, New Jersey 20153
Net generation small-scale solar photovoltaic , New Jersey ,2015,2,19.9672, New Jersey 20152
Net generation small-scale solar photovoltaic , New Jersey ,2015,1,16.97183, New Jersey 20151
Net generation small-scale solar photovoltaic , New Jersey ,2014,12,18.49778, New Jersey 201412
Net generation small-scale solar photovoltaic , New Jersey ,2014,11,18.0463, New Jersey 201411
Net generation small-scale solar photovoltaic , New Jersey ,2014,10,22.85306, New Jersey 201410
Net generation small-scale solar photovoltaic , New Jersey ,2014,9,25.65403, New Jersey 20149
Net generation small-scale solar photovoltaic , New Jersey ,2014,8,28.58639, New Jersey 20148
Net generation small-scale solar photovoltaic , New Jersey ,2014,7,30.18824, New Jersey 20147
Net generation small-scale solar photovoltaic , New Jersey ,2014,6,28.37485, New Jersey 20146
Net generation small-scale solar photovoltaic , New Jersey ,2014,5,28.13172, New Jersey 20145
Net generation small-scale solar photovoltaic , New Jersey ,2014,4,25.33984, New Jersey 20144
Net generation small-scale solar photovoltaic , New Jersey ,2014,3,23.81544, New Jersey 20143
Net generation small-scale solar photovoltaic , New Jersey ,2014,2,18.22427, New Jersey 20142
Net generation small-scale solar photovoltaic , New Jersey ,2014,1,15.93827, New Jersey 20141
Net generation small-scale solar photovoltaic , New Mexico ,2017,7,11.58983, New Mexico 20177
Net generation small-scale solar photovoltaic , New Mexico ,2017,6,11.83304, New Mexico 20176
Net generation small-scale solar photovoltaic , New Mexico ,2017,5,11.85641, New Mexico 20175
Net generation small-scale solar photovoltaic , New Mexico ,2017,4,11.0114, New Mexico 20174
Net generation small-scale solar photovoltaic , New Mexico ,2017,3,10.28729, New Mexico 20173
Net generation small-scale solar photovoltaic , New Mexico ,2017,2,8.06215, New Mexico 20172
Net generation small-scale solar photovoltaic , New Mexico ,2017,1,7.86965, New Mexico 20171
Net generation small-scale solar photovoltaic , New Mexico ,2016,12,7.44674, New Mexico 201612
Net generation small-scale solar photovoltaic , New Mexico ,2016,11,7.53575, New Mexico 201611
Net generation small-scale solar photovoltaic , New Mexico ,2016,10,8.22182, New Mexico 201610
Net generation small-scale solar photovoltaic , New Mexico ,2016,9,8.06402, New Mexico 20169
Net generation small-scale solar photovoltaic , New Mexico ,2016,8,8.25685, New Mexico 20168
Net generation small-scale solar photovoltaic , New Mexico ,2016,7,8.40507, New Mexico 20167
Net generation small-scale solar photovoltaic , New Mexico ,2016,6,8.48796, New Mexico 20166
Net generation small-scale solar photovoltaic , New Mexico ,2016,5,8.58689, New Mexico 20165
Net generation small-scale solar photovoltaic , New Mexico ,2016,4,7.83974, New Mexico 20164
Net generation small-scale solar photovoltaic , New Mexico ,2016,3,7.28167, New Mexico 20163
Net generation small-scale solar photovoltaic , New Mexico ,2016,2,6.00064, New Mexico 20162
Net generation small-scale solar photovoltaic , New Mexico ,2016,1,5.815, New Mexico 20161
Net generation small-scale solar photovoltaic , New Mexico ,2015,12,5.67125, New Mexico 201512
Net generation small-scale solar photovoltaic , New Mexico ,2015,11,5.67474, New Mexico 201511
Net generation small-scale solar photovoltaic , New Mexico ,2015,10,5.99844, New Mexico 201510
Net generation small-scale solar photovoltaic , New Mexico ,2015,9,5.9685, New Mexico 20159
Net generation small-scale solar photovoltaic , New Mexico ,2015,8,6.05179, New Mexico 20158
Net generation small-scale solar photovoltaic , New Mexico ,2015,7,6.1464, New Mexico 20157
Net generation small-scale solar photovoltaic , New Mexico ,2015,6,6.22797, New Mexico 20156
Net generation small-scale solar photovoltaic , New Mexico ,2015,5,6.38275, New Mexico 20155
Net generation small-scale solar photovoltaic , New Mexico ,2015,4,5.97232, New Mexico 20154
Net generation small-scale solar photovoltaic , New Mexico ,2015,3,5.63607, New Mexico 20153
Net generation small-scale solar photovoltaic , New Mexico ,2015,2,4.52541, New Mexico 20152
Net generation small-scale solar photovoltaic , New Mexico ,2015,1,4.58682, New Mexico 20151
Net generation small-scale solar photovoltaic , New Mexico ,2014,12,4.25165, New Mexico 201412
Net generation small-scale solar photovoltaic , New Mexico ,2014,11,4.23851, New Mexico 201411
Net generation small-scale solar photovoltaic , New Mexico ,2014,10,4.52363, New Mexico 201410
Net generation small-scale solar photovoltaic , New Mexico ,2014,9,4.48687, New Mexico 20149
Net generation small-scale solar photovoltaic , New Mexico ,2014,8,4.59517, New Mexico 20148
Net generation small-scale solar photovoltaic , New Mexico ,2014,7,4.63956, New Mexico 20147
Net generation small-scale solar photovoltaic , New Mexico ,2014,6,4.72917, New Mexico 20146
Net generation small-scale solar photovoltaic , New Mexico ,2014,5,4.84712, New Mexico 20145
Net generation small-scale solar photovoltaic , New Mexico ,2014,4,4.54047, New Mexico 20144
Net generation small-scale solar photovoltaic , New Mexico ,2014,3,4.27041, New Mexico 20143
Net generation small-scale solar photovoltaic , New Mexico ,2014,2,3.42738, New Mexico 20142
Net generation small-scale solar photovoltaic , New Mexico ,2014,1,3.5012, New Mexico 20141
Net generation small-scale solar photovoltaic , New York ,2017,7,85.27993, New York 20177
Net generation small-scale solar photovoltaic , New York ,2017,6,81.84836, New York 20176
Net generation small-scale solar photovoltaic , New York ,2017,5,78.23911, New York 20175
Net generation small-scale solar photovoltaic , New York ,2017,4,70.01471, New York 20174
Net generation small-scale solar photovoltaic , New York ,2017,3,57.57599, New York 20173
