Category,State,Year,Month,Value(thousand megawatthours),state_year_month
Net generation wind , New Hampshire ,2008,2,0, New Hampshire 20082
Net generation wind , New Hampshire ,2008,1,0, New Hampshire 20081
Net generation wind , New Jersey ,2017,7,0, New Jersey 20177
Net generation wind , New Jersey ,2017,6,0, New Jersey 20176
Net generation wind , New Jersey ,2017,5,0, New Jersey 20175
Net generation wind , New Jersey ,2017,4,0, New Jersey 20174
Net generation wind , New Jersey ,2017,3,0, New Jersey 20173
Net generation wind , New Jersey ,2017,2,0, New Jersey 20172
Net generation wind , New Jersey ,2017,1,0, New Jersey 20171
Net generation wind , New Jersey ,2016,12,0, New Jersey 201612
Net generation wind , New Jersey ,2016,11,0, New Jersey 201611
Net generation wind , New Jersey ,2016,10,0, New Jersey 201610
Net generation wind , New Jersey ,2016,9,0, New Jersey 20169
Net generation wind , New Jersey ,2016,8,0, New Jersey 20168
Net generation wind , New Jersey ,2016,7,0, New Jersey 20167
Net generation wind , New Jersey ,2016,6,0, New Jersey 20166
Net generation wind , New Jersey ,2016,5,0, New Jersey 20165
Net generation wind , New Jersey ,2016,4,0, New Jersey 20164
Net generation wind , New Jersey ,2016,3,0, New Jersey 20163
Net generation wind , New Jersey ,2016,2,0, New Jersey 20162
Net generation wind , New Jersey ,2016,1,0, New Jersey 20161
Net generation wind , New Jersey ,2015,12,2.24009, New Jersey 201512
Net generation wind , New Jersey ,2015,11,2.28365, New Jersey 201511
Net generation wind , New Jersey ,2015,10,2.07979, New Jersey 201510
Net generation wind , New Jersey ,2015,9,1.01865, New Jersey 20159
Net generation wind , New Jersey ,2015,8,0.92184, New Jersey 20158
Net generation wind , New Jersey ,2015,7,0.93509, New Jersey 20157
Net generation wind , New Jersey ,2015,6,1.32214, New Jersey 20156
Net generation wind , New Jersey ,2015,5,1.5419, New Jersey 20155
Net generation wind , New Jersey ,2015,4,2.18189, New Jersey 20154
Net generation wind , New Jersey ,2015,3,2.50905, New Jersey 20153
Net generation wind , New Jersey ,2015,2,1.93152, New Jersey 20152
Net generation wind , New Jersey ,2015,1,2.5734, New Jersey 20151
Net generation wind , New Jersey ,2014,12,2.15135, New Jersey 201412
Net generation wind , New Jersey ,2014,11,2.61108, New Jersey 201411
Net generation wind , New Jersey ,2014,10,2.16324, New Jersey 201410
Net generation wind , New Jersey ,2014,9,1.27345, New Jersey 20149
Net generation wind , New Jersey ,2014,8,1.06457, New Jersey 20148
Net generation wind , New Jersey ,2014,7,1.25732, New Jersey 20147
Net generation wind , New Jersey ,2014,6,1.06604, New Jersey 20146
Net generation wind , New Jersey ,2014,5,1.56766, New Jersey 20145
Net generation wind , New Jersey ,2014,4,2.55123, New Jersey 20144
Net generation wind , New Jersey ,2014,3,2.4266, New Jersey 20143
Net generation wind , New Jersey ,2014,2,2.12179, New Jersey 20142
Net generation wind , New Jersey ,2014,1,2.60068, New Jersey 20141
Net generation wind , New Jersey ,2013,12,1.10792, New Jersey 201312
Net generation wind , New Jersey ,2013,11,1.34437, New Jersey 201311
Net generation wind , New Jersey ,2013,10,0.85184, New Jersey 201310
Net generation wind , New Jersey ,2013,9,0.57328, New Jersey 20139
Net generation wind , New Jersey ,2013,8,0.48972, New Jersey 20138
Net generation wind , New Jersey ,2013,7,0.422, New Jersey 20137
Net generation wind , New Jersey ,2013,6,0.6458, New Jersey 20136
Net generation wind , New Jersey ,2013,5,0.90396, New Jersey 20135
Net generation wind , New Jersey ,2013,4,1.20982, New Jersey 20134
Net generation wind , New Jersey ,2013,3,1.11327, New Jersey 20133
Net generation wind , New Jersey ,2013,2,0.98605, New Jersey 20132
Net generation wind , New Jersey ,2013,1,1.22897, New Jersey 20131
Net generation wind , New Jersey ,2012,12,1.44898, New Jersey 201212
Net generation wind , New Jersey ,2012,11,1.00772, New Jersey 201211
Net generation wind , New Jersey ,2012,10,1.07835, New Jersey 201210
Net generation wind , New Jersey ,2012,9,0.69685, New Jersey 20129
Net generation wind , New Jersey ,2012,8,0.52241, New Jersey 20128
Net generation wind , New Jersey ,2012,7,0.52006, New Jersey 20127
Net generation wind , New Jersey ,2012,6,0.80443, New Jersey 20126
Net generation wind , New Jersey ,2012,5,0.62757, New Jersey 20125
Net generation wind , New Jersey ,2012,4,1.09023, New Jersey 20124
Net generation wind , New Jersey ,2012,3,1.2017, New Jersey 20123
Net generation wind , New Jersey ,2012,2,1.14287, New Jersey 20122
Net generation wind , New Jersey ,2012,1,1.42684, New Jersey 20121
Net generation wind , New Jersey ,2011,12,1.07648, New Jersey 201112
Net generation wind , New Jersey ,2011,11,1.2055, New Jersey 201111
Net generation wind , New Jersey ,2011,10,0.88558, New Jersey 201110
Net generation wind , New Jersey ,2011,9,0.54744, New Jersey 20119
Net generation wind , New Jersey ,2011,8,0.56734, New Jersey 20118
Net generation wind , New Jersey ,2011,7,0.50138, New Jersey 20117
Net generation wind , New Jersey ,2011,6,0.61327, New Jersey 20116
Net generation wind , New Jersey ,2011,5,0.69022, New Jersey 20115
Net generation wind , New Jersey ,2011,4,1.23555, New Jersey 20114
Net generation wind , New Jersey ,2011,3,1.19653, New Jersey 20113
Net generation wind , New Jersey ,2011,2,1.22573, New Jersey 20112
Net generation wind , New Jersey ,2011,1,0.77797, New Jersey 20111
Net generation wind , New Jersey ,2010,12,1.33878, New Jersey 201012
Net generation wind , New Jersey ,2010,11,1.24185, New Jersey 201011
Net generation wind , New Jersey ,2010,10,1.25315, New Jersey 201010
Net generation wind , New Jersey ,2010,9,1.06261, New Jersey 20109
Net generation wind , New Jersey ,2010,8,0.67281, New Jersey 20108
Net generation wind , New Jersey ,2010,7,0.68369, New Jersey 20107
Net generation wind , New Jersey ,2010,6,0.82281, New Jersey 20106
Net generation wind , New Jersey ,2010,5,0.92282, New Jersey 20105
Net generation wind , New Jersey ,2010,4,1.10558, New Jersey 20104
Net generation wind , New Jersey ,2010,3,1.17562, New Jersey 20103
Net generation wind , New Jersey ,2010,2,1.10992, New Jersey 20102
Net generation wind , New Jersey ,2010,1,1.26336, New Jersey 20101
Net generation wind , New Jersey ,2009,12,2.99383, New Jersey 200912
Net generation wind , New Jersey ,2009,11,2.1457, New Jersey 200911
Net generation wind , New Jersey ,2009,10,1.83298, New Jersey 200910
Net generation wind , New Jersey ,2009,9,1.32898, New Jersey 20099
Net generation wind , New Jersey ,2009,8,1.12278, New Jersey 20098
Net generation wind , New Jersey ,2009,7,1.33959, New Jersey 20097
Net generation wind , New Jersey ,2009,6,0.88559, New Jersey 20096
Net generation wind , New Jersey ,2009,5,1.95904, New Jersey 20095
Net generation wind , New Jersey ,2009,4,2.49062, New Jersey 20094
Net generation wind , New Jersey ,2009,3,1.54818, New Jersey 20093
Net generation wind , New Jersey ,2009,2,1.82673, New Jersey 20092
Net generation wind , New Jersey ,2009,1,1.44399, New Jersey 20091
Net generation wind , New Jersey ,2008,12,3.43165, New Jersey 200812
Net generation wind , New Jersey ,2008,11,1.77162, New Jersey 200811
Net generation wind , New Jersey ,2008,10,1.62337, New Jersey 200810
Net generation wind , New Jersey ,2008,9,1.12157, New Jersey 20089
Net generation wind , New Jersey ,2008,8,1.01836, New Jersey 20088
Net generation wind , New Jersey ,2008,7,1.38097, New Jersey 20087
Net generation wind , New Jersey ,2008,6,2.41641, New Jersey 20086
Net generation wind , New Jersey ,2008,5,1.84325, New Jersey 20085
Net generation wind , New Jersey ,2008,4,1.42823, New Jersey 20084
Net generation wind , New Jersey ,2008,3,1.52914, New Jersey 20083
Net generation wind , New Jersey ,2008,2,1.45053, New Jersey 20082
Net generation wind , New Jersey ,2008,1,1.86992, New Jersey 20081
Net generation wind , New Jersey ,2007,12,1.9499, New Jersey 200712
Net generation wind , New Jersey ,2007,11,1.73532, New Jersey 200711
Net generation wind , New Jersey ,2007,10,1.58629, New Jersey 200710
Net generation wind , New Jersey ,2007,9,1.23945, New Jersey 20079
Net generation wind , New Jersey ,2007,8,1.12588, New Jersey 20078
Net generation wind , New Jersey ,2007,7,0.99837, New Jersey 20077
Net generation wind , New Jersey ,2007,6,1.18331, New Jersey 20076
Net generation wind , New Jersey ,2007,5,1.15512, New Jersey 20075
Net generation wind , New Jersey ,2007,4,2.16375, New Jersey 20074
Net generation wind , New Jersey ,2007,3,2.60699, New Jersey 20073
Net generation wind , New Jersey ,2007,2,2.39162, New Jersey 20072
Net generation wind , New Jersey ,2007,1,2.27599, New Jersey 20071
Net generation wind , New Jersey ,2006,12,2.16085, New Jersey 200612
Net generation wind , New Jersey ,2006,11,2.00987, New Jersey 200611
Net generation wind , New Jersey ,2006,10,1.77978, New Jersey 200610
Net generation wind , New Jersey ,2006,9,1.25389, New Jersey 20069
Net generation wind , New Jersey ,2006,8,1.02693, New Jersey 20068
Net generation wind , New Jersey ,2006,7,1.18657, New Jersey 20067
Net generation wind , New Jersey ,2006,6,1.16342, New Jersey 20066
Net generation wind , New Jersey ,2006,5,1.73401, New Jersey 20065
Net generation wind , New Jersey ,2006,4,1.84243, New Jersey 20064
Net generation wind , New Jersey ,2006,3,1.83325, New Jersey 20063
Net generation wind , New Jersey ,2006,2,0, New Jersey 20062
Net generation wind , New Jersey ,2006,1,0, New Jersey 20061
Net generation wind , New Mexico ,2017,7,310.14488, New Mexico 20177
Net generation wind , New Mexico ,2017,6,338.0225, New Mexico 20176
Net generation wind , New Mexico ,2017,5,394.10328, New Mexico 20175
Net generation wind , New Mexico ,2017,4,351.36786, New Mexico 20174
Net generation wind , New Mexico ,2017,3,366.7149, New Mexico 20173
Net generation wind , New Mexico ,2017,2,328.75596, New Mexico 20172
Net generation wind , New Mexico ,2017,1,331.4127, New Mexico 20171
Net generation wind , New Mexico ,2016,12,372.91611, New Mexico 201612
Net generation wind , New Mexico ,2016,11,304.01346, New Mexico 201611
Net generation wind , New Mexico ,2016,10,324.56518, New Mexico 201610
Net generation wind , New Mexico ,2016,9,261.85327, New Mexico 20169
Net generation wind , New Mexico ,2016,8,195.83265, New Mexico 20168
Net generation wind , New Mexico ,2016,7,289.82981, New Mexico 20167
Net generation wind , New Mexico ,2016,6,207.30722, New Mexico 20166
Net generation wind , New Mexico ,2016,5,336.62857, New Mexico 20165
Net generation wind , New Mexico ,2016,4,310.35091, New Mexico 20164
Net generation wind , New Mexico ,2016,3,377.07804, New Mexico 20163
Net generation wind , New Mexico ,2016,2,326.61618, New Mexico 20162
Net generation wind , New Mexico ,2016,1,306.99031, New Mexico 20161
Net generation wind , New Mexico ,2015,12,375.3501, New Mexico 201512
Net generation wind , New Mexico ,2015,11,224.3936, New Mexico 201511
Net generation wind , New Mexico ,2015,10,159.91481, New Mexico 201510
Net generation wind , New Mexico ,2015,9,143.3327, New Mexico 20159
Net generation wind , New Mexico ,2015,8,124.6654, New Mexico 20158
Net generation wind , New Mexico ,2015,7,115.66058, New Mexico 20157
Net generation wind , New Mexico ,2015,6,127.29971, New Mexico 20156
Net generation wind , New Mexico ,2015,5,183.59046, New Mexico 20155
Net generation wind , New Mexico ,2015,4,224.0201, New Mexico 20154
Net generation wind , New Mexico ,2015,3,143.12818, New Mexico 20153
Net generation wind , New Mexico ,2015,2,144.79464, New Mexico 20152
Net generation wind , New Mexico ,2015,1,123.87074, New Mexico 20151
Net generation wind , New Mexico ,2014,12,180.65518, New Mexico 201412
Net generation wind , New Mexico ,2014,11,223.85124, New Mexico 201411
Net generation wind , New Mexico ,2014,10,149.34826, New Mexico 201410
Net generation wind , New Mexico ,2014,9,133.53606, New Mexico 20149
Net generation wind , New Mexico ,2014,8,103.00663, New Mexico 20148
Net generation wind , New Mexico ,2014,7,125.24071, New Mexico 20147
Net generation wind , New Mexico ,2014,6,210.73676, New Mexico 20146
Net generation wind , New Mexico ,2014,5,189.88485, New Mexico 20145
Net generation wind , New Mexico ,2014,4,258.39549, New Mexico 20144
Net generation wind , New Mexico ,2014,3,253.90593, New Mexico 20143
Net generation wind , New Mexico ,2014,2,198.10571, New Mexico 20142
Net generation wind , New Mexico ,2014,1,248.08319, New Mexico 20141
Net generation wind , New Mexico ,2013,12,199.8083, New Mexico 201312
Net generation wind , New Mexico ,2013,11,166.41408, New Mexico 201311
Net generation wind , New Mexico ,2013,10,197.22875, New Mexico 201310
Net generation wind , New Mexico ,2013,9,139.03954, New Mexico 20139
Net generation wind , New Mexico ,2013,8,111.16878, New Mexico 20138
Net generation wind , New Mexico ,2013,7,124.28885, New Mexico 20137
Net generation wind , New Mexico ,2013,6,185.45263, New Mexico 20136
Net generation wind , New Mexico ,2013,5,209.95117, New Mexico 20135
Net generation wind , New Mexico ,2013,4,224.3908, New Mexico 20134
Net generation wind , New Mexico ,2013,3,231.90274, New Mexico 20133
Net generation wind , New Mexico ,2013,2,214.01604, New Mexico 20132
Net generation wind , New Mexico ,2013,1,189.75932, New Mexico 20131
Net generation wind , New Mexico ,2012,12,233.75874, New Mexico 201212
Net generation wind , New Mexico ,2012,11,182.11525, New Mexico 201211
Net generation wind , New Mexico ,2012,10,197.7823, New Mexico 201210
Net generation wind , New Mexico ,2012,9,130.85584, New Mexico 20129
Net generation wind , New Mexico ,2012,8,119.37685, New Mexico 20128
Net generation wind , New Mexico ,2012,7,124.03582, New Mexico 20127
Net generation wind , New Mexico ,2012,6,188.03331, New Mexico 20126
Net generation wind , New Mexico ,2012,5,193.74021, New Mexico 20125
Net generation wind , New Mexico ,2012,4,193.03411, New Mexico 20124
Net generation wind , New Mexico ,2012,3,220.06769, New Mexico 20123
Net generation wind , New Mexico ,2012,2,213.32502, New Mexico 20122
Net generation wind , New Mexico ,2012,1,229.66287, New Mexico 20121
Net generation wind , New Mexico ,2011,12,152.14122, New Mexico 201112
Net generation wind , New Mexico ,2011,11,205.66897, New Mexico 201111
Net generation wind , New Mexico ,2011,10,159.13137, New Mexico 201110
Net generation wind , New Mexico ,2011,9,112.93735, New Mexico 20119
Net generation wind , New Mexico ,2011,8,91.66371, New Mexico 20118
Net generation wind , New Mexico ,2011,7,117.92524, New Mexico 20117
Net generation wind , New Mexico ,2011,6,203.0409, New Mexico 20116
Net generation wind , New Mexico ,2011,5,234.79364, New Mexico 20115
Net generation wind , New Mexico ,2011,4,248.36593, New Mexico 20114
Net generation wind , New Mexico ,2011,3,209.65626, New Mexico 20113
Net generation wind , New Mexico ,2011,2,186.04389, New Mexico 20112
Net generation wind , New Mexico ,2011,1,183.12851, New Mexico 20111
Net generation wind , New Mexico ,2010,12,199.00149, New Mexico 201012
Net generation wind , New Mexico ,2010,11,181.59707, New Mexico 201011
Net generation wind , New Mexico ,2010,10,144.12619, New Mexico 201010
Net generation wind , New Mexico ,2010,9,135.96562, New Mexico 20109
Net generation wind , New Mexico ,2010,8,120.36213, New Mexico 20108
Net generation wind , New Mexico ,2010,7,102.02472, New Mexico 20107
Net generation wind , New Mexico ,2010,6,138.66839, New Mexico 20106
Net generation wind , New Mexico ,2010,5,193.74595, New Mexico 20105
Net generation wind , New Mexico ,2010,4,198.92634, New Mexico 20104
Net generation wind , New Mexico ,2010,3,168.42698, New Mexico 20103
Net generation wind , New Mexico ,2010,2,93.54653, New Mexico 20102
Net generation wind , New Mexico ,2010,1,155.79061, New Mexico 20101
Net generation wind , New Mexico ,2009,12,140.42525, New Mexico 200912
Net generation wind , New Mexico ,2009,11,132.61211, New Mexico 200911
Net generation wind , New Mexico ,2009,10,163.20843, New Mexico 200910
Net generation wind , New Mexico ,2009,9,95.42532, New Mexico 20099
Net generation wind , New Mexico ,2009,8,123.15677, New Mexico 20098
Net generation wind , New Mexico ,2009,7,93.85797, New Mexico 20097
Net generation wind , New Mexico ,2009,6,90.05359, New Mexico 20096
Net generation wind , New Mexico ,2009,5,108.69173, New Mexico 20095
Net generation wind , New Mexico ,2009,4,144.79861, New Mexico 20094
Net generation wind , New Mexico ,2009,3,163.10727, New Mexico 20093
Net generation wind , New Mexico ,2009,2,148.85668, New Mexico 20092
Net generation wind , New Mexico ,2009,1,142.52426, New Mexico 20091
Net generation wind , New Mexico ,2008,12,164.074, New Mexico 200812
Net generation wind , New Mexico ,2008,11,135.349, New Mexico 200811
Net generation wind , New Mexico ,2008,10,128.329, New Mexico 200810
Net generation wind , New Mexico ,2008,9,95.276, New Mexico 20089
Net generation wind , New Mexico ,2008,8,75.558, New Mexico 20088
Net generation wind , New Mexico ,2008,7,97.392, New Mexico 20087
Net generation wind , New Mexico ,2008,6,142.918, New Mexico 20086
Net generation wind , New Mexico ,2008,5,151.271, New Mexico 20085
Net generation wind , New Mexico ,2008,4,163.416, New Mexico 20084
Net generation wind , New Mexico ,2008,3,162.225, New Mexico 20083
Net generation wind , New Mexico ,2008,2,151.341, New Mexico 20082
Net generation wind , New Mexico ,2008,1,175.638, New Mexico 20081
Net generation wind , New Mexico ,2007,12,161.104, New Mexico 200712
Net generation wind , New Mexico ,2007,11,119.973, New Mexico 200711
Net generation wind , New Mexico ,2007,10,150.851, New Mexico 200710
Net generation wind , New Mexico ,2007,9,119.666, New Mexico 20079
Net generation wind , New Mexico ,2007,8,109.168, New Mexico 20078
Net generation wind , New Mexico ,2007,7,70.382, New Mexico 20077
Net generation wind , New Mexico ,2007,6,94.546, New Mexico 20076
Net generation wind , New Mexico ,2007,5,112.527, New Mexico 20075
Net generation wind , New Mexico ,2007,4,136.258, New Mexico 20074
Net generation wind , New Mexico ,2007,3,120.525, New Mexico 20073
Net generation wind , New Mexico ,2007,2,103.569, New Mexico 20072
Net generation wind , New Mexico ,2007,1,94.67, New Mexico 20071
Net generation wind , New Mexico ,2006,12,88.601, New Mexico 200612
Net generation wind , New Mexico ,2006,11,114.35, New Mexico 200611
Net generation wind , New Mexico ,2006,10,106.865, New Mexico 200610
Net generation wind , New Mexico ,2006,9,83.796, New Mexico 20069
Net generation wind , New Mexico ,2006,8,61.185, New Mexico 20068
Net generation wind , New Mexico ,2006,7,79.739, New Mexico 20067
Net generation wind , New Mexico ,2006,6,101.979, New Mexico 20066
Net generation wind , New Mexico ,2006,5,93.485, New Mexico 20065
Net generation wind , New Mexico ,2006,4,139.947, New Mexico 20064
Net generation wind , New Mexico ,2006,3,144.867, New Mexico 20063
Net generation wind , New Mexico ,2006,2,107.996, New Mexico 20062
Net generation wind , New Mexico ,2006,1,132.626, New Mexico 20061
Net generation wind , New Mexico ,2005,12,87.89297, New Mexico 200512
Net generation wind , New Mexico ,2005,11,69.87688, New Mexico 200511
Net generation wind , New Mexico ,2005,10,52.94204, New Mexico 200510
Net generation wind , New Mexico ,2005,9,60.16449, New Mexico 20059
Net generation wind , New Mexico ,2005,8,46.6288, New Mexico 20058
Net generation wind , New Mexico ,2005,7,66.10185, New Mexico 20057
Net generation wind , New Mexico ,2005,6,72.04551, New Mexico 20056
Net generation wind , New Mexico ,2005,5,69.9417, New Mexico 20055
Net generation wind , New Mexico ,2005,4,80.10503, New Mexico 20054
Net generation wind , New Mexico ,2005,3,81.34276, New Mexico 20053
Net generation wind , New Mexico ,2005,2,45.32158, New Mexico 20052
Net generation wind , New Mexico ,2005,1,62.26639, New Mexico 20051
Net generation wind , New Mexico ,2004,12,52.281, New Mexico 200412
Net generation wind , New Mexico ,2004,11,45.95, New Mexico 200411
Net generation wind , New Mexico ,2004,10,23.397, New Mexico 200410
Net generation wind , New Mexico ,2004,9,39.781, New Mexico 20049
Net generation wind , New Mexico ,2004,8,30.756, New Mexico 20048
Net generation wind , New Mexico ,2004,7,28.243, New Mexico 20047
Net generation wind , New Mexico ,2004,6,39.071, New Mexico 20046
Net generation wind , New Mexico ,2004,5,54.041, New Mexico 20045
Net generation wind , New Mexico ,2004,4,56, New Mexico 20044
Net generation wind , New Mexico ,2004,3,49.023, New Mexico 20043
Net generation wind , New Mexico ,2004,2,45.891, New Mexico 20042
Net generation wind , New Mexico ,2004,1,49.031, New Mexico 20041
Net generation wind , New Mexico ,2003,12,51.231, New Mexico 200312
Net generation wind , New Mexico ,2003,11,50.582, New Mexico 200311
Net generation wind , New Mexico ,2003,10,38.078, New Mexico 200310
Net generation wind , New Mexico ,2003,9,42.844, New Mexico 20039
Net generation wind , New York ,2017,7,314.43787, New York 20177
Net generation wind , New York ,2017,6,377.71487, New York 20176
Net generation wind , New York ,2017,5,331.63737, New York 20175
Net generation wind , New York ,2017,4,439.30197, New York 20174
Net generation wind , New York ,2017,3,403.60159, New York 20173
Net generation wind , New York ,2017,2,338.94161, New York 20172
Net generation wind , New York ,2017,1,278.42928, New York 20171
Net generation wind , New York ,2016,12,536.10526, New York 201612
Net generation wind , New York ,2016,11,371.49304, New York 201611
Net generation wind , New York ,2016,10,327.04658, New York 201610
Net generation wind , New York ,2016,9,197.72103, New York 20169
Net generation wind , New York ,2016,8,214.26812, New York 20168
Net generation wind , New York ,2016,7,220.07073, New York 20167
Net generation wind , New York ,2016,6,278.44915, New York 20166
Net generation wind , New York ,2016,5,238.64393, New York 20165
Net generation wind , New York ,2016,4,259.96244, New York 20164
Net generation wind , New York ,2016,3,388.29592, New York 20163
Net generation wind , New York ,2016,2,435.94268, New York 20162
Net generation wind , New York ,2016,1,477.70534, New York 20161
Net generation wind , New York ,2015,12,400.94166, New York 201512
Net generation wind , New York ,2015,11,414.54023, New York 201511
Net generation wind , New York ,2015,10,390.36475, New York 201510
Net generation wind , New York ,2015,9,189.19262, New York 20159
Net generation wind , New York ,2015,8,194.54795, New York 20158
Net generation wind , New York ,2015,7,183.99599, New York 20157
Net generation wind , New York ,2015,6,220.12366, New York 20156
Net generation wind , New York ,2015,5,317.94131, New York 20155
Net generation wind , New York ,2015,4,394.97719, New York 20154
Net generation wind , New York ,2015,3,439.94719, New York 20153
Net generation wind , New York ,2015,2,342.63568, New York 20152
Net generation wind , New York ,2015,1,487.77178, New York 20151
Net generation wind , New York ,2014,12,331.34844, New York 201412
Net generation wind , New York ,2014,11,471.66853, New York 201411
Net generation wind , New York ,2014,10,361.78679, New York 201410
Net generation wind , New York ,2014,9,239.36467, New York 20149
Net generation wind , New York ,2014,8,184.80324, New York 20148
Net generation wind , New York ,2014,7,235.55805, New York 20147
Net generation wind , New York ,2014,6,189.28878, New York 20146
Net generation wind , New York ,2014,5,287.7376, New York 20145
Net generation wind , New York ,2014,4,443.10139, New York 20144
Net generation wind , New York ,2014,3,399.04548, New York 20143
Net generation wind , New York ,2014,2,368.43438, New York 20142
Net generation wind , New York ,2014,1,456.26981, New York 20141
Net generation wind , New York ,2013,12,349.75483, New York 201312
Net generation wind , New York ,2013,11,444.88192, New York 201311
Net generation wind , New York ,2013,10,299.42377, New York 201310
Net generation wind , New York ,2013,9,204.75386, New York 20139
Net generation wind , New York ,2013,8,180.46343, New York 20138
Net generation wind , New York ,2013,7,145.18032, New York 20137
Net generation wind , New York ,2013,6,206.82013, New York 20136
Net generation wind , New York ,2013,5,279.56665, New York 20135
Net generation wind , New York ,2013,4,404.36135, New York 20134
Net generation wind , New York ,2013,3,312.03526, New York 20133
Net generation wind , New York ,2013,2,290.28815, New York 20132
Net generation wind , New York ,2013,1,421.96834, New York 20131
Net generation wind , New York ,2012,12,352.05296, New York 201212
Net generation wind , New York ,2012,11,242.12232, New York 201211
Net generation wind , New York ,2012,10,270.90525, New York 201210
Net generation wind , New York ,2012,9,184.38078, New York 20129
Net generation wind , New York ,2012,8,148.88237, New York 20128
Net generation wind , New York ,2012,7,122.81271, New York 20127
Net generation wind , New York ,2012,6,205.9366, New York 20126
Net generation wind , New York ,2012,5,167.60313, New York 20125
Net generation wind , New York ,2012,4,274.10633, New York 20124
Net generation wind , New York ,2012,3,321.22035, New York 20123
Net generation wind , New York ,2012,2,307.7642, New York 20122
Net generation wind , New York ,2012,1,393.79016, New York 20121
Net generation wind , New York ,2011,12,303.78713, New York 201112
Net generation wind , New York ,2011,11,330.37311, New York 201111
Net generation wind , New York ,2011,10,241.54088, New York 201110
Net generation wind , New York ,2011,9,150.73859, New York 20119
Net generation wind , New York ,2011,8,155.50114, New York 20118
Net generation wind , New York ,2011,7,145.64876, New York 20117
Net generation wind , New York ,2011,6,172.58491, New York 20116
Net generation wind , New York ,2011,5,187.05284, New York 20115
Net generation wind , New York ,2011,4,325.08545, New York 20114
Net generation wind , New York ,2011,3,311.72237, New York 20113
Net generation wind , New York ,2011,2,325.60029, New York 20112
Net generation wind , New York ,2011,1,178.43353, New York 20111
Net generation wind , New York ,2010,12,255.25168, New York 201012
Net generation wind , New York ,2010,11,257.41098, New York 201011
Net generation wind , New York ,2010,10,255.27241, New York 201010
Net generation wind , New York ,2010,9,234.73438, New York 20109
Net generation wind , New York ,2010,8,157.1688, New York 20108
Net generation wind , New York ,2010,7,157.41994, New York 20107
Net generation wind , New York ,2010,6,172.67988, New York 20106
Net generation wind , New York ,2010,5,195.61799, New York 20105
Net generation wind , New York ,2010,4,236.079, New York 20104
Net generation wind , New York ,2010,3,237.98972, New York 20103
Net generation wind , New York ,2010,2,206.30424, New York 20102
Net generation wind , New York ,2010,1,230.22497, New York 20101
Net generation wind , New York ,2009,12,301.85871, New York 200912
Net generation wind , New York ,2009,11,202.4588, New York 200911
Net generation wind , New York ,2009,10,184.1978, New York 200910
Net generation wind , New York ,2009,9,134.05393, New York 20099
Net generation wind , New York ,2009,8,128.12247, New York 20098
Net generation wind , New York ,2009,7,153.14859, New York 20097
Net generation wind , New York ,2009,6,95.58666, New York 20096
Net generation wind , New York ,2009,5,222.03008, New York 20095
Net generation wind , New York ,2009,4,298.45636, New York 20094
Net generation wind , New York ,2009,3,176.27124, New York 20093
Net generation wind , New York ,2009,2,207.64734, New York 20092
Net generation wind , New York ,2009,1,162.50663, New York 20091
Net generation wind , New York ,2008,12,207.81883, New York 200812
Net generation wind , New York ,2008,11,99.06438, New York 200811
Net generation wind , New York ,2008,10,93.81449, New York 200810
Net generation wind , New York ,2008,9,68.00341, New York 20089
Net generation wind , New York ,2008,8,62.12265, New York 20088
Net generation wind , New York ,2008,7,88.08648, New York 20087
Net generation wind , New York ,2008,6,156.91745, New York 20086
Net generation wind , New York ,2008,5,110.00617, New York 20085
Net generation wind , New York ,2008,4,83.43663, New York 20084
Net generation wind , New York ,2008,3,87.62565, New York 20083
Net generation wind , New York ,2008,2,84.62437, New York 20082
Net generation wind , New York ,2008,1,109.1798, New York 20081
Net generation wind , New York ,2007,12,77.77798, New York 200712
Net generation wind , New York ,2007,11,73.27308, New York 200711
Net generation wind , New York ,2007,10,64.98589, New York 200710
Net generation wind , New York ,2007,9,55.4687, New York 20079
Net generation wind , New York ,2007,8,51.05563, New York 20078
Net generation wind , New York ,2007,7,43.52478, New York 20077
Net generation wind , New York ,2007,6,50.48233, New York 20076
Net generation wind , New York ,2007,5,45.34683, New York 20075
Net generation wind , New York ,2007,4,87.20559, New York 20074
Net generation wind , New York ,2007,3,106.93395, New York 20073
Net generation wind , New York ,2007,2,93.0707, New York 20072
Net generation wind , New York ,2007,1,84.35054, New York 20071
Net generation wind , New York ,2006,12,100.30802, New York 200612
Net generation wind , New York ,2006,11,53.28359, New York 200611
Net generation wind , New York ,2006,10,67.5539, New York 200610
Net generation wind , New York ,2006,9,46.75565, New York 20069
Net generation wind , New York ,2006,8,37.74616, New York 20068
Net generation wind , New York ,2006,7,45.76564, New York 20067
Net generation wind , New York ,2006,6,33.01048, New York 20066
Net generation wind , New York ,2006,5,42.06295, New York 20065
Net generation wind , New York ,2006,4,54.91366, New York 20064
Net generation wind , New York ,2006,3,54.04125, New York 20063
Net generation wind , New York ,2006,2,60.82861, New York 20062
Net generation wind , New York ,2006,1,59.1011, New York 20061
Net generation wind , New York ,2005,12,13.27071, New York 200512
Net generation wind , New York ,2005,11,15.38504, New York 200511
Net generation wind , New York ,2005,10,8.41039, New York 200510
Net generation wind , New York ,2005,9,7.57064, New York 20059
Net generation wind , New York ,2005,8,5.13441, New York 20058
Net generation wind , New York ,2005,7,5.06049, New York 20057
