Category,State,Year,Month,Value(thousand megawatthours),state_year_month
Net generation wind , Alaska ,2017,7,0, Alaska 20177
Net generation wind , Alaska ,2017,6,13.01162, Alaska 20176
Net generation wind , Alaska ,2017,5,13.27443, Alaska 20175
Net generation wind , Alaska ,2017,4,16.05426, Alaska 20174
Net generation wind , Alaska ,2017,3,15.83815, Alaska 20173
Net generation wind , Alaska ,2017,2,0, Alaska 20172
Net generation wind , Alaska ,2017,1,0, Alaska 20171
Net generation wind , Alaska ,2016,12,17.7932, Alaska 201612
Net generation wind , Alaska ,2016,11,14.91559, Alaska 201611
Net generation wind , Alaska ,2016,10,13.83875, Alaska 201610
Net generation wind , Alaska ,2016,9,11.69727, Alaska 20169
Net generation wind , Alaska ,2016,8,8.40457, Alaska 20168
Net generation wind , Alaska ,2016,7,0, Alaska 20167
Net generation wind , Alaska ,2016,6,11.86383, Alaska 20166
Net generation wind , Alaska ,2016,5,12.6983, Alaska 20165
Net generation wind , Alaska ,2016,4,15.91816, Alaska 20164
Net generation wind , Alaska ,2016,3,15.75672, Alaska 20163
Net generation wind , Alaska ,2016,2,15.66424, Alaska 20162
Net generation wind , Alaska ,2016,1,15.10739, Alaska 20161
Net generation wind , Alaska ,2015,12,16.23006, Alaska 201512
Net generation wind , Alaska ,2015,11,18.43651, Alaska 201511
Net generation wind , Alaska ,2015,10,10.48074, Alaska 201510
Net generation wind , Alaska ,2015,9,14.32482, Alaska 20159
Net generation wind , Alaska ,2015,8,11.6432, Alaska 20158
Net generation wind , Alaska ,2015,7,13.32097, Alaska 20157
Net generation wind , Alaska ,2015,6,13.09057, Alaska 20156
Net generation wind , Alaska ,2015,5,17.08183, Alaska 20155
Net generation wind , Alaska ,2015,4,19.18777, Alaska 20154
Net generation wind , Alaska ,2015,3,11.07535, Alaska 20153
Net generation wind , Alaska ,2015,2,9.88483, Alaska 20152
Net generation wind , Alaska ,2015,1,4.93735, Alaska 20151
Net generation wind , Alaska ,2014,12,11.537, Alaska 201412
Net generation wind , Alaska ,2014,11,12.90254, Alaska 201411
Net generation wind , Alaska ,2014,10,13.70742, Alaska 201410
Net generation wind , Alaska ,2014,9,9.0683, Alaska 20149
Net generation wind , Alaska ,2014,8,15.70777, Alaska 20148
Net generation wind , Alaska ,2014,7,19.35414, Alaska 20147
Net generation wind , Alaska ,2014,6,18.70647, Alaska 20146
Net generation wind , Alaska ,2014,5,9.11345, Alaska 20145
Net generation wind , Alaska ,2014,4,19.03014, Alaska 20144
Net generation wind , Alaska ,2014,3,11.35078, Alaska 20143
Net generation wind , Alaska ,2014,2,4.23899, Alaska 20142
Net generation wind , Alaska ,2014,1,7.24, Alaska 20141
Net generation wind , Alaska ,2013,12,9.86624, Alaska 201312
Net generation wind , Alaska ,2013,11,10.10642, Alaska 201311
Net generation wind , Alaska ,2013,10,9.65963, Alaska 201310
Net generation wind , Alaska ,2013,9,15.06117, Alaska 20139
Net generation wind , Alaska ,2013,8,17.44717, Alaska 20138
Net generation wind , Alaska ,2013,7,15.40162, Alaska 20137
Net generation wind , Alaska ,2013,6,18.67837, Alaska 20136
Net generation wind , Alaska ,2013,5,9.86422, Alaska 20135
Net generation wind , Alaska ,2013,4,7.16001, Alaska 20134
Net generation wind , Alaska ,2013,3,7.46205, Alaska 20133
Net generation wind , Alaska ,2013,2,16.50547, Alaska 20132
Net generation wind , Alaska ,2013,1,8.07664, Alaska 20131
Net generation wind , Alaska ,2012,12,6.55997, Alaska 201212
Net generation wind , Alaska ,2012,11,0, Alaska 201211
Net generation wind , Alaska ,2012,10,0, Alaska 201210
Net generation wind , Alaska ,2012,9,4.48528, Alaska 20129
Net generation wind , Alaska ,2012,8,1.90699, Alaska 20128
Net generation wind , Alaska ,2012,7,2.79567, Alaska 20127
Net generation wind , Alaska ,2012,6,1.67562, Alaska 20126
Net generation wind , Alaska ,2012,5,2.16885, Alaska 20125
Net generation wind , Alaska ,2012,4,2.00854, Alaska 20124
Net generation wind , Alaska ,2012,3,2.04053, Alaska 20123
Net generation wind , Alaska ,2012,2,1.44879, Alaska 20122
Net generation wind , Alaska ,2012,1,0, Alaska 20121
Net generation wind , Alaska ,2011,12,1.62115, Alaska 201112
Net generation wind , Alaska ,2011,11,1.68208, Alaska 201111
Net generation wind , Alaska ,2011,10,1.15438, Alaska 201110
Net generation wind , Alaska ,2011,9,0.7534, Alaska 20119
Net generation wind , Alaska ,2011,8,1.42933, Alaska 20118
Net generation wind , Alaska ,2011,7,1.29988, Alaska 20117
Net generation wind , Alaska ,2011,6,1.09003, Alaska 20116
Net generation wind , Alaska ,2011,5,0.93613, Alaska 20115
Net generation wind , Alaska ,2011,4,0.43814, Alaska 20114
Net generation wind , Alaska ,2011,3,1.56418, Alaska 20113
Net generation wind , Alaska ,2011,2,0.05916, Alaska 20112
Net generation wind , Alaska ,2011,1,0.41813, Alaska 20111
Net generation wind , Alaska ,2010,12,0.36093, Alaska 201012
Net generation wind , Alaska ,2010,11,0.71944, Alaska 201011
Net generation wind , Alaska ,2010,10,1.13217, Alaska 201010
Net generation wind , Alaska ,2010,9,1.17705, Alaska 20109
Net generation wind , Alaska ,2010,8,1.76385, Alaska 20108
Net generation wind , Alaska ,2010,7,1.37293, Alaska 20107
Net generation wind , Alaska ,2010,6,1.25046, Alaska 20106
Net generation wind , Alaska ,2010,5,0.99963, Alaska 20105
Net generation wind , Alaska ,2010,4,1.36203, Alaska 20104
Net generation wind , Alaska ,2010,3,1.36758, Alaska 20103
Net generation wind , Alaska ,2010,2,0.68505, Alaska 20102
Net generation wind , Alaska ,2010,1,0.41588, Alaska 20101
Net generation wind , Alaska ,2009,12,0.30953, Alaska 200912
Net generation wind , Alaska ,2009,11,1.22224, Alaska 200911
Net generation wind , Alaska ,2009,10,0.5067, Alaska 200910
Net generation wind , Alaska ,2009,9,1.21284, Alaska 20099
Net generation wind , Alaska ,2009,8,1.28276, Alaska 20098
Net generation wind , Alaska ,2009,7,1.32511, Alaska 20097
Net generation wind , Alaska ,2009,6,0.87538, Alaska 20096
Net generation wind , Alaska ,2009,5,0.00283, Alaska 20095
Net generation wind , Alaska ,2009,4,0.069, Alaska 20094
Net generation wind , Alaska ,2009,3,0.08362, Alaska 20093
Net generation wind , Alaska ,2009,2,0.08875, Alaska 20092
Net generation wind , Alaska ,2009,1,0.04826, Alaska 20091
Net generation wind , Alaska ,2008,12,0.00327, Alaska 200812
Net generation wind , Alaska ,2008,11,0.00467, Alaska 200811
Net generation wind , Alaska ,2008,10,0.00536, Alaska 200810
Net generation wind , Alaska ,2008,9,0.00493, Alaska 20089
Net generation wind , Alaska ,2008,8,0.00839, Alaska 20088
Net generation wind , Alaska ,2008,7,0.00717, Alaska 20087
Net generation wind , Alaska ,2008,6,0.00624, Alaska 20086
Net generation wind , Alaska ,2008,5,0.00591, Alaska 20085
Net generation wind , Alaska ,2008,4,0.00536, Alaska 20084
Net generation wind , Alaska ,2008,3,0.00471, Alaska 20083
Net generation wind , Alaska ,2008,2,0.00334, Alaska 20082
Net generation wind , Alaska ,2008,1,0.00864, Alaska 20081
Net generation wind , Alaska ,2007,12,0.11317, Alaska 200712
Net generation wind , Alaska ,2007,11,0.05208, Alaska 200711
Net generation wind , Alaska ,2007,10,0.12629, Alaska 200710
Net generation wind , Alaska ,2007,9,0.10029, Alaska 20079
Net generation wind , Alaska ,2007,8,0.0955, Alaska 20078
Net generation wind , Alaska ,2007,7,0.12725, Alaska 20077
Net generation wind , Alaska ,2007,6,0.08737, Alaska 20076
Net generation wind , Alaska ,2007,5,0.06506, Alaska 20075
Net generation wind , Alaska ,2007,4,0.08433, Alaska 20074
Net generation wind , Alaska ,2007,3,0.04894, Alaska 20073
Net generation wind , Alaska ,2007,2,0.05536, Alaska 20072
Net generation wind , Alaska ,2007,1,0.05639, Alaska 20071
Net generation wind , Alaska ,2006,12,0.08516, Alaska 200612
Net generation wind , Alaska ,2006,11,0.07921, Alaska 200611
Net generation wind , Alaska ,2006,10,0.07014, Alaska 200610
Net generation wind , Alaska ,2006,9,0.04942, Alaska 20069
Net generation wind , Alaska ,2006,8,0.04047, Alaska 20068
Net generation wind , Alaska ,2006,7,0.04676, Alaska 20067
Net generation wind , Alaska ,2006,6,0.04585, Alaska 20066
Net generation wind , Alaska ,2006,5,0.06834, Alaska 20065
Net generation wind , Alaska ,2006,4,0.07261, Alaska 20064
Net generation wind , Alaska ,2006,3,0.07225, Alaska 20063
Net generation wind , Alaska ,2006,2,0.07075, Alaska 20062
Net generation wind , Alaska ,2006,1,0.08703, Alaska 20061
Net generation wind , Alaska ,2005,12,0.07937, Alaska 200512
Net generation wind , Alaska ,2005,11,0.09749, Alaska 200511
Net generation wind , Alaska ,2005,10,0.07092, Alaska 200510
Net generation wind , Alaska ,2005,9,0.0535, Alaska 20059
Net generation wind , Alaska ,2005,8,0.02536, Alaska 20058
Net generation wind , Alaska ,2005,7,0.02818, Alaska 20057
Net generation wind , Alaska ,2005,6,0.04122, Alaska 20056
Net generation wind , Alaska ,2005,5,0.04858, Alaska 20055
Net generation wind , Alaska ,2005,4,0.04573, Alaska 20054
Net generation wind , Alaska ,2005,3,0.04518, Alaska 20053
Net generation wind , Alaska ,2005,2,0.0304, Alaska 20052
Net generation wind , Alaska ,2005,1,0.02308, Alaska 20051
Net generation wind , Alaska ,2003,12,0, Alaska 200312
Net generation wind , Alaska ,2003,11,0, Alaska 200311
Net generation wind , Alaska ,2003,10,0, Alaska 200310
Net generation wind , Alaska ,2003,9,0, Alaska 20039
Net generation wind , Alaska ,2003,8,0, Alaska 20038
Net generation wind , Alaska ,2003,7,0, Alaska 20037
Net generation wind , Alaska ,2003,6,0, Alaska 20036
Net generation wind , Alaska ,2003,5,0, Alaska 20035
Net generation wind , Alaska ,2003,4,0, Alaska 20034
Net generation wind , Alaska ,2003,3,0, Alaska 20033
Net generation wind , Alaska ,2003,2,0, Alaska 20032
Net generation wind , Alaska ,2003,1,0, Alaska 20031
Net generation wind , Alaska ,2001,12,0.097, Alaska 200112
Net generation wind , Alaska ,2001,11,0.086, Alaska 200111
Net generation wind , Alaska ,2001,10,0.083, Alaska 200110
Net generation wind , Alaska ,2001,9,0.086, Alaska 20019
Net generation wind , Alaska ,2001,8,0.073, Alaska 20018
Net generation wind , Alaska ,2001,7,0.074, Alaska 20017
Net generation wind , Alaska ,2001,6,0.07, Alaska 20016
Net generation wind , Alaska ,2001,5,0.069, Alaska 20015
Net generation wind , Alaska ,2001,4,0.071, Alaska 20014
Net generation wind , Alaska ,2001,3,0.081, Alaska 20013
Net generation wind , Alaska ,2001,2,0.074, Alaska 20012
Net generation wind , Alaska ,2001,1,0.087, Alaska 20011
Net generation wind , Arizona ,2017,7,40.89863, Arizona 20177
Net generation wind , Arizona ,2017,6,44.26008, Arizona 20176
Net generation wind , Arizona ,2017,5,63.28595, Arizona 20175
Net generation wind , Arizona ,2017,4,64.20723, Arizona 20174
Net generation wind , Arizona ,2017,3,63.81176, Arizona 20173
Net generation wind , Arizona ,2017,2,53.39399, Arizona 20172
Net generation wind , Arizona ,2017,1,60.81758, Arizona 20171
Net generation wind , Arizona ,2016,12,48.90662, Arizona 201612
Net generation wind , Arizona ,2016,11,44.21383, Arizona 201611
Net generation wind , Arizona ,2016,10,51.29871, Arizona 201610
Net generation wind , Arizona ,2016,9,43.83382, Arizona 20169
Net generation wind , Arizona ,2016,8,21.45072, Arizona 20168
Net generation wind , Arizona ,2016,7,46.48536, Arizona 20167
Net generation wind , Arizona ,2016,6,45.92513, Arizona 20166
Net generation wind , Arizona ,2016,5,55.03816, Arizona 20165
Net generation wind , Arizona ,2016,4,49.66886, Arizona 20164
Net generation wind , Arizona ,2016,3,55.88792, Arizona 20163
Net generation wind , Arizona ,2016,2,37.99556, Arizona 20162
Net generation wind , Arizona ,2016,1,42.39437, Arizona 20161
Net generation wind , Arizona ,2015,12,55.05963, Arizona 201512
Net generation wind , Arizona ,2015,11,55.78768, Arizona 201511
Net generation wind , Arizona ,2015,10,34.89407, Arizona 201510
Net generation wind , Arizona ,2015,9,31.00678, Arizona 20159
Net generation wind , Arizona ,2015,8,29.37676, Arizona 20158
Net generation wind , Arizona ,2015,7,32.01851, Arizona 20157
Net generation wind , Arizona ,2015,6,34.24159, Arizona 20156
Net generation wind , Arizona ,2015,5,44.47433, Arizona 20155
Net generation wind , Arizona ,2015,4,53.18589, Arizona 20154
Net generation wind , Arizona ,2015,3,31.21934, Arizona 20153
Net generation wind , Arizona ,2015,2,34.77754, Arizona 20152
Net generation wind , Arizona ,2015,1,15.99287, Arizona 20151
Net generation wind , Arizona ,2014,12,29.24311, Arizona 201412
Net generation wind , Arizona ,2014,11,53.47766, Arizona 201411
Net generation wind , Arizona ,2014,10,20.70555, Arizona 201410
Net generation wind , Arizona ,2014,9,23.44823, Arizona 20149
Net generation wind , Arizona ,2014,8,25.35009, Arizona 20148
Net generation wind , Arizona ,2014,7,26.01258, Arizona 20147
Net generation wind , Arizona ,2014,6,61.77209, Arizona 20146
Net generation wind , Arizona ,2014,5,62.68024, Arizona 20145
Net generation wind , Arizona ,2014,4,57.69572, Arizona 20144
Net generation wind , Arizona ,2014,3,43.27964, Arizona 20143
Net generation wind , Arizona ,2014,2,36.16583, Arizona 20142
Net generation wind , Arizona ,2014,1,28.28427, Arizona 20141
Net generation wind , Arizona ,2013,12,35.2015, Arizona 201312
Net generation wind , Arizona ,2013,11,26.57519, Arizona 201311
Net generation wind , Arizona ,2013,10,41.4176, Arizona 201310
Net generation wind , Arizona ,2013,9,29.60711, Arizona 20139
Net generation wind , Arizona ,2013,8,18.29545, Arizona 20138
Net generation wind , Arizona ,2013,7,24.1965, Arizona 20137
Net generation wind , Arizona ,2013,6,49.28672, Arizona 20136
Net generation wind , Arizona ,2013,5,59.57968, Arizona 20135
Net generation wind , Arizona ,2013,4,54.53244, Arizona 20134
Net generation wind , Arizona ,2013,3,44.78348, Arizona 20133
Net generation wind , Arizona ,2013,2,35.01561, Arizona 20132
Net generation wind , Arizona ,2013,1,31.27272, Arizona 20131
Net generation wind , Arizona ,2012,12,48.02857, Arizona 201212
Net generation wind , Arizona ,2012,11,31.92003, Arizona 201211
Net generation wind , Arizona ,2012,10,40.5646, Arizona 201210
Net generation wind , Arizona ,2012,9,30.20284, Arizona 20129
Net generation wind , Arizona ,2012,8,30.35419, Arizona 20128
Net generation wind , Arizona ,2012,7,34.12264, Arizona 20127
Net generation wind , Arizona ,2012,6,51.61844, Arizona 20126
Net generation wind , Arizona ,2012,5,59.45554, Arizona 20125
Net generation wind , Arizona ,2012,4,51.19786, Arizona 20124
Net generation wind , Arizona ,2012,3,61.02268, Arizona 20123
Net generation wind , Arizona ,2012,2,46.5711, Arizona 20122
Net generation wind , Arizona ,2012,1,46.58141, Arizona 20121
Net generation wind , Arizona ,2011,12,9.94974, Arizona 201112
Net generation wind , Arizona ,2011,11,25.73236, Arizona 201111
Net generation wind , Arizona ,2011,10,14.26356, Arizona 201110
Net generation wind , Arizona ,2011,9,8.80535, Arizona 20119
Net generation wind , Arizona ,2011,8,11.304, Arizona 20118
Net generation wind , Arizona ,2011,7,13.469, Arizona 20117
Net generation wind , Arizona ,2011,6,33.183, Arizona 20116
Net generation wind , Arizona ,2011,5,33.983, Arizona 20115
Net generation wind , Arizona ,2011,4,37.649, Arizona 20114
Net generation wind , Arizona ,2011,3,31.17, Arizona 20113
Net generation wind , Arizona ,2011,2,27.39, Arizona 20112
Net generation wind , Arizona ,2011,1,8.68, Arizona 20111
Net generation wind , Arizona ,2010,12,22.59, Arizona 201012
Net generation wind , Arizona ,2010,11,12.601, Arizona 201011
Net generation wind , Arizona ,2010,10,8.642, Arizona 201010
Net generation wind , Arizona ,2010,9,5.804, Arizona 20109
Net generation wind , Arizona ,2010,8,6.201, Arizona 20108
Net generation wind , Arizona ,2010,7,7.228, Arizona 20107
Net generation wind , Arizona ,2010,6,11.917, Arizona 20106
Net generation wind , Arizona ,2010,5,17.725, Arizona 20105
Net generation wind , Arizona ,2010,4,14.307, Arizona 20104
Net generation wind , Arizona ,2010,3,14.727, Arizona 20103
Net generation wind , Arizona ,2010,2,7.204, Arizona 20102
Net generation wind , Arizona ,2010,1,5.97, Arizona 20101
Net generation wind , Arizona ,2009,12,9.555, Arizona 200912
Net generation wind , Arizona ,2009,11,7.896, Arizona 200911
Net generation wind , Arizona ,2009,10,12.094, Arizona 200910
Net generation wind , California ,2017,7,962.96778, California 20177
Net generation wind , California ,2017,6,1077.89108, California 20176
Net generation wind , California ,2017,5,1437.43882, California 20175
Net generation wind , California ,2017,4,1470.2798, California 20174
Net generation wind , California ,2017,3,1445.64723, California 20173
Net generation wind , California ,2017,2,1207.9912, California 20172
Net generation wind , California ,2017,1,1334.64226, California 20171
Net generation wind , California ,2016,12,798.99992, California 201612
Net generation wind , California ,2016,11,564.06362, California 201611
Net generation wind , California ,2016,10,962.76598, California 201610
Net generation wind , California ,2016,9,999.97159, California 20169
Net generation wind , California ,2016,8,1450.31103, California 20168
Net generation wind , California ,2016,7,1700.18033, California 20167
Net generation wind , California ,2016,6,1651.29188, California 20166
Net generation wind , California ,2016,5,1601.59906, California 20165
Net generation wind , California ,2016,4,1337.2892, California 20164
Net generation wind , California ,2016,3,1333.33405, California 20163
Net generation wind , California ,2016,2,576.87401, California 20162
Net generation wind , California ,2016,1,721.42762, California 20161
Net generation wind , California ,2015,12,916.9184, California 201512
Net generation wind , California ,2015,11,618.9325, California 201511
Net generation wind , California ,2015,10,666.58253, California 201510
Net generation wind , California ,2015,9,815.39844, California 20159
Net generation wind , California ,2015,8,1523.14334, California 20158
Net generation wind , California ,2015,7,1445.23244, California 20157
Net generation wind , California ,2015,6,1668.42774, California 20156
Net generation wind , California ,2015,5,1681.17058, California 20155
Net generation wind , California ,2015,4,1261.7909, California 20154
Net generation wind , California ,2015,3,825.98345, California 20153
Net generation wind , California ,2015,2,618.76528, California 20152
Net generation wind , California ,2015,1,187.21294, California 20151
Net generation wind , California ,2014,12,565.96104, California 201412
Net generation wind , California ,2014,11,704.78378, California 201411
Net generation wind , California ,2014,10,758.50594, California 201410
Net generation wind , California ,2014,9,953.44799, California 20149
Net generation wind , California ,2014,8,1285.74505, California 20148
Net generation wind , California ,2014,7,1407.97614, California 20147
Net generation wind , California ,2014,6,1857.97115, California 20146
Net generation wind , California ,2014,5,1765.98874, California 20145
Net generation wind , California ,2014,4,1306.17759, California 20144
Net generation wind , California ,2014,3,1055.04523, California 20143
Net generation wind , California ,2014,2,831.11348, California 20142
Net generation wind , California ,2014,1,499.78145, California 20141
Net generation wind , California ,2013,12,460.46651, California 201312
Net generation wind , California ,2013,11,556.41269, California 201311
Net generation wind , California ,2013,10,750.31635, California 201310
Net generation wind , California ,2013,9,1158.46535, California 20139
Net generation wind , California ,2013,8,1296.57587, California 20138
Net generation wind , California ,2013,7,1412.95636, California 20137
Net generation wind , California ,2013,6,1630.77164, California 20136
Net generation wind , California ,2013,5,1740.47034, California 20135
Net generation wind , California ,2013,4,1550.41815, California 20134
Net generation wind , California ,2013,3,1055.6493, California 20133
Net generation wind , California ,2013,2,727.29818, California 20132
Net generation wind , California ,2013,1,482.25968, California 20131
Net generation wind , California ,2012,12,678.83649, California 201212
Net generation wind , California ,2012,11,384.65927, California 201211
Net generation wind , California ,2012,10,776.07187, California 201210
Net generation wind , California ,2012,9,696.87965, California 20129
Net generation wind , California ,2012,8,1000.75536, California 20128
Net generation wind , California ,2012,7,1000.93206, California 20127
Net generation wind , California ,2012,6,1361.76427, California 20126
Net generation wind , California ,2012,5,1316.15829, California 20125
Net generation wind , California ,2012,4,768.48873, California 20124
Net generation wind , California ,2012,3,769.08924, California 20123
Net generation wind , California ,2012,2,581.22829, California 20122
Net generation wind , California ,2012,1,419.36616, California 20121
Net generation wind , California ,2011,12,325.45196, California 201112
Net generation wind , California ,2011,11,428.34575, California 201111
Net generation wind , California ,2011,10,415.40412, California 201110
Net generation wind , California ,2011,9,522.30852, California 20119
Net generation wind , California ,2011,8,908.28238, California 20118
Net generation wind , California ,2011,7,869.40215, California 20117
Net generation wind , California ,2011,6,1020.82189, California 20116
Net generation wind , California ,2011,5,1026.43106, California 20115
Net generation wind , California ,2011,4,960.47744, California 20114
Net generation wind , California ,2011,3,611.76862, California 20113
Net generation wind , California ,2011,2,429.30397, California 20112
Net generation wind , California ,2011,1,233.83916, California 20111
Net generation wind , California ,2010,12,323.62619, California 201012
Net generation wind , California ,2010,11,304.52582, California 201011
Net generation wind , California ,2010,10,371.64483, California 201010
Net generation wind , California ,2010,9,550.90245, California 20109
Net generation wind , California ,2010,8,731.43549, California 20108
Net generation wind , California ,2010,7,925.09969, California 20107
Net generation wind , California ,2010,6,867.4381, California 20106
Net generation wind , California ,2010,5,688.89232, California 20105
Net generation wind , California ,2010,4,545.67116, California 20104
Net generation wind , California ,2010,3,398.60011, California 20103
Net generation wind , California ,2010,2,220.6534, California 20102
Net generation wind , California ,2010,1,150.14245, California 20101
Net generation wind , California ,2009,12,170.38561, California 200912
Net generation wind , California ,2009,11,235.40421, California 200911
Net generation wind , California ,2009,10,405.92479, California 200910
Net generation wind , California ,2009,9,479.68181, California 20099
Net generation wind , California ,2009,8,678.51882, California 20098
Net generation wind , California ,2009,7,878.93855, California 20097
Net generation wind , California ,2009,6,850.32458, California 20096
Net generation wind , California ,2009,5,700.78591, California 20095
Net generation wind , California ,2009,4,602.91095, California 20094
Net generation wind , California ,2009,3,442.49507, California 20093
Net generation wind , California ,2009,2,244.60627, California 20092
Net generation wind , California ,2009,1,149.83668, California 20091
Net generation wind , California ,2008,12,240.10486, California 200812
Net generation wind , California ,2008,11,222.52705, California 200811
Net generation wind , California ,2008,10,297.67288, California 200810
Net generation wind , California ,2008,9,405.75032, California 20089
Net generation wind , California ,2008,8,648.21038, California 20088
Net generation wind , California ,2008,7,700.47161, California 20087
Net generation wind , California ,2008,6,658.0872, California 20086
Net generation wind , California ,2008,5,690.68106, California 20085
Net generation wind , California ,2008,4,538.09103, California 20084
Net generation wind , California ,2008,3,450.30239, California 20083
Net generation wind , California ,2008,2,262.21938, California 20082
Net generation wind , California ,2008,1,270.83673, California 20081
Net generation wind , California ,2007,12,232.92873, California 200712
Net generation wind , California ,2007,11,187.95168, California 200711
Net generation wind , California ,2007,10,348.9179, California 200710
Net generation wind , California ,2007,9,485.67795, California 20079
Net generation wind , California ,2007,8,599.65977, California 20078
Net generation wind , California ,2007,7,674.92581, California 20077
Net generation wind , California ,2007,6,728.55871, California 20076
Net generation wind , California ,2007,5,732.30185, California 20075
Net generation wind , California ,2007,4,612.0444, California 20074
Net generation wind , California ,2007,3,442.35015, California 20073
Net generation wind , California ,2007,2,307.09727, California 20072
Net generation wind , California ,2007,1,232.51914, California 20071
Net generation wind , California ,2006,12,267.16115, California 200612
Net generation wind , California ,2006,11,291.93005, California 200611
Net generation wind , California ,2006,10,396.27587, California 200610
Net generation wind , California ,2006,9,401.75991, California 20069
Net generation wind , California ,2006,8,500.32486, California 20068
Net generation wind , California ,2006,7,538.01933, California 20067
Net generation wind , California ,2006,6,595.60233, California 20066
Net generation wind , California ,2006,5,577.24271, California 20065
Net generation wind , California ,2006,4,430.04799, California 20064
Net generation wind , California ,2006,3,388.56346, California 20063
Net generation wind , California ,2006,2,215.08697, California 20062
Net generation wind , California ,2006,1,280.78637, California 20061
Net generation wind , California ,2005,12,214.20457, California 200512
Net generation wind , California ,2005,11,216.85855, California 200511
Net generation wind , California ,2005,10,322.17748, California 200510
Net generation wind , California ,2005,9,404.17438, California 20059
Net generation wind , California ,2005,8,384.43107, California 20058
Net generation wind , California ,2005,7,497.14587, California 20057
Net generation wind , California ,2005,6,583.73837, California 20056
Net generation wind , California ,2005,5,551.19419, California 20055
Net generation wind , California ,2005,4,429.12464, California 20054
Net generation wind , California ,2005,3,334.43305, California 20053
Net generation wind , California ,2005,2,150.04572, California 20052
Net generation wind , California ,2005,1,174.70113, California 20051
Net generation wind , California ,2004,12,117.40461, California 200412
Net generation wind , California ,2004,11,155.22899, California 200411
Net generation wind , California ,2004,10,259.10058, California 200410
Net generation wind , California ,2004,9,358.56317, California 20049
Net generation wind , California ,2004,8,491.66344, California 20048
Net generation wind , California ,2004,7,588.1373, California 20047
Net generation wind , California ,2004,6,682.64611, California 20046
Net generation wind , California ,2004,5,633.78893, California 20045
Net generation wind , California ,2004,4,399.32277, California 20044
Net generation wind , California ,2004,3,287.75292, California 20043
Net generation wind , California ,2004,2,202.16472, California 20042
Net generation wind , California ,2004,1,130.10173, California 20041
Net generation wind , California ,2003,12,200.515, California 200312
Net generation wind , California ,2003,11,187.812, California 200311
Net generation wind , California ,2003,10,284.643, California 200310
Net generation wind , California ,2003,9,339.95, California 20039
Net generation wind , California ,2003,8,396.098, California 20038
Net generation wind , California ,2003,7,431.812, California 20037
Net generation wind , California ,2003,6,549.217, California 20036
Net generation wind , California ,2003,5,453.36, California 20035
Net generation wind , California ,2003,4,424.06, California 20034
Net generation wind , California ,2003,3,325.502, California 20033
Net generation wind , California ,2003,2,193.197, California 20032
Net generation wind , California ,2003,1,109.264, California 20031
Net generation wind , California ,2002,12,148.945, California 200212
Net generation wind , California ,2002,11,157.969, California 200211
Net generation wind , California ,2002,10,284.412, California 200210
Net generation wind , California ,2002,9,294.802, California 20029
Net generation wind , California ,2002,8,476.442, California 20028
Net generation wind , California ,2002,7,443.32, California 20027
Net generation wind , California ,2002,6,557.098, California 20026
Net generation wind , California ,2002,5,478.276, California 20025
Net generation wind , California ,2002,4,409.496, California 20024
Net generation wind , California ,2002,3,266.987, California 20023
Net generation wind , California ,2002,2,153.45, California 20022
Net generation wind , California ,2002,1,131.448, California 20021
Net generation wind , California ,2001,12,171.53, California 200112
Net generation wind , California ,2001,11,143.261, California 200111
Net generation wind , California ,2001,10,253.31, California 200110
Net generation wind , California ,2001,9,293.075, California 20019
Net generation wind , California ,2001,8,408.487, California 20018
Net generation wind , California ,2001,7,440.39, California 20017
Net generation wind , California ,2001,6,438.403, California 20016
Net generation wind , California ,2001,5,377.618, California 20015
Net generation wind , California ,2001,4,392.673, California 20014
Net generation wind , California ,2001,3,299.944, California 20013
Net generation wind , California ,2001,2,147.624, California 20012
Net generation wind , California ,2001,1,133.423, California 20011
Net generation wind , Colorado ,2017,7,536.85791, Colorado 20177
Net generation wind , Colorado ,2017,6,657.58576, Colorado 20176
Net generation wind , Colorado ,2017,5,863.30817, Colorado 20175
Net generation wind , Colorado ,2017,4,940.39302, Colorado 20174
Net generation wind , Colorado ,2017,3,923.59859, Colorado 20173
Net generation wind , Colorado ,2017,2,829.52831, Colorado 20172
Net generation wind , Colorado ,2017,1,853.63557, Colorado 20171
Net generation wind , Colorado ,2016,12,873.15463, Colorado 201612
Net generation wind , Colorado ,2016,11,927.22116, Colorado 201611
Net generation wind , Colorado ,2016,10,788.58584, Colorado 201610
Net generation wind , Colorado ,2016,9,731.44512, Colorado 20169
Net generation wind , Colorado ,2016,8,585.25546, Colorado 20168
Net generation wind , Colorado ,2016,7,635.6859, Colorado 20167
Net generation wind , Colorado ,2016,6,557.22305, Colorado 20166
Net generation wind , Colorado ,2016,5,739.7353, Colorado 20165
Net generation wind , Colorado ,2016,4,864.84397, Colorado 20164
Net generation wind , Colorado ,2016,3,941.37498, Colorado 20163
Net generation wind , Colorado ,2016,2,999.6961, Colorado 20162
Net generation wind , Colorado ,2016,1,781.10599, Colorado 20161
Net generation wind , Colorado ,2015,12,871.04657, Colorado 201512
Net generation wind , Colorado ,2015,11,657.17687, Colorado 201511
Net generation wind , Colorado ,2015,10,668.37833, Colorado 201510
Net generation wind , Colorado ,2015,9,473.1956, Colorado 20159
Net generation wind , Colorado ,2015,8,557.57913, Colorado 20158
