State,Year,Month,Net generation other renewables (total)  (thousand megawatthours),Average retail price of electricity (cents per KWH),Retail sales of electricity (million kilowatthours),Revenue from retail sales of electricity total(million dollars),Revenue from retail sales of electricity residential (million dollars),Total consumption coal (thousand tons),Total consumption petroleum liquid (thousand barrels),Total consumption  natural gas (thousand Mcf),unqid
UnitedStates,2011,9,13047.84788,12.17,122719.4987,33570.62864,14933.83752,76568.826,1858.08566,684197.778,2011_9_UnitedStates
UnitedStates,2011,8,14053.53748,12.09,153738.7326,39103.86751,18582.56908,92012,2321.32182,921449.152,2011_8_UnitedStates
UnitedStates,2011,7,14000.44504,12.09,154728.9198,38827.30904,18709.28372,94037.255,2950.81022,938574.972,2011_7_UnitedStates
UnitedStates,2011,6,17284.12333,11.97,125982.7852,33735.1434,15079.5247,83908.422,2380.12571,699414.125,2011_6_UnitedStates
UnitedStates,2011,5,17637.89875,11.93,97689.09798,28164.24859,11656.4069,73337.898,2315.97843,571998.266,2011_5_UnitedStates
UnitedStates,2011,4,18125.23146,11.67,93701.63929,26258.25648,10936.4404,66930.215,2470.23905,521452.65,2011_4_UnitedStates
UnitedStates,2011,3,16650.01181,11.52,104922.123,27881.8663,12089.85386,72458.269,2162.0439,481925.824,2011_3_UnitedStates
UnitedStates,2011,2,16115.56676,11.06,120109.9691,28378.0614,13283.86554,73473.628,2061.73236,483686.292,2011_2_UnitedStates
UnitedStates,2011,1,14741.98548,10.87,145061.6878,31663.46977,15771.43125,90021.243,3306.35419,539792.111,2011_1_UnitedStates
UnitedStates,2010,12,15358.63431,11.06,130013.8842,30361.75123,14383.76908,88189.2,4161.159,564274.307,2010_12_UnitedStates
UnitedStates,2010,11,15782.28754,11.62,93166.13873,26256.04289,10827.34329,72514.14,2050.651,496539.212,2010_11_UnitedStates
UnitedStates,2010,10,13791.0768,11.86,96688.03347,28233.95789,11471.21261,70491.949,2044.611,570363.046,2010_10_UnitedStates
UnitedStates,2010,9,13227.41046,11.95,124582.732,33322.39273,14889.60691,79176.234,2864.248,696722.551,2010_9_UnitedStates
UnitedStates,2010,8,13100.07661,12.03,154053.431,38659.20672,18529.15911,94247.185,4267.467,943002.453,2010_8_UnitedStates
UnitedStates,2010,7,13107.1365,12.04,154688.7137,38600.65658,18619.49465,94519.317,5224.305,897181.624,2010_7_UnitedStates
UnitedStates,2010,6,14209.22031,11.91,127495.969,33672.73545,15188.86508,87030.384,4505.994,705665.223,2010_6_UnitedStates
UnitedStates,2010,5,14630.82261,11.91,94843.00591,27588.15656,11295.76968,75596.599,3182.018,559664.899,2010_5_UnitedStates
UnitedStates,2010,4,15607.22887,11.71,88046.43494,25452.82497,10309.07141,66842.476,2025.137,471481.399,2010_4_UnitedStates
UnitedStates,2010,3,14653.61964,11.11,111789.9855,27720.47708,12414.45939,76109.809,2146.354,456863.53,2010_3_UnitedStates
UnitedStates,2010,2,10900.52455,10.89,122840.199,28266.23948,13374.18269,79883.567,2130.344,479614.862,2010_2_UnitedStates
UnitedStates,2010,1,12804.96887,10.49,147499.8756,30783.69853,15475.10693,90451.63,5568.254,545811.256,2010_1_UnitedStates
UnitedStates,2009,12,13060.66111,10.9,124013.2312,29152.8005,13515.75848,88255.453,2455.862,519846.288,2009_12_UnitedStates
UnitedStates,2009,11,12810.0734,11.26,93027.97812,25045.97454,10474.16119,73063.19,2195.246,457084.627,2009_11_UnitedStates
UnitedStates,2009,10,12668.07782,11.65,98552.02288,27856.49521,11481.04452,74519.745,3068.512,537012.939,2009_10_UnitedStates
UnitedStates,2009,9,10524.41453,11.96,115163.3817,31344.33454,13768.65302,73566.457,2716.61,690011.402,2009_9_UnitedStates
UnitedStates,2009,8,11790.89806,11.94,138222.6783,35422.04563,16504.27801,86634.915,4101.519,840317.49,2009_8_UnitedStates
UnitedStates,2009,7,11187.13007,11.85,137497.9589,34739.57172,16292.4521,84243.159,3552.413,778017.212,2009_7_UnitedStates
UnitedStates,2009,6,11467.48249,11.81,114395.1849,30955.55492,13512.54616,78953.662,3412.343,642796.592,2009_6_UnitedStates
UnitedStates,2009,5,11864.46773,11.78,94312.17694,26892.11678,11107.66771,70425.024,3408.987,515475.618,2009_5_UnitedStates
UnitedStates,2009,4,12985.92322,11.5,91631.16242,25402.32179,10534.46588,67123.335,2643.518,451394.935,2009_4_UnitedStates
UnitedStates,2009,3,12949.53168,11.28,106501.3612,27349.93024,12013.57585,71947.993,3463.066,499678.135,2009_3_UnitedStates
UnitedStates,2009,2,11230.67809,11.18,115212.2334,27981.33013,12884.59798,74254.1,3746.628,453472.065,2009_2_UnitedStates
UnitedStates,2009,1,11739.3651,10.98,136228.783,31146.78739,14954.35856,90639.918,8262.585,487425.673,2009_1_UnitedStates
UnitedStates,2008,12,12390.07683,10.86,125195.4905,29442.61526,13593.2523,89259.461,5380.945,476393.889,2008_12_UnitedStates
UnitedStates,2008,11,10782.47354,11.42,95766.49248,26911.86093,10932.48525,80883.436,3686.969,457591.023,2008_11_UnitedStates
UnitedStates,2008,10,10647.06888,11.81,96110.5902,28998.65394,11345.93056,79982.376,3292.798,545244.044,2008_10_UnitedStates
UnitedStates,2008,9,8923.55057,11.92,117078.1354,33050.36954,13960.35395,85375.742,4972.114,602564.542,2008_9_UnitedStates
UnitedStates,2008,8,9514.34814,12.09,138459.9164,37246.64169,16736.21408,95589.857,4316.337,762945.67,2008_8_UnitedStates
UnitedStates,2008,7,10333.21035,12.07,143179.152,38400.04009,17281.31454,98032.298,5066.401,782038.63,2008_7_UnitedStates
UnitedStates,2008,6,11144.83676,11.77,121375.8757,33749.5751,14286.97745,89347.251,6293.374,665436.274,2008_6_UnitedStates
UnitedStates,2008,5,11099.82949,11.4,92245.62751,27312.40108,10517.08946,81055.86,3935.86,475466.65,2008_5_UnitedStates
UnitedStates,2008,4,10971.00073,10.93,92165.89406,25633.81563,10075.29339,76753.165,3748.76,469606.677,2008_4_UnitedStates
UnitedStates,2008,3,10703.08856,10.45,107162.4829,26591.23838,11198.34565,83215.395,3492.073,460762.73,2008_3_UnitedStates
UnitedStates,2008,2,9348.76005,10.16,118553.6459,27150.32587,12045.27791,86625.885,4069.839,438868.18,2008_2_UnitedStates
UnitedStates,2008,1,10242.75916,10.14,133368.442,29095.57356,13523.94174,94459.363,5202.762,531460.343,2008_1_UnitedStates
UnitedStates,2007,12,9552.78264,10.33,117407.9546,27416.01283,12130.49827,91275.938,4615.355,497504.732,2007_12_UnitedStates
UnitedStates,2007,11,9028.75999,10.7,95904.83059,25609.19795,10263.63235,82392.846,3257.348,448180.395,2007_11_UnitedStates
UnitedStates,2007,10,9361.56781,10.82,103753.9222,28210.58443,11225.62971,83809.565,5855.556,604092.436,2007_10_UnitedStates
UnitedStates,2007,9,8842.62655,10.96,129512.0245,31829.18804,14189.06625,87922.262,5971.833,683327.336,2007_9_UnitedStates
UnitedStates,2007,8,8894.67965,11.07,150101.4943,36127.50388,16621.34105,99085.845,9483.669,969433.395,2007_8_UnitedStates
UnitedStates,2007,7,8371.23945,11.07,139027.0298,34009.61996,15396.27029,96548.36,6871.671,760520.655,2007_7_UnitedStates
UnitedStates,2007,6,8548.92922,11.09,117417.5951,30525.21182,13018.87943,89699.353,6916.258,628467.207,2007_6_UnitedStates
UnitedStates,2007,5,8620.98714,10.77,96388.85378,26241.80393,10384.86843,81140.09,5611.86,507089.063,2007_5_UnitedStates
UnitedStates,2007,4,8693.00233,10.63,90282.04653,24296.48011,9595.24987,75751.468,6088.264,453144.287,2007_4_UnitedStates
UnitedStates,2007,3,8778.47553,10.27,105694.7597,25666.48152,10854.29841,81803.026,6676.361,416015.248,2007_3_UnitedStates
UnitedStates,2007,2,7876.86761,9.89,121464.2492,26322.73525,12016.38247,84026.366,12419.713,425484.739,2007_2_UnitedStates
UnitedStates,2007,1,8667.59346,10.06,125286.2358,27447.73928,12598.79548,91686.368,7238.732,448148.834,2007_1_UnitedStates
UnitedStates,2006,12,8504.52746,9.84,114881.5988,25655.86093,11300.46064,89741.62312,4946.62639,414365.1004,2006_12_UnitedStates
UnitedStates,2006,11,8304.36634,10.18,94842.85118,23926.6106,9654.69811,82293.01203,5358.13161,396585.7794,2006_11_UnitedStates
UnitedStates,2006,10,8294.69361,10.58,96246.21398,25875.86986,10187.08539,83724.43883,5541.0545,527532.1068,2006_10_UnitedStates
UnitedStates,2006,9,7720.3939,10.94,116072.1636,29562.41313,12702.01212,84326.89687,4931.4206,548320.9409,2006_9_UnitedStates
UnitedStates,2006,8,7893.94045,10.94,150064.4252,35298.77416,16410.46509,98183.46973,11010.10354,840196.5603,2006_8_UnitedStates
UnitedStates,2006,7,8121.4469,10.96,147338.3291,34612.5943,16148.46782,97113.07026,8577.31886,863530.7266,2006_7_UnitedStates
UnitedStates,2006,6,7782.45339,10.85,118815.3077,29934.44619,12888.71513,87319.13794,6627.56782,629660.4152,2006_6_UnitedStates
UnitedStates,2006,5,8035.67013,10.61,93999.95079,25016.07158,9973.50232,80514.91897,4584.65887,504408.986,2006_5_UnitedStates
UnitedStates,2006,4,7859.9452,10.32,89374.09543,22971.8545,9220.06506,72559.76133,4638.26456,426027.4263,2006_4_UnitedStates
UnitedStates,2006,3,8199.05401,9.87,104955.192,24473.15383,10357.76071,82499.22083,3761.1419,406969.725,2006_3_UnitedStates
UnitedStates,2006,2,7374.01837,9.8,104511.063,23848.16039,10242.86447,81043.38504,5244.70963,346138.3813,2006_2_UnitedStates
UnitedStates,2006,1,8434.98289,9.55,120418.8451,25330.15754,11496.25314,87317.09606,6640.20879,318363.8506,2006_1_UnitedStates
UnitedStates,2005,12,7756.00119,9.27,120177.2215,25220.66317,11141.82267,91867.23567,18201.31309,406226.2381,2005_12_UnitedStates
UnitedStates,2005,11,7322.11699,9.76,91686.57128,22548.42479,8948.52133,81530.77726,8326.29933,373350.822,2005_11_UnitedStates
UnitedStates,2005,10,7182.04439,9.76,102685.8787,24923.22693,10017.95557,84032.09185,13515.26601,434692.083,2005_10_UnitedStates
UnitedStates,2005,9,7293.90405,9.94,126515.6354,28707.92167,12569.62671,88498.15703,17198.30628,577543.1911,2005_9_UnitedStates
UnitedStates,2005,8,7236.10184,9.93,146904.7797,31585.8444,14586.82172,97283.96371,20553.61852,791293.1461,2005_8_UnitedStates
UnitedStates,2005,7,7564.64011,9.77,144476.3365,30576.12195,14110.29884,96271.94676,18137.18312,777000.0851,2005_7_UnitedStates
UnitedStates,2005,6,7636.09584,9.79,116627.4375,26772.1736,11416.92567,89497.66239,14373.33813,594137.3428,2005_6_UnitedStates
UnitedStates,2005,5,7543.73968,9.56,87384.11153,21434.10822,8350.39961,79305.73837,7702.91232,422978.3101,2005_5_UnitedStates
UnitedStates,2005,4,7200.98977,9.22,86749.1599,20210.57836,8001.76157,73502.71992,8323.49221,390358.0309,2005_4_UnitedStates
UnitedStates,2005,3,7368.68101,8.87,104065.2031,21756.58872,9235.41972,83600.73934,10120.35711,386308.6831,2005_3_UnitedStates
UnitedStates,2005,2,6221.27994,8.76,106666.9134,21179.28653,9341.21597,80304.84158,8633.01044,330546.9119,2005_2_UnitedStates
UnitedStates,2005,1,7003.80341,8.52,125287.8586,23087.88266,10671.90661,91788.68669,16684.05497,384710.3005,2005_1_UnitedStates
UnitedStates,2004,12,7024.34,8.58,113956.4315,22083.40133,9775.01118,91487.08456,13028.90692,386689.8607,2004_12_UnitedStates
UnitedStates,2004,11,6491.69963,8.96,89649.74085,20059.53287,8037.04459,81904.00124,8326.88221,376168.8889,2004_11_UnitedStates
UnitedStates,2004,10,6850.75314,9.05,93466.16898,21405.44008,8463.2927,81380.18134,9426.81637,439840.9656,2004_10_UnitedStates
UnitedStates,2004,9,6696.56386,9.39,112337.6938,24597.83865,10545.11382,85347.97815,11439.34437,529439.5885,2004_9_UnitedStates
UnitedStates,2004,8,7026.63655,9.5,126423.3398,27063.2021,12012.40423,92006.38008,15063.45079,612570.6063,2004_8_UnitedStates
UnitedStates,2004,7,7267.05776,9.36,129305.3472,27094.46348,12100.19966,93380.73751,16791.22351,626401.4763,2004_7_UnitedStates
UnitedStates,2004,6,7098.13732,9.29,112335.133,24391.98215,10440.53193,85787.04411,14901.19389,508139.8736,2004_6_UnitedStates
UnitedStates,2004,5,7339.34665,9.07,90598.21162,20821.11482,8214.79103,80453.51701,13913.83822,485113.7994,2004_5_UnitedStates
UnitedStates,2004,4,6895.28552,8.93,85376.86512,19296.94563,7628.04693,72258.059,11786.91285,389328.0788,2004_4_UnitedStates
UnitedStates,2004,3,7000.59234,8.62,98947.20745,20315.09212,8524.78364,78150.02768,12786.68721,375202.7032,2004_3_UnitedStates
UnitedStates,2004,2,6489.22123,8.33,112464.0555,20777.80076,9362.93186,82401.13199,12229.30619,373465.8158,2004_2_UnitedStates
UnitedStates,2004,1,6887.68937,8.24,127121.3832,22212.41202,10472.99643,91711.8698,21941.46583,361401.1612,2004_1_UnitedStates
UnitedStates,2003,12,7067.07501,8.3,113083.8514,20969.03177,9387.9002,89752.561,13115.983,335809.634,2003_12_UnitedStates
UnitedStates,2003,11,6530.63431,8.72,86658.68148,18908.83858,7558.53305,81202.477,7821.128,348129.082,2003_11_UnitedStates
UnitedStates,2003,10,6547.6885,8.85,89780.85959,20484.65274,7942.39224,80856.646,10963.133,408816.714,2003_10_UnitedStates
UnitedStates,2003,9,6536.95547,8.92,113848.9834,23323.21735,10153.15123,84294.444,11475.128,468509.878,2003_9_UnitedStates
UnitedStates,2003,8,6790.04961,9.22,134467.7993,27231.52318,12394.64313,94564.966,17900.945,683513.447,2003_8_UnitedStates
UnitedStates,2003,7,7009.08341,9.21,130673.8567,26788.21511,12032.83804,92994.456,17193.533,630270.479,2003_7_UnitedStates
UnitedStates,2003,6,6678.13294,9.25,101285.7925,22608.32174,9370.51238,83312.784,15515.427,435598.313,2003_6_UnitedStates
UnitedStates,2003,5,6472.6485,8.99,87804.37208,19940.00817,7897.36133,76772.357,11076.541,394020.508,2003_5_UnitedStates
UnitedStates,2003,4,6673.73332,8.82,83448.24421,18656.47567,7357.35923,72000.087,12198.829,352163.564,2003_4_UnitedStates
UnitedStates,2003,3,6718.66204,8.35,99561.31168,19664.7271,8312.08295,78556.762,15409.038,361242.617,2003_3_UnitedStates
UnitedStates,2003,2,5961.654,8.02,110937.37,19884.43788,8896.58825,79447.437,16237.102,334698.12,2003_2_UnitedStates
UnitedStates,2003,1,6500.47424,8,124272.7877,21307.40372,9945.57199,91361.185,19030.032,382442.856,2003_1_UnitedStates
UnitedStates,2002,12,6496.89033,8.08,109266.3794,19938.04663,8827.69562,86783.882,10988.815,360123.173,2002_12_UnitedStates
UnitedStates,2002,11,6249.64759,8.31,88822.30318,18266.58135,7378.04102,79301.203,8109.278,351611.628,2002_11_UnitedStates
UnitedStates,2002,10,6559.19684,8.47,94531.34312,20458.6133,8002.92944,80714.422,11104.989,442357.248,2002_10_UnitedStates
UnitedStates,2002,9,6581.91716,8.59,115833.0327,22856.15985,9949.05972,84144.012,10774.606,568699.278,2002_9_UnitedStates
UnitedStates,2002,8,7044.04368,8.72,134332.4683,25633.26295,11709.78433,91752.489,13901.663,717592.238,2002_8_UnitedStates
UnitedStates,2002,7,7056.43894,8.82,133694.8008,25912.79949,11790.04972,92766.288,14223.313,733887.273,2002_7_UnitedStates
UnitedStates,2002,6,7065.74605,8.73,107169.9945,22076.71313,9359.46651,83564.818,10529.275,550941.032,2002_6_UnitedStates
UnitedStates,2002,5,6759.52683,8.64,87318.53904,19144.39654,7544.59182,76527.714,10823.874,410108.164,2002_5_UnitedStates
UnitedStates,2002,4,6542.95746,8.37,85407.60661,17939.61888,7151.00211,71560.399,10532.315,404384.015,2002_4_UnitedStates
UnitedStates,2002,3,6354.03131,8.17,95318.66735,18583.6763,7785.07845,75822.988,11155.761,406516.138,2002_3_UnitedStates
UnitedStates,2002,2,5799.77426,8.19,96592.93277,18383.34332,7907.24598,72144.493,6970.089,344243.169,2002_2_UnitedStates
UnitedStates,2002,1,6599.00197,8.07,116891.8012,20217.29926,9428.63028,82424.004,8802.268,381434.057,2002_1_UnitedStates
UnitedStates,2001,12,6038.20602,8.29,96184.05438,18871.32391,7973.90794,80830.583,8633.604,367018.456,2001_12_UnitedStates
UnitedStates,2001,11,5712.8353,8.47,80806.69409,17753.86226,6847.69413,73430.962,8191.894,350549.306,2001_11_UnitedStates
UnitedStates,2001,10,6050.47265,8.84,85419.58912,19879.34946,7553.89794,75634.991,8851.08,466080.375,2001_10_UnitedStates
UnitedStates,2001,9,5769.67347,8.92,105943.1932,22563.73846,9453.70898,79019.788,10365.521,510262.176,2001_9_UnitedStates
UnitedStates,2001,8,6293.25424,9.01,129205.3618,26037.36749,11645.41558,93188.647,22073.303,686752.531,2001_8_UnitedStates
UnitedStates,2001,7,6244.48122,9.03,120707.4275,24876.32313,10901.20939,91241.806,16365.189,634424.52,2001_7_UnitedStates
UnitedStates,2001,6,5964.40297,9.07,99407.29496,21976.8956,9013.94601,82245.716,18393.053,492818.607,2001_6_UnitedStates
UnitedStates,2001,5,5738.13593,8.83,81731.15295,18969.93109,7216.65794,76740.905,15848.66,433923.166,2001_5_UnitedStates
UnitedStates,2001,4,5826.69119,8.46,82453.7826,17855.81312,6973.54741,70384.29,17124.74,384493.81,2001_4_UnitedStates
UnitedStates,2001,3,5795.22128,8.32,92804.58576,18880.23415,7721.4262,77919.041,18008.599,362842.92,2001_3_UnitedStates
UnitedStates,2001,2,5310.33555,8.04,99877.67304,18700.12259,8029.63584,75401.218,15772.194,312842.914,2001_2_UnitedStates
UnitedStates,2001,1,6024.93415,7.73,127065.7835,20978.13373,9826.81263,88394.988,29527.225,340291.832,2001_1_UnitedStates
Utah,2017,7,313.95426,11.91,1171.19884,299.83127,139.5263,1232.073,3.849,5147.763,2017_7_Utah
Utah,2017,6,354.65385,11.48,894.15644,260.4186,102.68918,984.623,3.627,3623.722,2017_6_Utah
Utah,2017,5,346.57941,10.82,621.88969,205.02608,67.27654,922.16,8.785,2457.567,2017_5_Utah
Utah,2017,4,317.94497,10.74,598.96811,179.88219,64.35315,649.358,8.994,2166.479,2017_4_Utah
Utah,2017,3,320.29718,10.74,629.61184,189.5245,67.61958,710.569,7.257,2239.218,2017_3_Utah
Utah,2017,2,252.96358,10.7,647.66387,179.29233,69.27547,918.234,4.269,2636.306,2017_2_Utah
Utah,2017,1,240.37821,10.71,834.58833,212.14759,89.37006,1222.962,5.974,4835.653,2017_1_Utah
Utah,2016,12,240.30872,10.68,837.7609,212.02684,89.43768,1225.737,4.726,4214.677,2016_12_Utah
Utah,2016,11,227.45625,10.71,638.90405,184.0545,68.396,1037.616,3.207,3312.645,2016_11_Utah
Utah,2016,10,266.01562,10.69,625.50634,196.4551,66.84007,1112.274,5.643,4019.083,2016_10_Utah
Utah,2016,9,281.35285,11.28,753.55528,227.07215,84.96552,1052.624,5.591,4422.589,2016_9_Utah
Utah,2016,8,259.06597,11.89,1047.01364,278.91749,124.47627,1168.141,4.467,6023.056,2016_8_Utah
Utah,2016,7,183.21129,11.72,1113.47521,289.41563,130.47036,1136.717,3.736,6321.816,2016_7_Utah
Utah,2016,6,174.51394,11.51,925.61107,266.51831,106.50609,992.742,4.312,6069.182,2016_6_Utah
Utah,2016,5,167.12571,11.01,601.92056,197.33402,66.2474,690.781,5.529,5070.806,2016_5_Utah
Utah,2016,4,127.44628,10.71,587.29397,180.35724,62.89252,578.329,7.278,5258.548,2016_4_Utah
Utah,2016,3,169.70301,10.67,632.22146,183.14463,67.43982,715.502,3.416,4411.02,2016_3_Utah
Utah,2016,2,108.09189,10.61,696.71477,192.00471,73.92278,979.408,2.821,4107.141,2016_2_Utah
Utah,2016,1,110.59151,10.54,821.75361,210.04644,86.63614,1235.249,2.242,4777.616,2016_1_Utah
Utah,2015,12,124.93805,10.5,835.12679,207.13034,87.65325,1282.528,2.066,5304.985,2015_12_Utah
Utah,2015,11,97.95444,10.63,688.561,193.77744,73.20019,930.847,4.547,4874.575,2015_11_Utah
Utah,2015,10,80.42358,10.47,680.47521,204.62978,71.27555,1156.777,3.394,4370.86,2015_10_Utah
Utah,2015,9,109.46804,11.3,797.76545,236.12755,90.15133,1243.925,1.624,5164.167,2015_9_Utah
Utah,2015,8,95.4332,11.34,991.99328,270.548,112.44403,1325.74,2.995,6231.581,2015_8_Utah
Utah,2015,7,113.3708,11.83,1043.85589,275.79886,123.50805,1301.301,3.659,5844.727,2015_7_Utah
Utah,2015,6,99.10093,11.24,866.32085,252.03511,97.36553,1261.096,1.846,5560.19,2015_6_Utah
Utah,2015,5,100.36871,10.97,561.28931,196.13077,61.56258,1222.02,2.697,4621.299,2015_5_Utah
Utah,2015,4,98.44322,10.48,579.25629,180.37926,60.6885,984.412,5.825,3863.791,2015_4_Utah
Utah,2015,3,91.69772,10.41,688.15832,186.29651,71.61675,1224.125,1.817,3409.086,2015_3_Utah
Utah,2015,2,81.85804,10.39,595.71215,176.33815,61.89254,1224.957,1.366,3266.795,2015_2_Utah
Utah,2015,1,79.36773,10.26,788.63845,200.27585,80.90522,1422.614,1.733,3936.757,2015_1_Utah
Utah,2014,12,105.8456,10.27,771.23144,195.14047,79.19052,1370.61,3.27,4665.49,2014_12_Utah
Utah,2014,11,109.29545,10.63,680.96866,190.6128,72.40183,1299.567,4.674,5011.533,2014_11_Utah
Utah,2014,10,91.6128,10.16,676.75396,192.46111,68.73777,1203.959,2.607,4969.67,2014_10_Utah
Utah,2014,9,85.46925,11.02,778.70678,230.80258,85.83129,1306.52,2.549,5262.307,2014_9_Utah
Utah,2014,8,97.80347,11.45,847.7713,247.75892,97.10929,1418.306,1.234,6377.833,2014_8_Utah
Utah,2014,7,102.98468,11.52,1054.88832,281.24475,121.54274,1375.481,2.84,7018.212,2014_7_Utah
Utah,2014,6,117.23586,11.12,814.04511,238.13709,90.51278,1323.956,2.769,5848.138,2014_6_Utah
Utah,2014,5,120.30137,10.7,631.49201,201.34062,67.56504,1129.53,5.362,4049.614,2014_5_Utah
Utah,2014,4,99.90718,10.12,592.48815,177.3458,59.96519,872.351,7.784,3309.511,2014_4_Utah
Utah,2014,3,124.82821,10.08,656.22987,183.0323,66.15169,1140.619,2.543,3828.515,2014_3_Utah
Utah,2014,2,118.0076,9.98,654.21728,174.48516,65.30776,1181.907,3.822,3887.544,2014_2_Utah
Utah,2014,1,83.0067,9.93,805.17812,197.29182,79.91501,1439.65,2.051,4551.671,2014_1_Utah
Utah,2013,12,83.89752,9.98,889.75489,206.99264,88.78545,1431.062,0.955,5328.395,2013_12_Utah
Utah,2013,11,82.74693,10.04,642.78033,177.80141,64.50588,1299.964,4.103,4432.581,2013_11_Utah
Utah,2013,10,79.27642,10.09,659.40131,191.06408,66.56442,1418.695,2.647,4443.731,2013_10_Utah
Utah,2013,9,87.71245,10.92,756.11547,222.13448,82.58777,1364.707,1.962,4738.243,2013_9_Utah
Utah,2013,8,85.99806,11.17,1034.67152,270.81548,115.59432,1359.213,5.087,5105.558,2013_8_Utah
Utah,2013,7,86.80879,11.33,1073.35178,260.28247,121.63842,1366.401,1.386,5074.54,2013_7_Utah
Utah,2013,6,103.41458,10.77,796.51305,234.71135,85.79411,1293.844,3.565,3403.867,2013_6_Utah
Utah,2013,5,72.99641,10.44,625.5357,194.32164,65.31254,1300.475,5.906,2513.556,2013_5_Utah
Utah,2013,4,58.78889,9.83,616.08506,170.4427,60.5691,976.802,5.859,3489.745,2013_4_Utah
Utah,2013,3,71.65628,9.74,685.98994,176.18744,66.83203,1260.476,1.434,3653.105,2013_3_Utah
Utah,2013,2,60.97289,9.68,713.89627,177.82991,69.12325,1156.211,5.295,3484.608,2013_2_Utah
Utah,2013,1,57.47101,9.64,907.6527,201.24963,87.51511,1300.8,7.318,3894.285,2013_1_Utah
Utah,2012,12,115.6453,9.73,798.96631,188.40347,77.71913,1270.275,6.088,3441.674,2012_12_Utah
Utah,2012,11,90.50533,9.7,663.65588,169.53333,64.37894,1211.872,6.096,3353.001,2012_11_Utah
Utah,2012,10,74.4838,9.59,618.01014,185.51616,59.28903,1349.887,6.272,2857.83,2012_10_Utah
Utah,2012,9,63.60698,10.23,752.44642,206.65881,76.99223,1282.544,5.569,4133.973,2012_9_Utah
Utah,2012,8,70.01826,10.66,1086.20502,251.6724,115.80963,1343.703,8.452,4999.37,2012_8_Utah
Utah,2012,7,87.53254,10.68,1082.83802,254.53346,115.63486,1316.054,5.18,4778.051,2012_7_Utah
Utah,2012,6,124.80376,10.35,813.76811,220.32277,84.20716,1176.655,5.436,4497.85,2012_6_Utah
Utah,2012,5,113.38142,9.87,640.00275,185.16277,63.13818,946.711,4.417,3954.183,2012_5_Utah
Utah,2012,4,85.28111,9.47,594.27515,162.3575,56.27336,1014.198,9.587,3331.35,2012_4_Utah
Utah,2012,3,133.14064,9.36,644.75463,161.98762,60.34719,1000.439,2.426,4027.714,2012_3_Utah
Utah,2012,2,71.88188,9.33,694.14196,169.03709,64.74056,1077.294,3.875,3858.527,2012_2_Utah
Utah,2012,1,69.44293,9.23,799.13962,175.95502,73.79953,1094.272,5.582,3904.873,2012_1_Utah
Utah,2011,12,65.33263,8.95,832.01794,176.65096,74.46367,1292.284,10.506,3914.008,2011_12_Utah
Utah,2011,11,99.8931,8.98,624.13843,155.66959,56.03523,1160.743,10.337,3124.985,2011_11_Utah
Utah,2011,10,71.0955,9.35,679.58721,175.43724,63.52944,1334.523,2.808,3207.962,2011_10_Utah
Utah,2011,9,53.42073,9.43,773.59937,193.64876,72.94993,1304.707,6.623,3667.749,2011_9_Utah
Utah,2011,8,92.28953,9.55,984.57942,213.52463,94.0659,1434.297,3.068,4415.977,2011_8_Utah
Utah,2011,7,85.48695,9.44,998.44587,213.16021,94.23599,1337.525,5.941,4347.433,2011_7_Utah
Utah,2011,6,102.0008,9.27,674.16241,177.98944,62.46613,1234.544,8.244,2191.421,2011_6_Utah
Utah,2011,5,90.35836,8.92,568.81649,152.4295,50.71235,1253.708,11.244,2879.014,2011_5_Utah
Utah,2011,4,76.47333,8.44,623.95554,143.99505,52.66626,1015.413,8.33,2798.345,2011_4_Utah
Utah,2011,3,93.97538,8.35,652.61012,149.58986,54.47051,1082.512,8.037,2904.056,2011_3_Utah
Utah,2011,2,80.31496,8.33,685.98119,145.89367,57.14088,1174.096,6.322,3293.603,2011_2_Utah
Utah,2011,1,50.34356,8.16,848.84703,158.518,69.22922,1380.619,6.753,3393.715,2011_1_Utah
Utah,2010,12,69.95127,8.22,797.00688,153.52048,65.47616,1291.033,9.282,3634.942,2010_12_Utah
Utah,2010,11,50.61412,8.15,629.63019,138.82923,51.32684,940.946,10.186,4219.732,2010_11_Utah
Utah,2010,10,55.47483,8.5,616.62669,157.51439,52.40964,1087.533,5.877,3581.722,2010_10_Utah
Utah,2010,9,66.44127,8.97,717.36948,177.43945,64.37977,1261.79,6.61,4254.716,2010_9_Utah
Utah,2010,8,87.01836,9.54,985.95685,204.35532,94.02253,1406.701,5.044,4852.522,2010_8_Utah
Utah,2010,7,63.97649,9.45,1060.92441,223.31175,100.28832,1380.83,5.272,4775.161,2010_7_Utah
Utah,2010,6,64.74621,9.11,696.78515,174.36864,63.49229,1289.634,4.775,3241.695,2010_6_Utah
Utah,2010,5,74.05952,8.81,581.99987,149.0779,51.29234,1340.771,8.641,3291.927,2010_5_Utah
Utah,2010,4,71.76003,8.4,593.78681,134.98584,49.86825,1287.742,7.986,3680.966,2010_4_Utah
Utah,2010,3,74.59176,8.36,635.73234,142.62996,53.14313,1283.463,5.844,4195.087,2010_3_Utah
Utah,2010,2,42.50061,8.22,686.71794,139.81126,56.44592,1227.901,7.699,4014.762,2010_2_Utah
Utah,2010,1,59.83273,8.06,831.6934,151.73926,67.00003,1434.832,3.567,4655.382,2010_1_Utah
