YEAR,MO,DY,avg_kt,T2M,WS10M
1985,01,01,,20.08,4.61
1985,01,02,,19.30,4.60
1985,01,03,,7.24,5.40
1985,01,04,,11.98,3.69
1985,01,05,,15.57,3.75
1985,01,06,,24.40,2.50
1985,01,07,,24.78,4.42
1985,01,08,,21.30,6.90
1985,01,09,,19.23,7.46
1985,01,10,,15.55,7.98
1985,01,11,,15.97,8.02
1985,01,12,,15.67,6.51
1985,01,13,,21.54,4.84
1985,01,14,,32.25,3.74
1985,01,15,,30.65,5.92
1985,01,16,,26.03,9.53
1985,01,17,,25.24,7.25
1985,01,18,,21.45,6.84
1985,01,19,,21.07,5.90
1985,01,20,,20.48,6.66
1985,01,21,,19.38,4.78
1985,01,22,,22.73,4.10
1985,01,23,,21.47,6.43
1985,01,24,,17.98,8.10
1985,01,25,,21.11,6.06
1985,01,26,,21.62,3.25
1985,01,27,,23.00,3.95
1985,01,28,,19.85,4.92
1985,01,29,,18.86,5.58
1985,01,30,0.27,21.00,3.16
1985,01,31,,18.14,1.75
1985,02,01,0.25,12.31,1.63
1985,02,02,0.21,8.51,2.22
1985,02,03,0.27,10.02,2.64
1985,02,04,0.32,12.94,3.35
1985,02,05,0.34,9.29,6.28
1985,02,06,0.21,18.66,4.74
1985,02,07,0.22,9.10,3.57
1985,02,08,0.39,12.80,1.29
1985,02,09,0.31,15.98,3.98
1985,02,10,0.26,25.31,1.84
1985,02,11,0.24,30.01,0.73
1985,02,12,0.24,29.03,1.14
1985,02,13,0.25,39.87,1.18
1985,02,14,0.24,34.52,2.39
1985,02,15,0.28,35.28,2.18
1985,02,16,0.30,41.56,0.97
1985,02,17,0.31,34.21,1.83
1985,02,18,0.43,24.41,4.84
1985,02,19,0.33,27.86,3.69
1985,02,20,0.30,31.18,3.24
1985,02,21,0.38,25.62,5.38
1985,02,22,0.44,21.62,6.75
1985,02,23,0.42,31.99,2.36
1985,02,24,0.28,37.28,1.37
1985,02,25,0.37,30.47,1.87
1985,02,26,0.34,32.78,1.07
1985,02,27,0.32,31.00,2.53
1985,02,28,0.58,20.23,6.90
1985,03,01,0.54,17.12,4.46
1985,03,02,0.06,18.77,5.45
1985,03,03,0.14,22.50,2.93
1985,03,04,,29.14,1.37
1985,03,05,0.02,16.02,7.81
1985,03,06,0.55,9.39,3.69
1985,03,07,0.26,16.49,3.53
1985,03,08,0.05,29.47,0.99
1985,03,09,0.17,22.39,1.84
1985,03,10,0.30,16.12,5.06
1985,03,11,0.35,18.66,4.06
1985,03,12,0.06,19.92,1.74
1985,03,13,0.53,15.56,3.54
1985,03,14,0.39,16.28,1.39
1985,03,15,0.30,19.71,1.87
1985,03,16,0.24,20.55,2.70
1985,03,17,0.25,28.70,0.96
1985,03,18,0.67,25.18,1.73
1985,03,19,0.68,25.29,1.51
1985,03,20,0.18,28.09,1.87
1985,03,21,0.53,23.72,4.13
1985,03,22,0.56,18.81,6.88
1985,03,23,0.66,19.54,6.39
1985,03,24,0.68,18.86,4.06
1985,03,25,0.62,20.42,1.45
1985,03,26,0.68,21.08,1.45
1985,03,27,0.63,19.67,2.88
1985,03,28,0.62,15.72,4.43
1985,03,29,0.55,24.02,3.83
