YEAR,MO,DY,avg_kt,T2M,WS10M
1985,01,01,,6.89,3.78
1985,01,02,,9.87,3.23
1985,01,03,,10.04,6.89
1985,01,04,,11.43,4.04
1985,01,05,,15.32,4.99
1985,01,06,,20.02,3.53
1985,01,07,,22.95,3.14
1985,01,08,,14.99,3.28
1985,01,09,,11.12,2.82
1985,01,10,,13.89,2.94
1985,01,11,,20.30,1.73
1985,01,12,,16.27,1.87
1985,01,13,,19.91,1.17
1985,01,14,,29.65,1.31
1985,01,15,,29.49,3.13
1985,01,16,,23.46,5.88
1985,01,17,,21.61,3.53
1985,01,18,,13.94,3.61
1985,01,19,,16.64,2.68
1985,01,20,,14.39,3.60
1985,01,21,,14.97,0.91
1985,01,22,,22.70,1.30
1985,01,23,0.25,25.85,2.31
1985,01,24,0.21,19.91,4.52
1985,01,25,0.24,13.76,2.24
1985,01,26,0.26,22.74,2.04
1985,01,27,0.18,18.16,4.03
1985,01,28,0.20,13.45,3.84
1985,01,29,0.29,15.82,3.32
1985,01,30,0.32,13.10,3.96
1985,01,31,0.21,9.14,4.39
1985,02,01,0.34,11.22,4.09
1985,02,02,0.22,7.31,4.22
1985,02,03,0.22,10.16,2.80
1985,02,04,0.29,14.20,4.57
1985,02,05,0.28,14.15,4.48
1985,02,06,0.43,23.15,3.74
1985,02,07,0.27,16.61,5.95
1985,02,08,0.36,15.60,2.76
1985,02,09,0.38,20.57,3.59
1985,02,10,0.26,26.85,1.90
1985,02,11,0.27,32.56,0.93
1985,02,12,0.27,31.25,0.90
1985,02,13,0.28,40.21,1.95
1985,02,14,0.28,37.62,4.17
1985,02,15,0.29,36.23,4.46
1985,02,16,0.29,41.85,2.45
1985,02,17,0.29,42.49,0.78
1985,02,18,0.42,35.11,4.74
1985,02,19,0.33,35.76,3.90
1985,02,20,0.30,40.63,1.65
1985,02,21,0.32,35.08,2.97
1985,02,22,0.44,32.96,5.54
1985,02,23,0.35,35.14,1.97
1985,02,24,0.42,31.96,6.07
1985,02,25,0.56,24.52,3.59
1985,02,26,0.46,22.09,2.45
1985,02,27,0.16,35.02,1.48
1985,02,28,0.48,26.28,7.93
1985,03,01,0.34,18.61,7.59
1985,03,02,0.64,16.74,7.08
1985,03,03,0.60,18.24,6.94
1985,03,04,0.38,31.04,2.80
1985,03,05,0.15,13.54,9.26
1985,03,06,0.57,11.27,4.35
1985,03,07,0.33,22.17,5.60
1985,03,08,0.39,24.13,3.29
1985,03,09,0.45,13.94,2.47
1985,03,10,0.18,14.25,3.19
1985,03,11,0.57,15.89,1.58
1985,03,12,0.27,13.99,2.35
1985,03,13,0.42,15.60,5.00
1985,03,14,0.58,16.91,2.72
1985,03,15,0.38,18.81,1.83
1985,03,16,0.61,22.18,1.49
1985,03,17,0.45,23.26,3.03
1985,03,18,0.63,20.90,5.02
1985,03,19,0.60,20.09,3.35
1985,03,20,0.62,20.94,4.87
1985,03,21,0.41,19.26,4.56
1985,03,22,0.53,18.43,4.20
1985,03,23,0.37,21.35,3.65
1985,03,24,0.23,21.50,1.58
1985,03,25,0.63,20.70,1.94
1985,03,26,0.52,20.48,2.68
1985,03,27,0.69,22.77,1.95
1985,03,28,0.44,19.55,3.78
1985,03,29,0.32,27.73,3.71
1985,03,30,0.32,30.57,5.20
1985,03,31,0.49,27.64,4.17
1985,04,01,0.38,27.36,1.91
1985,04,02,0.55,26.54,2.47
1985,04,03,0.54,23.16,3.88
1985,04,04,0.62,23.58,2.08
1985,04,05,0.49,23.84,2.64
1985,04,06,0.65,22.47,3.17
1985,04,07,0.78,21.08,2.61
1985,04,08,0.50,20.48,4.57
1985,04,09,0.34,18.46,3.72
1985,04,10,0.34,23.58,5.95
1985,04,11,0.39,24.51,5.09
1985,04,12,0.31,21.65,4.31
1985,04,13,0.35,22.52,2.64
1985,04,14,0.62,18.46,3.20
1985,04,15,0.38,13.95,5.21
1985,04,16,0.67,9.16,5.98
1985,04,17,0.39,14.98,7.19
1985,04,18,0.40,20.52,3.27
1985,04,19,0.40,21.44,3.63
1985,04,20,0.07,20.23,5.34
1985,04,21,0.44,17.95,4.75
1985,04,22,0.50,15.43,4.62
1985,04,23,0.55,15.43,4.14
1985,04,24,0.71,13.16,3.99
1985,04,25,0.52,13.17,5.38
1985,04,26,0.45,13.48,6.65
1985,04,27,0.50,13.45,4.78
1985,04,28,0.52,12.48,3.62
1985,04,29,0.56,10.57,2.68
1985,04,30,0.37,5.68,3.02
1985,05,01,0.35,6.02,3.47
1985,05,02,0.37,5.64,3.54
1985,05,03,0.60,8.23,2.25
1985,05,04,0.60,4.68,2.47
1985,05,05,0.39,4.37,6.11
1985,05,06,0.42,6.97,4.52
1985,05,07,0.46,3.71,5.97
1985,05,08,0.48,3.80,3.61
1985,05,09,0.60,3.52,1.43
1985,05,10,0.40,5.32,2.54
1985,05,11,0.56,5.28,4.08
1985,05,12,0.44,7.12,4.13
1985,05,13,0.44,6.44,3.48
1985,05,14,0.52,6.86,3.81
1985,05,15,0.56,7.21,2.36
1985,05,16,0.22,3.96,4.60
1985,05,17,0.20,1.27,5.92
1985,05,18,0.34,0.32,3.27
1985,05,19,0.46,1.10,2.91
1985,05,20,0.38,2.40,4.16
1985,05,21,0.38,0.11,5.68
1985,05,22,0.51,0.42,2.37
1985,05,23,0.61,1.14,1.36
1985,05,24,0.68,3.49,2.69
1985,05,25,0.72,3.36,4.07
1985,05,26,0.76,2.35,4.28
1985,05,27,0.71,0.72,3.67
1985,05,28,0.32,0.32,3.92
1985,05,29,0.33,2.78,4.00
1985,05,30,0.58,3.81,3.62
1985,05,31,0.62,6.14,3.22
1985,06,01,0.36,6.18,3.77
1985,06,02,0.60,6.09,3.52
1985,06,03,0.70,10.32,5.10
1985,06,04,0.66,12.40,2.39
1985,06,05,0.66,9.96,3.13
1985,06,06,0.43,8.17,4.76
1985,06,07,0.44,4.94,6.39
1985,06,08,0.63,7.07,3.40
1985,06,09,0.75,7.20,2.49
1985,06,10,0.76,3.26,3.52
1985,06,11,0.36,0.02,6.45
1985,06,12,0.49,1.81,4.85
1985,06,13,0.54,4.04,5.28
1985,06,14,0.48,1.81,5.68
1985,06,15,0.58,1.70,3.45
1985,06,16,0.61,4.30,1.66
1985,06,17,0.63,8.35,3.28
1985,06,18,0.38,9.84,3.64
1985,06,19,0.54,8.19,2.87
1985,06,20,0.43,10.09,2.66
1985,06,21,0.54,11.68,2.68
1985,06,22,0.37,12.02,1.05
1985,06,23,0.33,11.59,1.79
1985,06,24,0.50,11.32,2.98
1985,06,25,0.45,8.48,2.76
1985,06,26,0.41,8.90,3.59
1985,06,27,0.52,9.62,5.26
1985,06,28,0.29,11.38,6.63
1985,06,29,0.24,9.41,4.37
1985,06,30,0.43,8.71,6.34
1985,07,01,0.35,9.25,2.70
1985,07,02,0.46,7.61,6.09
1985,07,03,0.55,8.34,8.56
1985,07,04,0.20,8.24,6.59
1985,07,05,0.46,9.59,2.25
1985,07,06,0.73,13.68,2.23
1985,07,07,0.72,15.51,5.16
1985,07,08,0.35,11.05,3.00
1985,07,09,0.39,9.33,2.01
1985,07,10,0.43,12.50,2.28
1985,07,11,0.62,12.46,3.42
1985,07,12,0.71,10.80,3.22
1985,07,13,0.64,11.09,3.72
1985,07,14,0.66,12.89,1.18
1985,07,15,0.47,14.09,1.74
1985,07,16,0.59,12.45,2.15
1985,07,17,0.77,12.40,2.24
1985,07,18,0.77,13.43,2.20
1985,07,19,0.76,11.11,3.89
1985,07,20,0.59,9.97,5.47
1985,07,21,0.73,9.39,4.05
1985,07,22,0.64,12.37,2.53
1985,07,23,0.65,12.89,1.65
1985,07,24,0.69,13.52,1.94
1985,07,25,0.54,13.64,4.61
1985,07,26,0.71,13.17,5.95
1985,07,27,0.57,12.59,3.45
1985,07,28,0.75,13.35,4.64
1985,07,29,0.38,10.59,1.84
1985,07,30,0.68,12.76,1.86
1985,07,31,0.40,12.83,1.52
1985,08,01,0.68,13.63,1.23
1985,08,02,0.66,15.02,0.95
1985,08,03,0.63,15.32,2.69
1985,08,04,0.69,15.06,3.40
1985,08,05,0.58,16.20,2.47
1985,08,06,0.60,16.75,2.74
1985,08,07,0.58,15.34,2.62
1985,08,08,0.38,11.70,3.74
1985,08,09,0.47,9.22,3.41
1985,08,10,0.40,9.04,1.32
1985,08,11,0.38,7.94,3.05
