YEAR,MO,DY,avg_kt,T2M,WS10M
1985,01,01,0.42,16.86,4.38
1985,01,02,0.46,23.52,1.24
1985,01,03,0.52,16.57,1.71
1985,01,04,0.72,4.01,3.54
1985,01,05,0.71,2.26,3.19
1985,01,06,0.29,0.89,2.56
1985,01,07,0.73,3.51,5.98
1985,01,08,0.55,11.12,3.84
1985,01,09,0.37,9.54,2.32
1985,01,10,0.31,8.04,1.65
1985,01,11,0.49,13.29,3.36
1985,01,12,0.42,11.29,4.61
1985,01,13,0.72,3.59,4.86
1985,01,14,0.70,9.90,6.79
1985,01,15,0.45,14.17,2.02
1985,01,16,0.31,8.60,2.63
1985,01,17,0.39,9.91,2.64
1985,01,18,0.56,11.16,4.24
1985,01,19,0.59,28.10,5.60
1985,01,20,0.30,27.78,4.97
1985,01,21,0.72,10.76,6.15
1985,01,22,0.69,10.57,5.44
1985,01,23,0.52,8.07,3.94
1985,01,24,0.49,4.79,4.46
1985,01,25,0.61,16.87,6.52
1985,01,26,0.46,14.09,3.14
1985,01,27,0.60,8.67,4.83
1985,01,28,0.67,15.50,2.18
1985,01,29,0.28,9.69,2.40
1985,01,30,0.39,13.72,3.99
1985,01,31,0.47,27.43,3.37
1985,02,01,0.75,25.88,2.36
1985,02,02,0.74,22.43,1.83
1985,02,03,0.76,16.18,3.32
1985,02,04,0.53,18.31,1.24
1985,02,05,0.40,12.00,2.10
1985,02,06,0.67,17.62,2.87
1985,02,07,0.78,18.57,2.94
1985,02,08,0.62,18.09,1.94
1985,02,09,0.07,7.33,4.31
1985,02,10,0.44,3.36,2.41
1985,02,11,0.53,8.33,4.94
1985,02,12,0.77,13.04,4.09
1985,02,13,0.53,10.70,4.30
1985,02,14,0.71,13.17,5.68
1985,02,15,0.59,15.60,2.65
1985,02,16,0.43,5.66,4.34
1985,02,17,0.74,4.03,4.45
1985,02,18,0.42,2.80,5.20
1985,02,19,0.66,4.33,3.43
1985,02,20,0.54,0.34,3.50
1985,02,21,0.18,2.69,2.84
1985,02,22,0.30,0.18,1.45
1985,02,23,0.18,0.19,2.99
1985,02,24,0.30,0.20,3.05
1985,02,25,0.29,1.48,4.20
1985,02,26,0.48,1.59,4.71
1985,02,27,0.53,4.01,3.06
1985,02,28,0.76,3.10,5.14
1985,03,01,0.76,2.76,4.08
1985,03,02,0.38,1.26,3.30
1985,03,03,0.10,2.49,7.64
1985,03,04,0.14,3.57,7.58
1985,03,05,0.35,11.38,3.35
1985,03,06,0.32,8.53,3.79
1985,03,07,0.44,1.24,3.40
1985,03,08,0.70,0.34,3.81
1985,03,09,0.78,2.62,2.95
1985,03,10,0.64,5.79,2.06
1985,03,11,0.15,3.85,3.08
1985,03,12,0.60,0.97,3.16
1985,03,13,0.60,2.41,4.07
1985,03,14,0.49,3.27,4.48
1985,03,15,0.77,2.65,2.82
1985,03,16,0.70,3.93,5.00
