Category,State,Year,Month,Value (thousand Megawatthours),state_year_month
Net generation  all solar , Rhode Island ,2014,3,1.67633, Rhode Island 20143
Net generation  all solar , Rhode Island ,2014,2,1.19221, Rhode Island 20142
Net generation  all solar , Rhode Island ,2014,1,1.04923, Rhode Island 20141
Net generation  all solar , South Atlantic (total) ,2017,7,1211.84902, South Atlantic (total) 20177
Net generation  all solar , South Atlantic (total) ,2017,6,1270.42136, South Atlantic (total) 20176
Net generation  all solar , South Atlantic (total) ,2017,5,1215.61179, South Atlantic (total) 20175
Net generation  all solar , South Atlantic (total) ,2017,4,1010.00539, South Atlantic (total) 20174
Net generation  all solar , South Atlantic (total) ,2017,3,935.75403, South Atlantic (total) 20173
Net generation  all solar , South Atlantic (total) ,2017,2,606.24637, South Atlantic (total) 20172
Net generation  all solar , South Atlantic (total) ,2017,1,510.5444, South Atlantic (total) 20171
Net generation  all solar , South Atlantic (total) ,2016,12,545.67312, South Atlantic (total) 201612
Net generation  all solar , South Atlantic (total) ,2016,11,517.55527, South Atlantic (total) 201611
Net generation  all solar , South Atlantic (total) ,2016,10,607.36523, South Atlantic (total) 201610
Net generation  all solar , South Atlantic (total) ,2016,9,659.18573, South Atlantic (total) 20169
Net generation  all solar , South Atlantic (total) ,2016,8,714.76533, South Atlantic (total) 20168
Net generation  all solar , South Atlantic (total) ,2016,7,737.00563, South Atlantic (total) 20167
Net generation  all solar , South Atlantic (total) ,2016,6,679.58095, South Atlantic (total) 20166
Net generation  all solar , South Atlantic (total) ,2016,5,650.11391, South Atlantic (total) 20165
Net generation  all solar , South Atlantic (total) ,2016,4,561.46508, South Atlantic (total) 20164
Net generation  all solar , South Atlantic (total) ,2016,3,531.46833, South Atlantic (total) 20163
Net generation  all solar , South Atlantic (total) ,2016,2,442.51892, South Atlantic (total) 20162
Net generation  all solar , South Atlantic (total) ,2016,1,291.20988, South Atlantic (total) 20161
Net generation  all solar , South Atlantic (total) ,2015,12,227.00541, South Atlantic (total) 201512
Net generation  all solar , South Atlantic (total) ,2015,11,165.31665, South Atlantic (total) 201511
Net generation  all solar , South Atlantic (total) ,2015,10,208.3148, South Atlantic (total) 201510
Net generation  all solar , South Atlantic (total) ,2015,9,225.87354, South Atlantic (total) 20159
Net generation  all solar , South Atlantic (total) ,2015,8,300.94553, South Atlantic (total) 20158
Net generation  all solar , South Atlantic (total) ,2015,7,313.97014, South Atlantic (total) 20157
Net generation  all solar , South Atlantic (total) ,2015,6,289.135, South Atlantic (total) 20156
Net generation  all solar , South Atlantic (total) ,2015,5,306.66951, South Atlantic (total) 20155
Net generation  all solar , South Atlantic (total) ,2015,4,231.25813, South Atlantic (total) 20154
Net generation  all solar , South Atlantic (total) ,2015,3,201.1612, South Atlantic (total) 20153
Net generation  all solar , South Atlantic (total) ,2015,2,126.72941, South Atlantic (total) 20152
Net generation  all solar , South Atlantic (total) ,2015,1,136.33854, South Atlantic (total) 20151
Net generation  all solar , South Atlantic (total) ,2014,12,129.79774, South Atlantic (total) 201412
Net generation  all solar , South Atlantic (total) ,2014,11,126.3057, South Atlantic (total) 201411
Net generation  all solar , South Atlantic (total) ,2014,10,195.14646, South Atlantic (total) 201410
Net generation  all solar , South Atlantic (total) ,2014,9,169.6059, South Atlantic (total) 20149
Net generation  all solar , South Atlantic (total) ,2014,8,192.72205, South Atlantic (total) 20148
Net generation  all solar , South Atlantic (total) ,2014,7,187.55774, South Atlantic (total) 20147
Net generation  all solar , South Atlantic (total) ,2014,6,182.46164, South Atlantic (total) 20146
Net generation  all solar , South Atlantic (total) ,2014,5,196.75347, South Atlantic (total) 20145
Net generation  all solar , South Atlantic (total) ,2014,4,163.92748, South Atlantic (total) 20144
Net generation  all solar , South Atlantic (total) ,2014,3,157.77401, South Atlantic (total) 20143
Net generation  all solar , South Atlantic (total) ,2014,2,118.18759, South Atlantic (total) 20142
Net generation  all solar , South Atlantic (total) ,2014,1,98.40669, South Atlantic (total) 20141
Net generation  all solar , South Carolina ,2017,7,24.24685, South Carolina 20177
Net generation  all solar , South Carolina ,2017,6,21.1074, South Carolina 20176
Net generation  all solar , South Carolina ,2017,5,18.62979, South Carolina 20175
Net generation  all solar , South Carolina ,2017,4,0, South Carolina 20174
Net generation  all solar , South Carolina ,2017,3,0, South Carolina 20173
Net generation  all solar , South Carolina ,2017,2,0, South Carolina 20172
Net generation  all solar , South Carolina ,2017,1,0, South Carolina 20171
Net generation  all solar , South Carolina ,2016,12,0, South Carolina 201612
Net generation  all solar , South Carolina ,2016,11,0, South Carolina 201611
Net generation  all solar , South Carolina ,2016,10,0, South Carolina 201610
Net generation  all solar , South Carolina ,2016,9,0, South Carolina 20169
Net generation  all solar , South Carolina ,2016,8,0, South Carolina 20168
Net generation  all solar , South Carolina ,2016,7,0, South Carolina 20167
Net generation  all solar , South Carolina ,2016,6,0, South Carolina 20166
Net generation  all solar , South Carolina ,2016,5,0, South Carolina 20165
Net generation  all solar , South Carolina ,2016,4,0, South Carolina 20164
Net generation  all solar , South Carolina ,2016,3,0, South Carolina 20163
Net generation  all solar , South Carolina ,2016,2,0, South Carolina 20162
Net generation  all solar , South Carolina ,2016,1,0, South Carolina 20161
Net generation  all solar , South Carolina ,2015,12,0.94405, South Carolina 201512
Net generation  all solar , South Carolina ,2015,11,0.81885, South Carolina 201511
Net generation  all solar , South Carolina ,2015,10,0.9179, South Carolina 201510
Net generation  all solar , South Carolina ,2015,9,0.95946, South Carolina 20159
Net generation  all solar , South Carolina ,2015,8,1.16205, South Carolina 20158
Net generation  all solar , South Carolina ,2015,7,1.21064, South Carolina 20157
Net generation  all solar , South Carolina ,2015,6,1.14997, South Carolina 20156
Net generation  all solar , South Carolina ,2015,5,1.19069, South Carolina 20155
Net generation  all solar , South Carolina ,2015,4,0.97525, South Carolina 20154
Net generation  all solar , South Carolina ,2015,3,0.87225, South Carolina 20153
Net generation  all solar , South Carolina ,2015,2,0.59067, South Carolina 20152
Net generation  all solar , South Carolina ,2015,1,0.61261, South Carolina 20151
Net generation  all solar , South Carolina ,2014,12,0.62162, South Carolina 201412
Net generation  all solar , South Carolina ,2014,11,0.58688, South Carolina 201411
Net generation  all solar , South Carolina ,2014,10,0.8637, South Carolina 201410
Net generation  all solar , South Carolina ,2014,9,0.75787, South Carolina 20149
Net generation  all solar , South Carolina ,2014,8,0.87264, South Carolina 20148
Net generation  all solar , South Carolina ,2014,7,0.84518, South Carolina 20147
Net generation  all solar , South Carolina ,2014,6,0.82001, South Carolina 20146
Net generation  all solar , South Carolina ,2014,5,0.90479, South Carolina 20145
Net generation  all solar , South Carolina ,2014,4,0.75041, South Carolina 20144
Net generation  all solar , South Carolina ,2014,3,0.73002, South Carolina 20143
Net generation  all solar , South Carolina ,2014,2,0.55245, South Carolina 20142
Net generation  all solar , South Carolina ,2014,1,0.46275, South Carolina 20141
Net generation  all solar , South Dakota ,2017,7,0, South Dakota 20177
Net generation  all solar , South Dakota ,2017,6,0, South Dakota 20176
Net generation  all solar , South Dakota ,2017,5,0, South Dakota 20175
Net generation  all solar , South Dakota ,2017,4,0, South Dakota 20174
Net generation  all solar , South Dakota ,2017,3,0, South Dakota 20173
Net generation  all solar , South Dakota ,2017,2,0, South Dakota 20172
Net generation  all solar , South Dakota ,2017,1,0, South Dakota 20171
Net generation  all solar , South Dakota ,2016,12,0, South Dakota 201612
Net generation  all solar , South Dakota ,2016,11,0, South Dakota 201611
Net generation  all solar , South Dakota ,2016,10,0, South Dakota 201610
Net generation  all solar , South Dakota ,2016,9,0, South Dakota 20169
Net generation  all solar , South Dakota ,2016,8,0.09922, South Dakota 20168
Net generation  all solar , South Dakota ,2016,7,0.10365, South Dakota 20167
Net generation  all solar , South Dakota ,2016,6,0.09579, South Dakota 20166
Net generation  all solar , South Dakota ,2016,5,0.09622, South Dakota 20165
Net generation  all solar , South Dakota ,2016,4,0.08904, South Dakota 20164
Net generation  all solar , South Dakota ,2016,3,0.07514, South Dakota 20163
Net generation  all solar , South Dakota ,2016,2,0.05601, South Dakota 20162
Net generation  all solar , South Dakota ,2016,1,0.0464, South Dakota 20161
Net generation  all solar , South Dakota ,2015,12,0.02668, South Dakota 201512
Net generation  all solar , South Dakota ,2015,11,0.03081, South Dakota 201511
Net generation  all solar , South Dakota ,2015,10,0.04004, South Dakota 201510
Net generation  all solar , South Dakota ,2015,9,0.04954, South Dakota 20159
Net generation  all solar , South Dakota ,2015,8,0.0568, South Dakota 20158
Net generation  all solar , South Dakota ,2015,7,0.06031, South Dakota 20157
Net generation  all solar , South Dakota ,2015,6,0.05543, South Dakota 20156
Net generation  all solar , South Dakota ,2015,5,0.05553, South Dakota 20155
Net generation  all solar , South Dakota ,2015,4,0.05142, South Dakota 20154
Net generation  all solar , South Dakota ,2015,3,0.04405, South Dakota 20153
Net generation  all solar , South Dakota ,2015,2,0.03208, South Dakota 20152
Net generation  all solar , South Dakota ,2015,1,0.02744, South Dakota 20151
Net generation  all solar , South Dakota ,2014,12,0.02551, South Dakota 201412
Net generation  all solar , South Dakota ,2014,11,0.03017, South Dakota 201411
Net generation  all solar , South Dakota ,2014,10,0.03922, South Dakota 201410
Net generation  all solar , South Dakota ,2014,9,0.04854, South Dakota 20149
Net generation  all solar , South Dakota ,2014,8,0.05566, South Dakota 20148
Net generation  all solar , South Dakota ,2014,7,0.05911, South Dakota 20147
Net generation  all solar , South Dakota ,2014,6,0.03329, South Dakota 20146
Net generation  all solar , South Dakota ,2014,5,0.03338, South Dakota 20145
Net generation  all solar , South Dakota ,2014,4,0.03075, South Dakota 20144
Net generation  all solar , South Dakota ,2014,3,0.02582, South Dakota 20143
Net generation  all solar , South Dakota ,2014,2,0.01876, South Dakota 20142
Net generation  all solar , South Dakota ,2014,1,0.01452, South Dakota 20141
Net generation  all solar , Tennessee ,2017,7,24.0117, Tennessee 20177
Net generation  all solar , Tennessee ,2017,6,25.82566, Tennessee 20176
Net generation  all solar , Tennessee ,2017,5,24.93905, Tennessee 20175
Net generation  all solar , Tennessee ,2017,4,17.90812, Tennessee 20174
Net generation  all solar , Tennessee ,2017,3,16.86161, Tennessee 20173
Net generation  all solar , Tennessee ,2017,2,10.67021, Tennessee 20172
Net generation  all solar , Tennessee ,2017,1,0, Tennessee 20171
Net generation  all solar , Tennessee ,2016,12,0, Tennessee 201612
Net generation  all solar , Tennessee ,2016,11,9.9733, Tennessee 201611
Net generation  all solar , Tennessee ,2016,10,11.88768, Tennessee 201610
Net generation  all solar , Tennessee ,2016,9,14.29421, Tennessee 20169
Net generation  all solar , Tennessee ,2016,8,15.30493, Tennessee 20168
Net generation  all solar , Tennessee ,2016,7,17.2593, Tennessee 20167
Net generation  all solar , Tennessee ,2016,6,0, Tennessee 20166
Net generation  all solar , Tennessee ,2016,5,14.07757, Tennessee 20165
Net generation  all solar , Tennessee ,2016,4,12.09794, Tennessee 20164
Net generation  all solar , Tennessee ,2016,3,12.56023, Tennessee 20163
Net generation  all solar , Tennessee ,2016,2,11.14088, Tennessee 20162
Net generation  all solar , Tennessee ,2016,1,0, Tennessee 20161
Net generation  all solar , Tennessee ,2015,12,7.78335, Tennessee 201512
Net generation  all solar , Tennessee ,2015,11,9.05623, Tennessee 201511
Net generation  all solar , Tennessee ,2015,10,10.41271, Tennessee 201510
Net generation  all solar , Tennessee ,2015,9,11.95874, Tennessee 20159
Net generation  all solar , Tennessee ,2015,8,14.17318, Tennessee 20158
Net generation  all solar , Tennessee ,2015,7,14.05975, Tennessee 20157
Net generation  all solar , Tennessee ,2015,6,14.05241, Tennessee 20156
Net generation  all solar , Tennessee ,2015,5,13.77337, Tennessee 20155
Net generation  all solar , Tennessee ,2015,4,13.19445, Tennessee 20154
Net generation  all solar , Tennessee ,2015,3,11.75283, Tennessee 20153
Net generation  all solar , Tennessee ,2015,2,8.43578, Tennessee 20152
Net generation  all solar , Tennessee ,2015,1,7.17749, Tennessee 20151
Net generation  all solar , Tennessee ,2014,12,7.143, Tennessee 201412
Net generation  all solar , Tennessee ,2014,11,7.87014, Tennessee 201411
Net generation  all solar , Tennessee ,2014,10,6.84398, Tennessee 201410
Net generation  all solar , Tennessee ,2014,9,7.58799, Tennessee 20149
Net generation  all solar , Tennessee ,2014,8,8.43422, Tennessee 20148
Net generation  all solar , Tennessee ,2014,7,8.38103, Tennessee 20147
Net generation  all solar , Tennessee ,2014,6,8.66256, Tennessee 20146
Net generation  all solar , Tennessee ,2014,5,8.44761, Tennessee 20145
Net generation  all solar , Tennessee ,2014,4,7.57161, Tennessee 20144
Net generation  all solar , Tennessee ,2014,3,6.82218, Tennessee 20143
Net generation  all solar , Tennessee ,2014,2,4.84095, Tennessee 20142
Net generation  all solar , Tennessee ,2014,1,4.52351, Tennessee 20141
Net generation  all solar , Texas ,2017,7,311.20556, Texas 20177
Net generation  all solar , Texas ,2017,6,311.67468, Texas 20176
Net generation  all solar , Texas ,2017,5,309.76294, Texas 20175
Net generation  all solar , Texas ,2017,4,252.26887, Texas 20174
Net generation  all solar , Texas ,2017,3,215.61618, Texas 20173
Net generation  all solar , Texas ,2017,2,106.2373, Texas 20172
Net generation  all solar , Texas ,2017,1,96.88778, Texas 20171
Net generation  all solar , Texas ,2016,12,85.70717, Texas 201612
Net generation  all solar , Texas ,2016,11,105.71947, Texas 201611
Net generation  all solar , Texas ,2016,10,105.66238, Texas 201610
Net generation  all solar , Texas ,2016,9,110.03544, Texas 20169
Net generation  all solar , Texas ,2016,8,98.57851, Texas 20168
Net generation  all solar , Texas ,2016,7,111.81252, Texas 20167
Net generation  all solar , Texas ,2016,6,102.82521, Texas 20166
Net generation  all solar , Texas ,2016,5,87.64274, Texas 20165
Net generation  all solar , Texas ,2016,4,84.57295, Texas 20164
Net generation  all solar , Texas ,2016,3,79.63626, Texas 20163
Net generation  all solar , Texas ,2016,2,75.92859, Texas 20162
Net generation  all solar , Texas ,2016,1,60.18584, Texas 20161
Net generation  all solar , Texas ,2015,12,61.55184, Texas 201512
Net generation  all solar , Texas ,2015,11,39.31419, Texas 201511
Net generation  all solar , Texas ,2015,10,56.0573, Texas 201510
Net generation  all solar , Texas ,2015,9,63.27814, Texas 20159
Net generation  all solar , Texas ,2015,8,72.84751, Texas 20158
Net generation  all solar , Texas ,2015,7,70.30052, Texas 20157
Net generation  all solar , Texas ,2015,6,62.53939, Texas 20156
Net generation  all solar , Texas ,2015,5,46.64305, Texas 20155
Net generation  all solar , Texas ,2015,4,45.40587, Texas 20154
Net generation  all solar , Texas ,2015,3,41.50749, Texas 20153
Net generation  all solar , Texas ,2015,2,32.74238, Texas 20152
Net generation  all solar , Texas ,2015,1,32.05393, Texas 20151
Net generation  all solar , Texas ,2014,12,29.59831, Texas 201412
Net generation  all solar , Texas ,2014,11,38.54948, Texas 201411
Net generation  all solar , Texas ,2014,10,51.17241, Texas 201410
Net generation  all solar , Texas ,2014,9,49.39099, Texas 20149
Net generation  all solar , Texas ,2014,8,48.47215, Texas 20148
Net generation  all solar , Texas ,2014,7,46.77583, Texas 20147
Net generation  all solar , Texas ,2014,6,41.58694, Texas 20146
Net generation  all solar , Texas ,2014,5,41.53043, Texas 20145
Net generation  all solar , Texas ,2014,4,32.34301, Texas 20144
Net generation  all solar , Texas ,2014,3,28.56701, Texas 20143
Net generation  all solar , Texas ,2014,2,17.60461, Texas 20142
Net generation  all solar , Texas ,2014,1,20.4432, Texas 20141
Net generation  all solar , United States ,2017,7,8173.37128, United States 20177
Net generation  all solar , United States ,2017,6,8796.43995, United States 20176
Net generation  all solar , United States ,2017,5,8295.47377, United States 20175
Net generation  all solar , United States ,2017,4,7084.19434, United States 20174
Net generation  all solar , United States ,2017,3,6528.74272, United States 20173
Net generation  all solar , United States ,2017,2,4010.84643, United States 20172
Net generation  all solar , United States ,2017,1,3487.96543, United States 20171
Net generation  all solar , United States ,2016,12,3500.49263, United States 201612
Net generation  all solar , United States ,2016,11,4006.965, United States 201611
Net generation  all solar , United States ,2016,10,4800.62172, United States 201610
Net generation  all solar , United States ,2016,9,5472.82826, United States 20169
Net generation  all solar , United States ,2016,8,5951.78763, United States 20168
Net generation  all solar , United States ,2016,7,6162.81029, United States 20167
Net generation  all solar , United States ,2016,6,5601.46325, United States 20166
Net generation  all solar , United States ,2016,5,5547.95923, United States 20165
Net generation  all solar , United States ,2016,4,4712.43726, United States 20164
Net generation  all solar , United States ,2016,3,4295.45628, United States 20163
Net generation  all solar , United States ,2016,2,3632.10853, United States 20162
Net generation  all solar , United States ,2016,1,2536.09772, United States 20161
Net generation  all solar , United States ,2015,12,2483.85893, United States 201512
Net generation  all solar , United States ,2015,11,2711.70957, United States 201511
Net generation  all solar , United States ,2015,10,3107.28733, United States 201510
Net generation  all solar , United States ,2015,9,3546.77556, United States 20159
Net generation  all solar , United States ,2015,8,4155.60157, United States 20158
Net generation  all solar , United States ,2015,7,4113.74514, United States 20157
Net generation  all solar , United States ,2015,6,3965.61172, United States 20156
Net generation  all solar , United States ,2015,5,3897.98556, United States 20155
Net generation  all solar , United States ,2015,4,3642.64641, United States 20154
Net generation  all solar , United States ,2015,3,3205.83426, United States 20153
Net generation  all solar , United States ,2015,2,2299.31836, United States 20152
Net generation  all solar , United States ,2015,1,1901.79647, United States 20151
Net generation  all solar , United States ,2014,12,1797.81256, United States 201412
Net generation  all solar , United States ,2014,11,2171.44148, United States 201411
Net generation  all solar , United States ,2014,10,2681.80098, United States 201410
Net generation  all solar , United States ,2014,9,2878.62126, United States 20149
Net generation  all solar , United States ,2014,8,3018.61669, United States 20148
Net generation  all solar , United States ,2014,7,2936.22665, United States 20147
Net generation  all solar , United States ,2014,6,3023.8867, United States 20146
Net generation  all solar , United States ,2014,5,2841.66641, United States 20145
Net generation  all solar , United States ,2014,4,2475.52102, United States 20144
Net generation  all solar , United States ,2014,3,2224.12366, United States 20143
Net generation  all solar , United States ,2014,2,1498.82093, United States 20142
Net generation  all solar , United States ,2014,1,1375.15155, United States 20141
Net generation  all solar , Utah ,2017,7,234.37066, Utah 20177
Net generation  all solar , Utah ,2017,6,260.91769, Utah 20176
Net generation  all solar , Utah ,2017,5,246.55726, Utah 20175
Net generation  all solar , Utah ,2017,4,208.85589, Utah 20174
Net generation  all solar , Utah ,2017,3,197.00819, Utah 20173
Net generation  all solar , Utah ,2017,2,120.11301, Utah 20172
Net generation  all solar , Utah ,2017,1,102.47351, Utah 20171
Net generation  all solar , Utah ,2016,12,95.50218, Utah 201612
Net generation  all solar , Utah ,2016,11,125.58932, Utah 201611
Net generation  all solar , Utah ,2016,10,139.91252, Utah 201610
Net generation  all solar , Utah ,2016,9,170.56305, Utah 20169
Net generation  all solar , Utah ,2016,8,158.06978, Utah 20168
Net generation  all solar , Utah ,2016,7,66.77866, Utah 20167
Net generation  all solar , Utah ,2016,6,61.62968, Utah 20166
Net generation  all solar , Utah ,2016,5,60.45318, Utah 20165
Net generation  all solar , Utah ,2016,4,44.2505, Utah 20164
Net generation  all solar , Utah ,2016,3,41.77134, Utah 20163
Net generation  all solar , Utah ,2016,2,34.64062, Utah 20162
Net generation  all solar , Utah ,2016,1,24.24531, Utah 20161
Net generation  all solar , Utah ,2015,12,21.47529, Utah 201512
Net generation  all solar , Utah ,2015,11,8.74032, Utah 201511
Net generation  all solar , Utah ,2015,10,9.96847, Utah 201510
Net generation  all solar , Utah ,2015,9,9.26826, Utah 20159
Net generation  all solar , Utah ,2015,8,8.72652, Utah 20158
Net generation  all solar , Utah ,2015,7,8.25401, Utah 20157
Net generation  all solar , Utah ,2015,6,7.39923, Utah 20156
Net generation  all solar , Utah ,2015,5,6.97406, Utah 20155
Net generation  all solar , Utah ,2015,4,6.28592, Utah 20154
Net generation  all solar , Utah ,2015,3,5.5659, Utah 20153
Net generation  all solar , Utah ,2015,2,3.30365, Utah 20152
Net generation  all solar , Utah ,2015,1,3.00298, Utah 20151
Net generation  all solar , Utah ,2014,12,2.79915, Utah 201412
Net generation  all solar , Utah ,2014,11,3.17444, Utah 201411
Net generation  all solar , Utah ,2014,10,3.87276, Utah 201410
Net generation  all solar , Utah ,2014,9,3.96711, Utah 20149
Net generation  all solar , Utah ,2014,8,4.09399, Utah 20148
Net generation  all solar , Utah ,2014,7,4.15813, Utah 20147
Net generation  all solar , Utah ,2014,6,4.01669, Utah 20146
Net generation  all solar , Utah ,2014,5,3.61583, Utah 20145
Net generation  all solar , Utah ,2014,4,3.14597, Utah 20144
Net generation  all solar , Utah ,2014,3,2.87751, Utah 20143
Net generation  all solar , Utah ,2014,2,1.95186, Utah 20142
Net generation  all solar , Utah ,2014,1,1.85456, Utah 20141
Net generation  all solar , Vermont ,2017,7,27.62714, Vermont 20177
Net generation  all solar , Vermont ,2017,6,27.6591, Vermont 20176
Net generation  all solar , Vermont ,2017,5,26.66284, Vermont 20175
Net generation  all solar , Vermont ,2017,4,22.84313, Vermont 20174
Net generation  all solar , Vermont ,2017,3,20.50712, Vermont 20173
Net generation  all solar , Vermont ,2017,2,13.20846, Vermont 20172
Net generation  all solar , Vermont ,2017,1,0, Vermont 20171
Net generation  all solar , Vermont ,2016,12,0, Vermont 201612
Net generation  all solar , Vermont ,2016,11,9.7196, Vermont 201611
Net generation  all solar , Vermont ,2016,10,11.5139, Vermont 201610
Net generation  all solar , Vermont ,2016,9,14.96736, Vermont 20169
Net generation  all solar , Vermont ,2016,8,16.3445, Vermont 20168
Net generation  all solar , Vermont ,2016,7,18.18814, Vermont 20167
Net generation  all solar , Vermont ,2016,6,0, Vermont 20166
Net generation  all solar , Vermont ,2016,5,15.20841, Vermont 20165
Net generation  all solar , Vermont ,2016,4,12.88259, Vermont 20164
Net generation  all solar , Vermont ,2016,3,12.25484, Vermont 20163
Net generation  all solar , Vermont ,2016,2,10.56101, Vermont 20162
Net generation  all solar , Vermont ,2016,1,0, Vermont 20161
Net generation  all solar , Vermont ,2015,12,6.27443, Vermont 201512
Net generation  all solar , Vermont ,2015,11,6.39054, Vermont 201511
Net generation  all solar , Vermont ,2015,10,7.85941, Vermont 201510
Net generation  all solar , Vermont ,2015,9,10.02697, Vermont 20159
Net generation  all solar , Vermont ,2015,8,11.54854, Vermont 20158
Net generation  all solar , Vermont ,2015,7,11.29715, Vermont 20157
Net generation  all solar , Vermont ,2015,6,10.71532, Vermont 20156
Net generation  all solar , Vermont ,2015,5,10.27849, Vermont 20155
Net generation  all solar , Vermont ,2015,4,9.76004, Vermont 20154
Net generation  all solar , Vermont ,2015,3,8.11633, Vermont 20153
Net generation  all solar , Vermont ,2015,2,5.48867, Vermont 20152
Net generation  all solar , Vermont ,2015,1,4.59584, Vermont 20151
Net generation  all solar , Vermont ,2014,12,3.83398, Vermont 201412
Net generation  all solar , Vermont ,2014,11,3.87463, Vermont 201411
Net generation  all solar , Vermont ,2014,10,4.98011, Vermont 201410
Net generation  all solar , Vermont ,2014,9,6.10591, Vermont 20149
Net generation  all solar , Vermont ,2014,8,6.35078, Vermont 20148
Net generation  all solar , Vermont ,2014,7,6.2972, Vermont 20147
Net generation  all solar , Vermont ,2014,6,5.5783, Vermont 20146
Net generation  all solar , Vermont ,2014,5,5.29584, Vermont 20145
Net generation  all solar , Vermont ,2014,4,4.86165, Vermont 20144
Net generation  all solar , Vermont ,2014,3,4.03085, Vermont 20143
Net generation  all solar , Vermont ,2014,2,2.81234, Vermont 20142
Net generation  all solar , Vermont ,2014,1,2.50253, Vermont 20141
Net generation  all solar , Virginia ,2017,7,43.44816, Virginia 20177
Net generation  all solar , Virginia ,2017,6,44.70594, Virginia 20176
Net generation  all solar , Virginia ,2017,5,42.07816, Virginia 20175
Net generation  all solar , Virginia ,2017,4,35.67884, Virginia 20174
Net generation  all solar , Virginia ,2017,3,33.56376, Virginia 20173
Net generation  all solar , Virginia ,2017,2,21.54071, Virginia 20172
Net generation  all solar , Virginia ,2017,1,17.92791, Virginia 20171
Net generation  all solar , Virginia ,2016,12,0, Virginia 201612
Net generation  all solar , Virginia ,2016,11,12.56223, Virginia 201611
Net generation  all solar , Virginia ,2016,10,0, Virginia 201610
Net generation  all solar , Virginia ,2016,9,0, Virginia 20169
Net generation  all solar , Virginia ,2016,8,0, Virginia 20168
Net generation  all solar , Virginia ,2016,7,0, Virginia 20167
Net generation  all solar , Virginia ,2016,6,0, Virginia 20166
Net generation  all solar , Virginia ,2016,5,0, Virginia 20165
Net generation  all solar , Virginia ,2016,4,0, Virginia 20164
Net generation  all solar , Virginia ,2016,3,0, Virginia 20163
Net generation  all solar , Virginia ,2016,2,2.82739, Virginia 20162
Net generation  all solar , Virginia ,2016,1,2.49522, Virginia 20161
Net generation  all solar , Virginia ,2015,12,2.2374, Virginia 201512
Net generation  all solar , Virginia ,2015,11,2.23015, Virginia 201511
Net generation  all solar , Virginia ,2015,10,2.58069, Virginia 201510
Net generation  all solar , Virginia ,2015,9,2.6393, Virginia 20159
Net generation  all solar , Virginia ,2015,8,3.00844, Virginia 20158
Net generation  all solar , Virginia ,2015,7,3.03128, Virginia 20157
Net generation  all solar , Virginia ,2015,6,2.84418, Virginia 20156
Net generation  all solar , Virginia ,2015,5,2.79331, Virginia 20155
Net generation  all solar , Virginia ,2015,4,2.51012, Virginia 20154
Net generation  all solar , Virginia ,2015,3,2.35719, Virginia 20153
Net generation  all solar , Virginia ,2015,2,1.79877, Virginia 20152
Net generation  all solar , Virginia ,2015,1,1.66003, Virginia 20151
Net generation  all solar , Virginia ,2014,12,1.5148, Virginia 201412
Net generation  all solar , Virginia ,2014,11,1.53108, Virginia 201411
Net generation  all solar , Virginia ,2014,10,1.79856, Virginia 201410
Net generation  all solar , Virginia ,2014,9,1.90772, Virginia 20149
Net generation  all solar , Virginia ,2014,8,2.1669, Virginia 20148
Net generation  all solar , Virginia ,2014,7,2.21117, Virginia 20147
Net generation  all solar , Virginia ,2014,6,2.16022, Virginia 20146
Net generation  all solar , Virginia ,2014,5,2.12847, Virginia 20145
Net generation  all solar , Virginia ,2014,4,1.93007, Virginia 20144
Net generation  all solar , Virginia ,2014,3,1.83997, Virginia 20143
Net generation  all solar , Virginia ,2014,2,1.44239, Virginia 20142
Net generation  all solar , Virginia ,2014,1,1.20387, Virginia 20141
Net generation  all solar , Washington ,2017,7,15.32616, Washington 20177
Net generation  all solar , Washington ,2017,6,13.35418, Washington 20176
Net generation  all solar , Washington ,2017,5,12.72095, Washington 20175
Net generation  all solar , Washington ,2017,4,11.20794, Washington 20174
Net generation  all solar , Washington ,2017,3,8.15305, Washington 20173
Net generation  all solar , Washington ,2017,2,0, Washington 20172
Net generation  all solar , Washington ,2017,1,3.60839, Washington 20171
Net generation  all solar , Washington ,2016,12,2.98809, Washington 201612
Net generation  all solar , Washington ,2016,11,3.2741, Washington 201611
Net generation  all solar , Washington ,2016,10,6.41028, Washington 201610
Net generation  all solar , Washington ,2016,9,9.96877, Washington 20169
Net generation  all solar , Washington ,2016,8,11.59628, Washington 20168
Net generation  all solar , Washington ,2016,7,12.01184, Washington 20167
Net generation  all solar , Washington ,2016,6,10.49221, Washington 20166
Net generation  all solar , Washington ,2016,5,9.92116, Washington 20165
Net generation  all solar , Washington ,2016,4,8.79664, Washington 20164
Net generation  all solar , Washington ,2016,3,6.39733, Washington 20163
Net generation  all solar , Washington ,2016,2,4.79334, Washington 20162
Net generation  all solar , Washington ,2016,1,2.64171, Washington 20161
Net generation  all solar , Washington ,2015,12,2.07985, Washington 201512
Net generation  all solar , Washington ,2015,11,2.22782, Washington 201511
Net generation  all solar , Washington ,2015,10,4.24508, Washington 201510
Net generation  all solar , Washington ,2015,9,6.51997, Washington 20159
Net generation  all solar , Washington ,2015,8,7.44601, Washington 20158
Net generation  all solar , Washington ,2015,7,7.64945, Washington 20157
Net generation  all solar , Washington ,2015,6,6.50681, Washington 20156
