Category,State,Year,Month,Value (thousand Megawatthours),state_year_month
Net generation  all solar , Alabama ,2017,7,0, Alabama 20177
Net generation  all solar , Alabama ,2017,6,0, Alabama 20176
Net generation  all solar , Alabama ,2017,5,0, Alabama 20175
Net generation  all solar , Alabama ,2017,4,0, Alabama 20174
Net generation  all solar , Alabama ,2017,3,0, Alabama 20173
Net generation  all solar , Alabama ,2017,2,0, Alabama 20172
Net generation  all solar , Alabama ,2017,1,0, Alabama 20171
Net generation  all solar , Alabama ,2016,12,7.0739, Alabama 201612
Net generation  all solar , Alabama ,2016,11,13.39891, Alabama 201611
Net generation  all solar , Alabama ,2016,10,11.1177, Alabama 201610
Net generation  all solar , Alabama ,2016,9,0.79974, Alabama 20169
Net generation  all solar , Alabama ,2016,8,0.38276, Alabama 20168
Net generation  all solar , Alabama ,2016,7,0.38958, Alabama 20167
Net generation  all solar , Alabama ,2016,6,0.38994, Alabama 20166
Net generation  all solar , Alabama ,2016,5,0.39375, Alabama 20165
Net generation  all solar , Alabama ,2016,4,0.36158, Alabama 20164
Net generation  all solar , Alabama ,2016,3,0.32967, Alabama 20163
Net generation  all solar , Alabama ,2016,2,0.25567, Alabama 20162
Net generation  all solar , Alabama ,2016,1,0.23305, Alabama 20161
Net generation  all solar , Alabama ,2015,12,0.1879, Alabama 201512
Net generation  all solar , Alabama ,2015,11,0.21325, Alabama 201511
Net generation  all solar , Alabama ,2015,10,0.25407, Alabama 201510
Net generation  all solar , Alabama ,2015,9,0.2735, Alabama 20159
Net generation  all solar , Alabama ,2015,8,0.31753, Alabama 20158
Net generation  all solar , Alabama ,2015,7,0.32087, Alabama 20157
Net generation  all solar , Alabama ,2015,6,0.32517, Alabama 20156
Net generation  all solar , Alabama ,2015,5,0.32984, Alabama 20155
Net generation  all solar , Alabama ,2015,4,0.30461, Alabama 20154
Net generation  all solar , Alabama ,2015,3,0.27815, Alabama 20153
Net generation  all solar , Alabama ,2015,2,0.2094, Alabama 20152
Net generation  all solar , Alabama ,2015,1,0.1976, Alabama 20151
Net generation  all solar , Alabama ,2014,12,0.18085, Alabama 201412
Net generation  all solar , Alabama ,2014,11,0.20838, Alabama 201411
Net generation  all solar , Alabama ,2014,10,0.24844, Alabama 201410
Net generation  all solar , Alabama ,2014,9,0.26579, Alabama 20149
Net generation  all solar , Alabama ,2014,8,0.30818, Alabama 20148
Net generation  all solar , Alabama ,2014,7,0.31515, Alabama 20147
Net generation  all solar , Alabama ,2014,6,0.31334, Alabama 20146
Net generation  all solar , Alabama ,2014,5,0.3176, Alabama 20145
Net generation  all solar , Alabama ,2014,4,0.29292, Alabama 20144
Net generation  all solar , Alabama ,2014,3,0.26624, Alabama 20143
Net generation  all solar , Alabama ,2014,2,0.19786, Alabama 20142
Net generation  all solar , Alabama ,2014,1,0.18663, Alabama 20141
Net generation  all solar , Alaska ,2017,7,0.27935, Alaska 20177
Net generation  all solar , Alaska ,2017,6,0.27011, Alaska 20176
Net generation  all solar , Alaska ,2017,5,0.28467, Alaska 20175
Net generation  all solar , Alaska ,2017,4,0.25022, Alaska 20174
Net generation  all solar , Alaska ,2017,3,0.17922, Alaska 20173
Net generation  all solar , Alaska ,2017,2,0.03963, Alaska 20172
Net generation  all solar , Alaska ,2017,1,0.00011, Alaska 20171
Net generation  all solar , Arizona ,2017,7,587.96402, Arizona 20177
Net generation  all solar , Arizona ,2017,6,757.53482, Arizona 20176
Net generation  all solar , Arizona ,2017,5,703.81902, Arizona 20175
Net generation  all solar , Arizona ,2017,4,649.71241, Arizona 20174
Net generation  all solar , Arizona ,2017,3,599.04488, Arizona 20173
Net generation  all solar , Arizona ,2017,2,371.20849, Arizona 20172
Net generation  all solar , Arizona ,2017,1,326.06246, Arizona 20171
Net generation  all solar , Arizona ,2016,12,333.68999, Arizona 201612
Net generation  all solar , Arizona ,2016,11,361.30389, Arizona 201611
Net generation  all solar , Arizona ,2016,10,438.81591, Arizona 201610
Net generation  all solar , Arizona ,2016,9,454.38074, Arizona 20169
Net generation  all solar , Arizona ,2016,8,492.9042, Arizona 20168
Net generation  all solar , Arizona ,2016,7,569.03527, Arizona 20167
Net generation  all solar , Arizona ,2016,6,552.76426, Arizona 20166
Net generation  all solar , Arizona ,2016,5,575.381, Arizona 20165
Net generation  all solar , Arizona ,2016,4,486.14685, Arizona 20164
Net generation  all solar , Arizona ,2016,3,450.6914, Arizona 20163
Net generation  all solar , Arizona ,2016,2,381.95702, Arizona 20162
Net generation  all solar , Arizona ,2016,1,310.77881, Arizona 20161
Net generation  all solar , Arizona ,2015,12,302.21637, Arizona 201512
Net generation  all solar , Arizona ,2015,11,351.27012, Arizona 201511
Net generation  all solar , Arizona ,2015,10,381.62053, Arizona 201510
Net generation  all solar , Arizona ,2015,9,417.76766, Arizona 20159
Net generation  all solar , Arizona ,2015,8,496.46731, Arizona 20158
Net generation  all solar , Arizona ,2015,7,473.55484, Arizona 20157
Net generation  all solar , Arizona ,2015,6,490.44354, Arizona 20156
Net generation  all solar , Arizona ,2015,5,496.99322, Arizona 20155
Net generation  all solar , Arizona ,2015,4,476.82204, Arizona 20154
Net generation  all solar , Arizona ,2015,3,401.69044, Arizona 20153
Net generation  all solar , Arizona ,2015,2,301.94832, Arizona 20152
Net generation  all solar , Arizona ,2015,1,235.89169, Arizona 20151
Net generation  all solar , Arizona ,2014,12,235.76551, Arizona 201412
Net generation  all solar , Arizona ,2014,11,299.9421, Arizona 201411
Net generation  all solar , Arizona ,2014,10,362.64762, Arizona 201410
Net generation  all solar , Arizona ,2014,9,387.69967, Arizona 20149
Net generation  all solar , Arizona ,2014,8,381.76025, Arizona 20148
Net generation  all solar , Arizona ,2014,7,409.25984, Arizona 20147
Net generation  all solar , Arizona ,2014,6,441.68299, Arizona 20146
Net generation  all solar , Arizona ,2014,5,440.89543, Arizona 20145
Net generation  all solar , Arizona ,2014,4,385.44769, Arizona 20144
Net generation  all solar , Arizona ,2014,3,367.10241, Arizona 20143
Net generation  all solar , Arizona ,2014,2,264.85933, Arizona 20142
Net generation  all solar , Arizona ,2014,1,265.75957, Arizona 20141
Net generation  all solar , Arkansas ,2017,7,4.30361, Arkansas 20177
Net generation  all solar , Arkansas ,2017,6,4.08429, Arkansas 20176
Net generation  all solar , Arkansas ,2017,5,4.16748, Arkansas 20175
Net generation  all solar , Arkansas ,2017,4,3.76618, Arkansas 20174
Net generation  all solar , Arkansas ,2017,3,3.29726, Arkansas 20173
Net generation  all solar , Arkansas ,2017,2,2.18649, Arkansas 20172
Net generation  all solar , Arkansas ,2017,1,1.93974, Arkansas 20171
Net generation  all solar , Arkansas ,2016,12,0, Arkansas 201612
Net generation  all solar , Arkansas ,2016,11,0, Arkansas 201611
Net generation  all solar , Arkansas ,2016,10,0, Arkansas 201610
Net generation  all solar , Arkansas ,2016,9,0, Arkansas 20169
Net generation  all solar , Arkansas ,2016,8,0, Arkansas 20168
Net generation  all solar , Arkansas ,2016,7,0, Arkansas 20167
Net generation  all solar , Arkansas ,2016,6,0, Arkansas 20166
Net generation  all solar , Arkansas ,2016,5,0, Arkansas 20165
Net generation  all solar , Arkansas ,2016,4,0, Arkansas 20164
Net generation  all solar , Arkansas ,2016,3,0, Arkansas 20163
Net generation  all solar , Arkansas ,2016,2,0, Arkansas 20162
Net generation  all solar , Arkansas ,2016,1,0, Arkansas 20161
Net generation  all solar , Arkansas ,2015,12,1.30328, Arkansas 201512
Net generation  all solar , Arkansas ,2015,11,0.37512, Arkansas 201511
Net generation  all solar , Arkansas ,2015,10,0.4411, Arkansas 201510
Net generation  all solar , Arkansas ,2015,9,0.48229, Arkansas 20159
Net generation  all solar , Arkansas ,2015,8,0.55824, Arkansas 20158
Net generation  all solar , Arkansas ,2015,7,0.56518, Arkansas 20157
Net generation  all solar , Arkansas ,2015,6,0.53452, Arkansas 20156
Net generation  all solar , Arkansas ,2015,5,0.51748, Arkansas 20155
Net generation  all solar , Arkansas ,2015,4,0.49599, Arkansas 20154
Net generation  all solar , Arkansas ,2015,3,0.43186, Arkansas 20153
Net generation  all solar , Arkansas ,2015,2,0.32395, Arkansas 20152
Net generation  all solar , Arkansas ,2015,1,0.31031, Arkansas 20151
Net generation  all solar , Arkansas ,2014,12,0.32005, Arkansas 201412
Net generation  all solar , Arkansas ,2014,11,0.32006, Arkansas 201411
Net generation  all solar , Arkansas ,2014,10,0.3924, Arkansas 201410
Net generation  all solar , Arkansas ,2014,9,0.44547, Arkansas 20149
Net generation  all solar , Arkansas ,2014,8,0.51454, Arkansas 20148
Net generation  all solar , Arkansas ,2014,7,0.5128, Arkansas 20147
Net generation  all solar , Arkansas ,2014,6,0.47707, Arkansas 20146
Net generation  all solar , Arkansas ,2014,5,0.49151, Arkansas 20145
Net generation  all solar , Arkansas ,2014,4,0.46028, Arkansas 20144
Net generation  all solar , Arkansas ,2014,3,0.39645, Arkansas 20143
Net generation  all solar , Arkansas ,2014,2,0.2692, Arkansas 20142
Net generation  all solar , Arkansas ,2014,1,0.25365, Arkansas 20141
Net generation  all solar , California ,2017,7,3597.13582, California 20177
Net generation  all solar , California ,2017,6,3906.24721, California 20176
Net generation  all solar , California ,2017,5,3641.9125, California 20175
Net generation  all solar , California ,2017,4,3130.76132, California 20174
Net generation  all solar , California ,2017,3,2903.21185, California 20173
Net generation  all solar , California ,2017,2,1711.84678, California 20172
Net generation  all solar , California ,2017,1,1536.26471, California 20171
Net generation  all solar , California ,2016,12,1569.27807, California 201612
Net generation  all solar , California ,2016,11,1919.7848, California 201611
Net generation  all solar , California ,2016,10,2304.18119, California 201610
Net generation  all solar , California ,2016,9,2669.63269, California 20169
Net generation  all solar , California ,2016,8,3003.33152, California 20168
Net generation  all solar , California ,2016,7,3102.75904, California 20167
Net generation  all solar , California ,2016,6,2738.26582, California 20166
Net generation  all solar , California ,2016,5,2785.59696, California 20165
Net generation  all solar , California ,2016,4,2339.51551, California 20164
Net generation  all solar , California ,2016,3,2059.63951, California 20163
Net generation  all solar , California ,2016,2,1756.77386, California 20162
Net generation  all solar , California ,2016,1,1183.16803, California 20161
Net generation  all solar , California ,2015,12,1266.4473, California 201512
Net generation  all solar , California ,2015,11,1485.98423, California 201511
Net generation  all solar , California ,2015,10,1659.11299, California 201510
Net generation  all solar , California ,2015,9,1911.01315, California 20159
Net generation  all solar , California ,2015,8,2245.02012, California 20158
Net generation  all solar , California ,2015,7,2213.28122, California 20157
Net generation  all solar , California ,2015,6,2115.92859, California 20156
Net generation  all solar , California ,2015,5,2048.62494, California 20155
Net generation  all solar , California ,2015,4,1949.7841, California 20154
Net generation  all solar , California ,2015,3,1734.78711, California 20153
Net generation  all solar , California ,2015,2,1219.04688, California 20152
Net generation  all solar , California ,2015,1,979.62761, California 20151
Net generation  all solar , California ,2014,12,920.32449, California 201412
Net generation  all solar , California ,2014,11,1151.25867, California 201411
Net generation  all solar , California ,2014,10,1390.19317, California 201410
Net generation  all solar , California ,2014,9,1517.17141, California 20149
Net generation  all solar , California ,2014,8,1574.29279, California 20148
Net generation  all solar , California ,2014,7,1482.42519, California 20147
Net generation  all solar , California ,2014,6,1544.13061, California 20146
Net generation  all solar , California ,2014,5,1428.51688, California 20145
Net generation  all solar , California ,2014,4,1247.31244, California 20144
Net generation  all solar , California ,2014,3,1082.05277, California 20143
Net generation  all solar , California ,2014,2,664.30085, California 20142
Net generation  all solar , California ,2014,1,603.91611, California 20141
Net generation  all solar , Colorado ,2017,7,149.36698, Colorado 20177
Net generation  all solar , Colorado ,2017,6,162.96619, Colorado 20176
Net generation  all solar , Colorado ,2017,5,155.19066, Colorado 20175
Net generation  all solar , Colorado ,2017,4,132.36029, Colorado 20174
Net generation  all solar , Colorado ,2017,3,123.70476, Colorado 20173
Net generation  all solar , Colorado ,2017,2,80.58315, Colorado 20172
Net generation  all solar , Colorado ,2017,1,70.13523, Colorado 20171
Net generation  all solar , Colorado ,2016,12,73.44964, Colorado 201612
Net generation  all solar , Colorado ,2016,11,83.56616, Colorado 201611
Net generation  all solar , Colorado ,2016,10,106.96668, Colorado 201610
Net generation  all solar , Colorado ,2016,9,113.59106, Colorado 20169
Net generation  all solar , Colorado ,2016,8,88.62064, Colorado 20168
Net generation  all solar , Colorado ,2016,7,101.00149, Colorado 20167
Net generation  all solar , Colorado ,2016,6,97.7386, Colorado 20166
Net generation  all solar , Colorado ,2016,5,92.87137, Colorado 20165
Net generation  all solar , Colorado ,2016,4,77.05667, Colorado 20164
Net generation  all solar , Colorado ,2016,3,74.61626, Colorado 20163
Net generation  all solar , Colorado ,2016,2,61.95457, Colorado 20162
Net generation  all solar , Colorado ,2016,1,48.28848, Colorado 20161
Net generation  all solar , Colorado ,2015,12,48.04205, Colorado 201512
Net generation  all solar , Colorado ,2015,11,45.38859, Colorado 201511
Net generation  all solar , Colorado ,2015,10,50.90758, Colorado 201510
Net generation  all solar , Colorado ,2015,9,59.71203, Colorado 20159
Net generation  all solar , Colorado ,2015,8,63.99997, Colorado 20158
Net generation  all solar , Colorado ,2015,7,61.99635, Colorado 20157
Net generation  all solar , Colorado ,2015,6,65.94102, Colorado 20156
Net generation  all solar , Colorado ,2015,5,58.42377, Colorado 20155
Net generation  all solar , Colorado ,2015,4,58.92185, Colorado 20154
Net generation  all solar , Colorado ,2015,3,56.6884, Colorado 20153
Net generation  all solar , Colorado ,2015,2,38.95925, Colorado 20152
Net generation  all solar , Colorado ,2015,1,33.61331, Colorado 20151
Net generation  all solar , Colorado ,2014,12,36.29193, Colorado 201412
Net generation  all solar , Colorado ,2014,11,43.70434, Colorado 201411
Net generation  all solar , Colorado ,2014,10,51.69037, Colorado 201410
Net generation  all solar , Colorado ,2014,9,54.19891, Colorado 20149
Net generation  all solar , Colorado ,2014,8,61.12655, Colorado 20148
Net generation  all solar , Colorado ,2014,7,57.40082, Colorado 20147
Net generation  all solar , Colorado ,2014,6,61.35775, Colorado 20146
Net generation  all solar , Colorado ,2014,5,57.99341, Colorado 20145
Net generation  all solar , Colorado ,2014,4,52.78875, Colorado 20144
Net generation  all solar , Colorado ,2014,3,52.19647, Colorado 20143
Net generation  all solar , Colorado ,2014,2,40.06887, Colorado 20142
Net generation  all solar , Colorado ,2014,1,37.54429, Colorado 20141
Net generation  all solar , Connecticut ,2017,7,52.45192, Connecticut 20177
Net generation  all solar , Connecticut ,2017,6,48.80439, Connecticut 20176
Net generation  all solar , Connecticut ,2017,5,45.84949, Connecticut 20175
Net generation  all solar , Connecticut ,2017,4,43.0209, Connecticut 20174
Net generation  all solar , Connecticut ,2017,3,39.15253, Connecticut 20173
Net generation  all solar , Connecticut ,2017,2,0, Connecticut 20172
Net generation  all solar , Connecticut ,2017,1,0, Connecticut 20171
Net generation  all solar , Connecticut ,2016,12,0, Connecticut 201612
Net generation  all solar , Connecticut ,2016,11,0, Connecticut 201611
Net generation  all solar , Connecticut ,2016,10,27.67742, Connecticut 201610
Net generation  all solar , Connecticut ,2016,9,33.39544, Connecticut 20169
Net generation  all solar , Connecticut ,2016,8,0, Connecticut 20168
Net generation  all solar , Connecticut ,2016,7,0, Connecticut 20167
Net generation  all solar , Connecticut ,2016,6,0, Connecticut 20166
Net generation  all solar , Connecticut ,2016,5,0, Connecticut 20165
Net generation  all solar , Connecticut ,2016,4,0, Connecticut 20164
Net generation  all solar , Connecticut ,2016,3,0, Connecticut 20163
Net generation  all solar , Connecticut ,2016,2,0, Connecticut 20162
Net generation  all solar , Connecticut ,2016,1,0, Connecticut 20161
Net generation  all solar , Connecticut ,2015,12,13.69737, Connecticut 201512
Net generation  all solar , Connecticut ,2015,11,14.40582, Connecticut 201511
Net generation  all solar , Connecticut ,2015,10,18.15938, Connecticut 201510
Net generation  all solar , Connecticut ,2015,9,21.77961, Connecticut 20159
Net generation  all solar , Connecticut ,2015,8,23.95671, Connecticut 20158
Net generation  all solar , Connecticut ,2015,7,24.99189, Connecticut 20157
Net generation  all solar , Connecticut ,2015,6,21.25644, Connecticut 20156
Net generation  all solar , Connecticut ,2015,5,21.34, Connecticut 20155
Net generation  all solar , Connecticut ,2015,4,18.85947, Connecticut 20154
Net generation  all solar , Connecticut ,2015,3,16.47347, Connecticut 20153
Net generation  all solar , Connecticut ,2015,2,11.1966, Connecticut 20152
Net generation  all solar , Connecticut ,2015,1,10.09274, Connecticut 20151
Net generation  all solar , Connecticut ,2014,12,9.75605, Connecticut 201412
Net generation  all solar , Connecticut ,2014,11,9.26005, Connecticut 201411
Net generation  all solar , Connecticut ,2014,10,11.73282, Connecticut 201410
Net generation  all solar , Connecticut ,2014,9,13.55816, Connecticut 20149
Net generation  all solar , Connecticut ,2014,8,14.73348, Connecticut 20148
Net generation  all solar , Connecticut ,2014,7,14.88989, Connecticut 20147
Net generation  all solar , Connecticut ,2014,6,13.88694, Connecticut 20146
Net generation  all solar , Connecticut ,2014,5,12.89917, Connecticut 20145
Net generation  all solar , Connecticut ,2014,4,11.72216, Connecticut 20144
Net generation  all solar , Connecticut ,2014,3,10.74505, Connecticut 20143
Net generation  all solar , Connecticut ,2014,2,7.88691, Connecticut 20142
Net generation  all solar , Connecticut ,2014,1,6.81012, Connecticut 20141
Net generation  all solar , Delaware ,2017,7,21.4245, Delaware 20177
Net generation  all solar , Delaware ,2017,6,22.06006, Delaware 20176
Net generation  all solar , Delaware ,2017,5,20.92704, Delaware 20175
Net generation  all solar , Delaware ,2017,4,17.43848, Delaware 20174
Net generation  all solar , Delaware ,2017,3,16.66883, Delaware 20173
Net generation  all solar , Delaware ,2017,2,11.37642, Delaware 20172
Net generation  all solar , Delaware ,2017,1,0, Delaware 20171
Net generation  all solar , Delaware ,2016,12,0, Delaware 201612
Net generation  all solar , Delaware ,2016,11,11.42841, Delaware 201611
Net generation  all solar , Delaware ,2016,10,13.82264, Delaware 201610
Net generation  all solar , Delaware ,2016,9,15.84271, Delaware 20169
Net generation  all solar , Delaware ,2016,8,18.0467, Delaware 20168
Net generation  all solar , Delaware ,2016,7,19.62093, Delaware 20167
Net generation  all solar , Delaware ,2016,6,0, Delaware 20166
Net generation  all solar , Delaware ,2016,5,16.68907, Delaware 20165
Net generation  all solar , Delaware ,2016,4,14.87013, Delaware 20164
Net generation  all solar , Delaware ,2016,3,14.69312, Delaware 20163
Net generation  all solar , Delaware ,2016,2,11.51527, Delaware 20162
Net generation  all solar , Delaware ,2016,1,0, Delaware 20161
Net generation  all solar , Delaware ,2015,12,8.39476, Delaware 201512
Net generation  all solar , Delaware ,2015,11,7.48491, Delaware 201511
Net generation  all solar , Delaware ,2015,10,9.60374, Delaware 201510
Net generation  all solar , Delaware ,2015,9,10.61207, Delaware 20159
Net generation  all solar , Delaware ,2015,8,13.42987, Delaware 20158
Net generation  all solar , Delaware ,2015,7,14.32995, Delaware 20157
Net generation  all solar , Delaware ,2015,6,13.51284, Delaware 20156
Net generation  all solar , Delaware ,2015,5,14.12062, Delaware 20155
Net generation  all solar , Delaware ,2015,4,11.49755, Delaware 20154
Net generation  all solar , Delaware ,2015,3,10.51828, Delaware 20153
Net generation  all solar , Delaware ,2015,2,7.23902, Delaware 20152
Net generation  all solar , Delaware ,2015,1,7.10374, Delaware 20151
Net generation  all solar , Delaware ,2014,12,7.4178, Delaware 201412
Net generation  all solar , Delaware ,2014,11,7.44213, Delaware 201411
Net generation  all solar , Delaware ,2014,10,11.00611, Delaware 201410
Net generation  all solar , Delaware ,2014,9,10.40861, Delaware 20149
Net generation  all solar , Delaware ,2014,8,12.14625, Delaware 20148
Net generation  all solar , Delaware ,2014,7,12.25994, Delaware 20147
Net generation  all solar , Delaware ,2014,6,11.86195, Delaware 20146
Net generation  all solar , Delaware ,2014,5,12.57669, Delaware 20145
Net generation  all solar , Delaware ,2014,4,10.72152, Delaware 20144
Net generation  all solar , Delaware ,2014,3,10.47459, Delaware 20143
Net generation  all solar , Delaware ,2014,2,7.96587, Delaware 20142
Net generation  all solar , Delaware ,2014,1,6.7021, Delaware 20141
Net generation  all solar , District Of Columbia ,2017,7,7.9524, District Of Columbia 20177
Net generation  all solar , District Of Columbia ,2017,6,7.68178, District Of Columbia 20176
Net generation  all solar , District Of Columbia ,2017,5,7.46976, District Of Columbia 20175
Net generation  all solar , District Of Columbia ,2017,4,6.82058, District Of Columbia 20174
Net generation  all solar , District Of Columbia ,2017,3,6.41741, District Of Columbia 20173
Net generation  all solar , District Of Columbia ,2017,2,4.9153, District Of Columbia 20172
Net generation  all solar , District Of Columbia ,2017,1,4.41648, District Of Columbia 20171
Net generation  all solar , District Of Columbia ,2016,12,3.95983, District Of Columbia 201612
Net generation  all solar , District Of Columbia ,2016,11,3.97595, District Of Columbia 201611
Net generation  all solar , District Of Columbia ,2016,10,4.67024, District Of Columbia 201610
Net generation  all solar , District Of Columbia ,2016,9,5.07023, District Of Columbia 20169
Net generation  all solar , District Of Columbia ,2016,8,5.64177, District Of Columbia 20168
Net generation  all solar , District Of Columbia ,2016,7,5.73801, District Of Columbia 20167
Net generation  all solar , District Of Columbia ,2016,6,5.46323, District Of Columbia 20166
Net generation  all solar , District Of Columbia ,2016,5,5.30215, District Of Columbia 20165
Net generation  all solar , District Of Columbia ,2016,4,4.83828, District Of Columbia 20164
Net generation  all solar , District Of Columbia ,2016,3,4.48411, District Of Columbia 20163
Net generation  all solar , District Of Columbia ,2016,2,2.87022, District Of Columbia 20162
Net generation  all solar , District Of Columbia ,2016,1,2.45139, District Of Columbia 20161
Net generation  all solar , District Of Columbia ,2015,12,1.91093, District Of Columbia 201512
Net generation  all solar , District Of Columbia ,2015,11,1.95942, District Of Columbia 201511
Net generation  all solar , District Of Columbia ,2015,10,2.46773, District Of Columbia 201510
Net generation  all solar , District Of Columbia ,2015,9,2.7398, District Of Columbia 20159
Net generation  all solar , District Of Columbia ,2015,8,3.19397, District Of Columbia 20158
Net generation  all solar , District Of Columbia ,2015,7,3.3549, District Of Columbia 20157
Net generation  all solar , District Of Columbia ,2015,6,3.28834, District Of Columbia 20156
Net generation  all solar , District Of Columbia ,2015,5,3.3114, District Of Columbia 20155
Net generation  all solar , District Of Columbia ,2015,4,3.03299, District Of Columbia 20154
Net generation  all solar , District Of Columbia ,2015,3,2.87347, District Of Columbia 20153
Net generation  all solar , District Of Columbia ,2015,2,2.28398, District Of Columbia 20152
Net generation  all solar , District Of Columbia ,2015,1,2.02735, District Of Columbia 20151
Net generation  all solar , District Of Columbia ,2014,12,1.95504, District Of Columbia 201412
Net generation  all solar , District Of Columbia ,2014,11,1.9377, District Of Columbia 201411
Net generation  all solar , District Of Columbia ,2014,10,2.38086, District Of Columbia 201410
Net generation  all solar , District Of Columbia ,2014,9,2.61388, District Of Columbia 20149
Net generation  all solar , District Of Columbia ,2014,8,3.00696, District Of Columbia 20148
Net generation  all solar , District Of Columbia ,2014,7,3.14876, District Of Columbia 20147
Net generation  all solar , District Of Columbia ,2014,6,3.05271, District Of Columbia 20146
Net generation  all solar , District Of Columbia ,2014,5,3.02395, District Of Columbia 20145
Net generation  all solar , District Of Columbia ,2014,4,2.78142, District Of Columbia 20144
Net generation  all solar , District Of Columbia ,2014,3,2.65476, District Of Columbia 20143
Net generation  all solar , District Of Columbia ,2014,2,2.10996, District Of Columbia 20142
Net generation  all solar , District Of Columbia ,2014,1,1.85074, District Of Columbia 20141
Net generation  all solar , East North Central (total) ,2017,7,113.84267, East North Central (total) 20177
Net generation  all solar , East North Central (total) ,2017,6,120.05711, East North Central (total) 20176
Net generation  all solar , East North Central (total) ,2017,5,108.19659, East North Central (total) 20175
Net generation  all solar , East North Central (total) ,2017,4,81.42583, East North Central (total) 20174
Net generation  all solar , East North Central (total) ,2017,3,75.97037, East North Central (total) 20173
Net generation  all solar , East North Central (total) ,2017,2,47.96011, East North Central (total) 20172
Net generation  all solar , East North Central (total) ,2017,1,36.43879, East North Central (total) 20171
Net generation  all solar , East North Central (total) ,2016,12,33.09486, East North Central (total) 201612
Net generation  all solar , East North Central (total) ,2016,11,45.39631, East North Central (total) 201611
Net generation  all solar , East North Central (total) ,2016,10,56.1637, East North Central (total) 201610
Net generation  all solar , East North Central (total) ,2016,9,69.58101, East North Central (total) 20169
Net generation  all solar , East North Central (total) ,2016,8,71.61413, East North Central (total) 20168
Net generation  all solar , East North Central (total) ,2016,7,78.9019, East North Central (total) 20167
Net generation  all solar , East North Central (total) ,2016,6,72.35344, East North Central (total) 20166
Net generation  all solar , East North Central (total) ,2016,5,63.61256, East North Central (total) 20165
Net generation  all solar , East North Central (total) ,2016,4,54.29273, East North Central (total) 20164
Net generation  all solar , East North Central (total) ,2016,3,53.93451, East North Central (total) 20163
Net generation  all solar , East North Central (total) ,2016,2,46.36951, East North Central (total) 20162
Net generation  all solar , East North Central (total) ,2016,1,26.2086, East North Central (total) 20161
Net generation  all solar , East North Central (total) ,2015,12,26.03156, East North Central (total) 201512
Net generation  all solar , East North Central (total) ,2015,11,30.05574, East North Central (total) 201511
Net generation  all solar , East North Central (total) ,2015,10,35.89123, East North Central (total) 201510
Net generation  all solar , East North Central (total) ,2015,9,43.35727, East North Central (total) 20159
Net generation  all solar , East North Central (total) ,2015,8,50.24911, East North Central (total) 20158
Net generation  all solar , East North Central (total) ,2015,7,50.13487, East North Central (total) 20157
Net generation  all solar , East North Central (total) ,2015,6,49.16969, East North Central (total) 20156
Net generation  all solar , East North Central (total) ,2015,5,46.72048, East North Central (total) 20155
Net generation  all solar , East North Central (total) ,2015,4,44.78623, East North Central (total) 20154
Net generation  all solar , East North Central (total) ,2015,3,38.97979, East North Central (total) 20153
Net generation  all solar , East North Central (total) ,2015,2,26.71368, East North Central (total) 20152
Net generation  all solar , East North Central (total) ,2015,1,20.99474, East North Central (total) 20151
Net generation  all solar , East North Central (total) ,2014,12,19.60381, East North Central (total) 201412
Net generation  all solar , East North Central (total) ,2014,11,25.78815, East North Central (total) 201411
Net generation  all solar , East North Central (total) ,2014,10,33.48398, East North Central (total) 201410
Net generation  all solar , East North Central (total) ,2014,9,39.0671, East North Central (total) 20149
Net generation  all solar , East North Central (total) ,2014,8,41.17181, East North Central (total) 20148
Net generation  all solar , East North Central (total) ,2014,7,41.07855, East North Central (total) 20147
Net generation  all solar , East North Central (total) ,2014,6,42.27538, East North Central (total) 20146
Net generation  all solar , East North Central (total) ,2014,5,38.35958, East North Central (total) 20145
Net generation  all solar , East North Central (total) ,2014,4,33.98599, East North Central (total) 20144
Net generation  all solar , East North Central (total) ,2014,3,29.48777, East North Central (total) 20143
Net generation  all solar , East North Central (total) ,2014,2,18.50267, East North Central (total) 20142
Net generation  all solar , East North Central (total) ,2014,1,15.66596, East North Central (total) 20141
Net generation  all solar , East South Central (total) ,2017,7,66.0872, East South Central (total) 20177
Net generation  all solar , East South Central (total) ,2017,6,57.45927, East South Central (total) 20176
Net generation  all solar , East South Central (total) ,2017,5,58.05176, East South Central (total) 20175
Net generation  all solar , East South Central (total) ,2017,4,44.84258, East South Central (total) 20174
Net generation  all solar , East South Central (total) ,2017,3,39.28431, East South Central (total) 20173
Net generation  all solar , East South Central (total) ,2017,2,23.28254, East South Central (total) 20172
Net generation  all solar , East South Central (total) ,2017,1,19.80885, East South Central (total) 20171
Net generation  all solar , East South Central (total) ,2016,12,19.02083, East South Central (total) 201612
Net generation  all solar , East South Central (total) ,2016,11,26.03819, East South Central (total) 201611
Net generation  all solar , East South Central (total) ,2016,10,26.43049, East South Central (total) 201610
Net generation  all solar , East South Central (total) ,2016,9,19.02422, East South Central (total) 20169
Net generation  all solar , East South Central (total) ,2016,8,19.92866, East South Central (total) 20168
Net generation  all solar , East South Central (total) ,2016,7,21.91388, East South Central (total) 20167
Net generation  all solar , East South Central (total) ,2016,6,21.09067, East South Central (total) 20166
Net generation  all solar , East South Central (total) ,2016,5,16.78034, East South Central (total) 20165
